index,id,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,LEV1,LEV2,LEV3,LEV4,LEV5,BEG,END,Maximum Error Distance,Certainty,X,Y
220,68.0,聊城,['聊城'],,[['聊城']],[{'prefecture': 3715}],Prefecture,[],modern,POINT (115.93750995711727 36.4050480546305),['山东省'],['聊城市'],['NA'],[],[],[],[],[],[],[],163.68846004765427,0.9675656855936999,115.93750995711727,36.4050480546305
221,68.0,山东省聊城市,['山东省聊城市'],,"[['山东', '聊城']]",[{'prefecture': 3715}],Prefecture,[],modern,POINT (115.93750995711727 36.4050480546305),['山东省'],['聊城市'],['NA'],[],[],[],[],[],[],[],163.68846004765427,0.9675656855936999,115.93750995711727,36.4050480546305
222,70.0,山东省莱州市,['山东省莱州市'],,"[['山东', '莱州']]",[{'county': 370683}],County,[],modern,POINT (120.09115158114481 37.237674681837504),['山东省'],['烟台市'],['莱州市'],[],[],[],[],[],[],[],70.68717372338587,0.9859935757452323,120.09115158114481,37.237674681837504
223,70.0,东莱,['东莱'],,[['东莱']],[{'LEV1': 'hvd_110370'}],['郡'],[],historic,POINT (119.938 37.17543),[],[],[],['东莱郡'],['隋'],[],[],[],[607],[620],2.241574764017073,0.9995558395464152,119.938,37.17543
224,70.0,东莱郡,['东莱郡'],,[['东莱']],[{'LEV1': 'hvd_110370'}],['郡'],[],historic,POINT (119.938 37.17543),[],[],[],['东莱郡'],['隋'],[],[],[],[607],[620],2.241574764017073,0.9995558395464152,119.938,37.17543
225,71.0,山东省沂源县,['山东省沂源县'],,"[['山东', '沂源']]",[{'county': 370323}],County,[],modern,POINT (118.164474472037 36.173151146349525),['山东省'],['淄博市'],['沂源县'],[],[],[],[],[],[],[],57.289507437673706,0.9886482779795557,118.164474472037,36.173151146349525
226,71.0,齐县,['齐县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
227,72.0,平陆县,['平陆县'],,[['平陆']],[{'county': 140829}],County,[],modern,POINT (111.24986017042431 34.864893892023225),['山西省'],['运城市'],['平陆县'],[],[],[],[],[],[],[],67.78554904595813,0.9865685228554278,111.24986017042431,34.864893892023225
228,72.0,山东省汶上县,['山东省汶上县'],,"[['山东', '汶上']]",[{'county': 370830}],County,[],modern,POINT (116.48296163328058 35.73828265292526),['山东省'],['济宁市'],['汶上县'],[],[],[],[],[],[],[],52.95605999459628,0.9895069359252107,116.48296163328058,35.73828265292526
229,72.0,平陆都,['平陆都'],,[['平陆']],[{'county': 140829}],County,[],modern,POINT (111.24986017042431 34.864893892023225),['山西省'],['运城市'],['平陆县'],[],[],[],[],[],[],[],67.78554904595813,0.9865685228554278,111.24986017042431,34.864893892023225
230,73.0,济南郡,['济南郡'],,[['济南']],[{'prefecture': 3701}],Prefecture,[],modern,POINT (117.30373230892693 36.77890620061795),['山东省'],['济南市'],['NA'],[],[],[],[],[],[],[],185.35127682555049,0.9632732717601541,117.30373230892693,36.77890620061795
231,73.0,东平陵县,['东平陵县'],,[['东平陵']],[{'LEV1': 'hvd_45020'}],['县'],[],historic,POINT (117.52242 36.71219),['山东省'],"['德州市', '泰安市']","['陵城区', '东平县']",['东平陵县'],['博阳郡'],['西汉'],[],[],[-201],[423],0.15184282865983678,0.9999699128573654,117.52242,36.71219
232,73.0,山东省济南市历城区,['山东省济南市历城区'],,"[['山东', '济南', '历城']]",[{'county': 370112}],County,[],modern,POINT (117.26419499342173 36.60683837397319),['山东省'],['济南市'],['历城区'],[],[],[],[],[],[],[],64.03915346442977,0.9873108584614094,117.26419499342173,36.60683837397319
233,73.0,平陵县,['平陵县'],,"[['陵县'], ['平陵']]","[{'LEV1': 'hvd_1000'}, {'LEV1': 'hvd_40593'}]","['县', '县']",['Multiple Matches'],historic,,['山东省'],['德州市'],['陵城区'],"['陵县', '平陵县']","['济南府', '义兴郡']","['山东', '扬州']",['东汉'],[],"[1820, 304]","[1820, 431]",,,,
234,75.0,齐国,['齐国'],,[['齐国']],[{'LEV2': 'hvd_112333'}],['国'],[],historic,POINT (118.28753 36.8096),[],[],[],[],['齐国'],['西汉'],[],[],[-164.0],[-128.0],0.0011097407736033226,0.9999997801086212,118.28753,36.8096
235,75.0,东阿,['东阿'],,[['东阿']],[{'county': 371524}],County,[],modern,POINT (116.2830982732827 36.336183385668726),['山东省'],['聊城市'],['东阿县'],[],[],[],[],[],[],[],50.33210590419728,0.9900268635482754,116.2830982732827,36.336183385668726
236,75.0,山东阳谷,['山东阳谷'],,"[['山东', '阳谷']]",[{'county': 371521}],County,[],modern,POINT (115.89599300368246 36.13660391775855),['山东省'],['聊城市'],['阳谷县'],[],[],[],[],[],[],[],51.794646029406515,0.9897370661719725,115.89599300368246,36.13660391775855
237,75.0,阿泽,['阿泽'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
238,75.0,安阳,['安阳'],,[['安阳']],[{'prefecture': 4105}],Prefecture,[],modern,POINT (113.91996657201076 35.78345203480426),['河南省'],['安阳市'],['NA'],[],[],[],[],[],[],[],151.16032408128245,0.9700480933378981,113.91996657201076,35.78345203480426
239,76.0,山东省沂水县,['山东省沂水县'],,"[['山东', '沂水']]",[{'county': 371323}],County,[],modern,POINT (118.4998252027747 35.896948852100344),['山东省'],['临沂市'],['沂水县'],[],[],[],[],[],[],[],81.5609999286575,0.9838389638817046,118.4998252027747,35.896948852100344
240,76.0,齐国,['齐国'],,[['齐国']],[{'LEV2': 'hvd_112333'}],['国'],[],historic,POINT (118.28753 36.8096),[],[],[],[],['齐国'],['西汉'],[],[],[-164.0],[-128.0],0.0011097407736033226,0.9999997801086212,118.28753,36.8096
241,77.0,宜阳,['宜阳'],,[['宜阳']],[{'county': 410327}],County,[],modern,POINT (112.0275859718441 34.493351038567894),['河南省'],['洛阳市'],['宜阳县'],[],[],[],[],[],[],[],66.2907006317192,0.9868647220098646,112.0275859718441,34.493351038567894
242,77.0,山西省临汾市,['山西省临汾市'],,"[['山西', '临汾']]",[{'prefecture': 1410}],Prefecture,[],modern,POINT (111.50247546238175 36.175299848053),['山西省'],['临汾市'],['NA'],[],[],[],[],[],[],[],219.4164835937833,0.9565233663220137,111.50247546238175,36.175299848053
243,77.0,韩国,['韩国'],,[['韩国']],[{'LEV2': 'hvd_112597'}],['国'],[],historic,POINT (113.46706 34.16249),[],[],[],[],['韩国'],['西汉'],[],[],[-202.0],[-202.0],3.8685504605195598,0.9992334598181412,113.46706,34.16249
244,77.0,韩都,['韩都'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
245,77.0,平阳,['平阳'],,[['平阳']],[{'county': 330326}],County,[],modern,POINT (120.39401316957431 27.664300148932156),['浙江省'],['温州市'],['平阳县'],[],[],[],[],[],[],[],58.97865324468206,0.98831357945428,120.39401316957431,27.664300148932156
246,78.0,上党郡,['上党郡'],,[['上党']],[{'county': 140404}],County,[],modern,POINT (113.06591618388671 36.0265087802143),['山西省'],['长治市'],['上党区'],[],[],[],[],[],[],[],35.79484556292394,0.9929073724881105,113.06591618388671,36.0265087802143
247,78.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
248,78.0,长子县,['长子县'],,[['长子']],[{'county': 140428}],County,[],modern,POINT (112.74601270384923 36.096420533715026),['山西省'],['长治市'],['长子县'],[],[],[],[],[],[],[],47.71652396683715,0.9905451322575484,112.74601270384923,36.096420533715026
249,78.0,赵,['赵'],,[['赵']],[{'county': 130133}],County,[],modern,POINT (114.84986570556961 37.7772686779257),['河北省'],['石家庄市'],['赵县'],[],[],[],[],[],[],[],40.597044502895955,0.9919558330196878,114.84986570556961,37.7772686779257
250,78.0,山西省长子县,['山西省长子县'],,"[['山西', '长子']]",[{'county': 140428}],County,[],modern,POINT (112.74601270384923 36.096420533715026),['山西省'],['长治市'],['长子县'],[],[],[],[],[],[],[],47.71652396683715,0.9905451322575484,112.74601270384923,36.096420533715026
251,78.0,山西省,['山西省'],,[['山西']],[{'province': 14}],Province,[],modern,POINT (112.47245736275306 37.66516721635999),['山西省'],['NA'],['NA'],[],[],[],[],[],[],[],758.2426072106181,0.8497567934149899,112.47245736275306,37.66516721635999
252,78.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
253,79.0,上党郡,['上党郡'],,[['上党']],[{'county': 140404}],County,[],modern,POINT (113.06591618388671 36.0265087802143),['山西省'],['长治市'],['上党区'],[],[],[],[],[],[],[],35.79484556292394,0.9929073724881105,113.06591618388671,36.0265087802143
254,79.0,山西省沁县南,['山西省沁县南'],南,"[['山西', '沁']]",[{'county': 140430}],County,[],modern,POINT (112.61813237788624 36.57589974482548),['山西省'],['长治市'],['沁县'],[],[],[],[],[],[],[],61.43167987551398,0.9878275205288782,112.61813237788624,36.57589974482548
255,79.0,晋,['晋'],,[['晋']],[{'county': 130183}],County,[],modern,POINT (115.08725515145593 37.99490758059366),['河北省'],['石家庄市'],['晋州市'],[],[],[],[],[],[],[],41.98202073094848,0.991681404667116,115.08725515145593,37.99490758059366
256,79.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
257,79.0,赵,['赵'],,[['赵']],[{'county': 130133}],County,[],modern,POINT (114.84986570556961 37.7772686779257),['河北省'],['石家庄市'],['赵县'],[],[],[],[],[],[],[],40.597044502895955,0.9919558330196878,114.84986570556961,37.7772686779257
258,79.0,魏,['魏'],,[['魏']],[{'county': 130434}],County,[],modern,POINT (114.93101940641381 36.2500108803376),['河北省'],['邯郸市'],['魏县'],[],[],[],[],[],[],[],44.368725312304846,0.9912084872313717,114.93101940641381,36.2500108803376
259,79.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
260,79.0,铜鞮县,['铜鞮县'],,[['铜鞮']],[{'LEV1': 'hvd_95502'}],['县'],[],historic,POINT (112.83392 36.53371),[],[],[],['铜鞮县'],['上党郡'],['秦'],[],[],[-247],[395],2.862708034894072,0.9994327640908213,112.83392,36.53371
261,79.0,铜鞮,['铜鞮'],,[['铜鞮']],[{'LEV1': 'hvd_95502'}],['县'],[],historic,POINT (112.83392 36.53371),[],[],[],['铜鞮县'],['上党郡'],['秦'],[],[],[-247],[395],2.862708034894072,0.9994327640908213,112.83392,36.53371
262,80.0,上党郡,['上党郡'],,[['上党']],[{'county': 140404}],County,[],modern,POINT (113.06591618388671 36.0265087802143),['山西省'],['长治市'],['上党区'],[],[],[],[],[],[],[],35.79484556292394,0.9929073724881105,113.06591618388671,36.0265087802143
263,80.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
264,80.0,赵,['赵'],,[['赵']],[{'county': 130133}],County,[],modern,POINT (114.84986570556961 37.7772686779257),['河北省'],['石家庄市'],['赵县'],[],[],[],[],[],[],[],40.597044502895955,0.9919558330196878,114.84986570556961,37.7772686779257
265,80.0,韩上党郡,['韩上党郡'],,[['上党']],[{'county': 140404}],County,[],modern,POINT (113.06591618388671 36.0265087802143),['山西省'],['长治市'],['上党区'],[],[],[],[],[],[],[],35.79484556292394,0.9929073724881105,113.06591618388671,36.0265087802143
266,80.0,屯留县,['屯留县'],,[['屯留']],[{'county': 140405}],County,[],modern,POINT (112.74240510841435 36.372005508422305),['山西省'],['长治市'],['屯留区'],[],[],[],[],[],[],[],52.61571028247738,0.9895743750688605,112.74240510841435,36.372005508422305
267,80.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
268,80.0,屯留,['屯留'],,[['屯留']],[{'county': 140405}],County,[],modern,POINT (112.74240510841435 36.372005508422305),['山西省'],['长治市'],['屯留区'],[],[],[],[],[],[],[],52.61571028247738,0.9895743750688605,112.74240510841435,36.372005508422305
269,81.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
270,81.0,京县,['京县'],,[['京县']],[{'LEV1': 'hvd_44384'}],['县'],[],historic,POINT (113.43846 34.71545),[],[],[],['京县'],['三川郡'],['秦'],[],[],[-221],[555],2.8775779712991767,0.9994298176632452,113.43846,34.71545
271,81.0,河南省荥阳市,['河南省荥阳市'],,"[['河南', '荥阳']]",[{'county': 410182}],County,[],modern,POINT (113.2231797840517 34.79871852253151),['河南省'],['郑州市'],['荥阳市'],[],[],[],[],[],[],[],45.427602023806365,0.990998674394423,113.2231797840517,34.79871852253151
272,81.0,京本,['京本'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
273,83.0,河南省温县,['河南省温县'],,"[['温县', '河南']]",[{'LEV1': 'hvd_562'}],['县'],[],historic,POINT (113.07546 34.93812),['河南省'],['焦作市'],['温县'],['温县'],['怀庆府'],['河南'],[],[],[1820],[1820],3.8097061392043425,0.9992451196212696,113.07546,34.93812
274,83.0,邢丘,['邢丘'],,[['邢丘']],[{'LEV1': 'hvd_82490'}],['县'],[],historic,POINT (113.14046 35.03095),['河北省'],['邯郸市'],['邱县'],['邢丘县'],['怀州'],['东魏'],[],[],[598],[605],0.9116216828863952,0.9998193652486331,113.14046,35.03095
275,83.0,晋县,['晋县'],,[['晋']],[{'county': 130183}],County,[],modern,POINT (115.08725515145593 37.99490758059366),['河北省'],['石家庄市'],['晋州市'],[],[],[],[],[],[],[],41.98202073094848,0.991681404667116,115.08725515145593,37.99490758059366
276,83.0,韩县,['韩县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
277,83.0,韩国,['韩国'],,[['韩国']],[{'LEV2': 'hvd_112597'}],['国'],[],historic,POINT (113.46706 34.16249),[],[],[],[],['韩国'],['西汉'],[],[],[-202.0],[-202.0],3.8685504605195598,0.9992334598181412,113.46706,34.16249
278,83.0,郑城邢丘,['郑城邢丘'],,[['邢丘']],[{'LEV1': 'hvd_82490'}],['县'],[],historic,POINT (113.14046 35.03095),"['山西省', '河北省']","['阳泉市', '邯郸市']","['城区', '邱县']",['邢丘县'],['怀州'],['东魏'],[],[],[598],[605],0.9116216828863952,0.9998193652486331,113.14046,35.03095
279,83.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
280,84.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
281,84.0,晋国,['晋国'],,[['晋']],[{'county': 130183}],County,[],modern,POINT (115.08725515145593 37.99490758059366),['河北省'],['石家庄市'],['晋州市'],[],[],[],[],[],[],[],41.98202073094848,0.991681404667116,115.08725515145593,37.99490758059366
282,84.0,韩国,['韩国'],,[['韩国']],[{'LEV2': 'hvd_112597'}],['国'],[],historic,POINT (113.46706 34.16249),[],[],[],[],['韩国'],['西汉'],[],[],[-202.0],[-202.0],3.8685504605195598,0.9992334598181412,113.46706,34.16249
283,84.0,河南省卢氏县,['河南省卢氏县'],,"[['河南', '卢氏']]",[{'county': 411224}],County,[],modern,POINT (111.00043935782008 33.97959176567885),['河南省'],['三门峡市'],['卢氏县'],[],[],[],[],[],[],[],91.74699458570984,0.981820643511707,111.00043935782008,33.97959176567885
284,84.0,卢氏城,['卢氏城'],,[['卢氏']],[{'LEV1': 'hvd_546'}],['县'],[],historic,POINT (111.04092 34.05261),['山西省'],['阳泉市'],['城区'],['卢氏县'],['陕州'],['河南'],[],[],[1820],[1820],5.115784492736097,0.9989863246155289,111.04092,34.05261
285,84.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
286,85.0,宜阳,['宜阳'],,[['宜阳']],[{'county': 410327}],County,[],modern,POINT (112.0275859718441 34.493351038567894),['河南省'],['洛阳市'],['宜阳县'],[],[],[],[],[],[],[],66.2907006317192,0.9868647220098646,112.0275859718441,34.493351038567894
287,85.0,韩县,['韩县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
288,85.0,河南省伊川县,['河南省伊川县'],,"[['河南', '伊川']]",[{'county': 410329}],County,[],modern,POINT (112.47811882781961 34.387736797757185),['河南省'],['洛阳市'],['伊川县'],[],[],[],[],[],[],[],53.198166794932476,0.9894589632820584,112.47811882781961,34.387736797757185
289,85.0,韩国,['韩国'],,[['韩国']],[{'LEV2': 'hvd_112597'}],['国'],[],historic,POINT (113.46706 34.16249),[],[],[],[],['韩国'],['西汉'],[],[],[-202.0],[-202.0],3.8685504605195598,0.9992334598181412,113.46706,34.16249
290,85.0,魏,['魏'],,[['魏']],[{'county': 130434}],County,[],modern,POINT (114.93101940641381 36.2500108803376),['河北省'],['邯郸市'],['魏县'],[],[],[],[],[],[],[],44.368725312304846,0.9912084872313717,114.93101940641381,36.2500108803376
291,85.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
292,85.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
293,85.0,韩邑,['韩邑'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
294,86.0,山西省沁水县,['山西省沁水县'],,"[['山西', '沁水']]",[{'county': 140521}],County,[],modern,POINT (112.37188987628195 35.7377617801465),['山西省'],['晋城市'],['沁水县'],[],[],[],[],[],[],[],95.54393548189063,0.9810682925226817,112.37188987628195,35.7377617801465
295,86.0,山西省潞城县,['山西省潞城县'],,"[['山西', '潞城']]",[{'county': 140406}],County,[],modern,POINT (113.29417012778569 36.36416459486126),['山西省'],['长治市'],['潞城区'],[],[],[],[],[],[],[],42.44207845751627,0.9915902457855174,113.29417012778569,36.36416459486126
296,86.0,河北省,['河北省'],,[['河北']],[{'province': 13}],Province,[],modern,POINT (115.65162575987003 39.307581016117936),['河北省'],['NA'],['NA'],[],[],[],[],[],[],[],776.9062926681551,0.8460586473029561,115.65162575987003,39.307581016117936
297,86.0,韩国,['韩国'],,[['韩国']],[{'LEV2': 'hvd_112597'}],['国'],[],historic,POINT (113.46706 34.16249),[],[],[],[],['韩国'],['西汉'],[],[],[-202.0],[-202.0],3.8685504605195598,0.9992334598181412,113.46706,34.16249
298,86.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
299,87.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
300,87.0,韩国,['韩国'],,[['韩国']],[{'LEV2': 'hvd_112597'}],['国'],[],historic,POINT (113.46706 34.16249),[],[],[],[],['韩国'],['西汉'],[],[],[-202.0],[-202.0],3.8685504605195598,0.9992334598181412,113.46706,34.16249
301,87.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
302,88.0,宜阳,['宜阳'],,[['宜阳']],[{'county': 410327}],County,[],modern,POINT (112.0275859718441 34.493351038567894),['河南省'],['洛阳市'],['宜阳县'],[],[],[],[],[],[],[],66.2907006317192,0.9868647220098646,112.0275859718441,34.493351038567894
303,88.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
304,88.0,南阳,['南阳'],,[['南阳']],[{'prefecture': 4113}],Prefecture,[],modern,POINT (112.18605667760141 33.06080863027986),['河南省'],['南阳市'],['NA'],[],[],[],[],[],[],[],281.5621607697731,0.9442094107021022,112.18605667760141,33.06080863027986
305,88.0,襄王,['襄王'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
306,88.0,河南省宜阳县,['河南省宜阳县'],,"[['河南', '宜阳']]",[{'county': 410327}],County,[],modern,POINT (112.0275859718441 34.493351038567894),['河南省'],['洛阳市'],['宜阳县'],[],[],[],[],[],[],[],66.2907006317192,0.9868647220098646,112.0275859718441,34.493351038567894
307,90.0,西垣曲县,['西垣曲县'],,"[['垣曲'], ['西']]","[{'county': 140827}, {'county': 530829}]",County,['Multiple Matches'],modern,POINT (105.66969349927531 28.960112005942094),"['山西省', '云南省']","['普洱市', '运城市']","['垣曲县', '西盟佤族自治县']",[],[],[],[],[],[],[],55.8526680635654,0.988932982839004,105.66969349927531,28.960112005942094
308,90.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
309,90.0,韩国,['韩国'],,[['韩国']],[{'LEV2': 'hvd_112597'}],['国'],[],historic,POINT (113.46706 34.16249),[],[],[],[],['韩国'],['西汉'],[],[],[-202.0],[-202.0],3.8685504605195598,0.9992334598181412,113.46706,34.16249
310,90.0,秦国,['秦国'],,[['秦国']],[{'LEV2': 'hvd_115717'}],['国'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦国'],[],[],[],[-687.0],[-66.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
311,92.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
312,92.0,汝阳县,['汝阳县'],,[['汝阳']],[{'county': 410326}],County,[],modern,POINT (112.46339772525609 34.075230639827524),['河南省'],['洛阳市'],['汝阳县'],[],[],[],[],[],[],[],65.05481495279543,0.9871096085746768,112.46339772525609,34.075230639827524
313,92.0,河南商水县,['河南商水县'],,"[['河南', '商水']]",[{'county': 411623}],County,[],modern,POINT (114.56925444471378 33.53875971886736),['河南省'],['周口市'],['商水县'],[],[],[],[],[],[],[],63.790930802924564,0.9873600429417551,114.56925444471378,33.53875971886736
314,92.0,汝阳,['汝阳'],,[['汝阳']],[{'county': 410326}],County,[],modern,POINT (112.46339772525609 34.075230639827524),['河南省'],['洛阳市'],['汝阳县'],[],[],[],[],[],[],[],65.05481495279543,0.9871096085746768,112.46339772525609,34.075230639827524
315,92.0,洱阳倫,['洱阳倫'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
316,92.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
317,92.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
318,92.0,山东莒县,['山东莒县'],,"[['山东', '莒']]",[{'county': 371122}],County,[],modern,POINT (118.94914208359154 35.702241869277174),['山东省'],['日照市'],['莒县'],[],[],[],[],[],[],[],79.00482759761026,0.9843454607785398,118.94914208359154,35.702241869277174
319,93.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
320,93.0,河南省沁阳市,['河南省沁阳市'],,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.85669844553732 35.14110672107772),['河南省'],['焦作市'],['沁阳市'],[],[],[],[],[],[],[],36.01866515826829,0.99286302339274,112.85669844553732,35.14110672107772
321,95.0,韩国,['韩国'],,[['韩国']],[{'LEV2': 'hvd_112597'}],['国'],[],historic,POINT (113.46706 34.16249),[],[],[],[],['韩国'],['西汉'],[],[],[-202.0],[-202.0],3.8685504605195598,0.9992334598181412,113.46706,34.16249
322,95.0,韩县,['韩县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
323,95.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
324,95.0,河南登封县,['河南登封县'],,"[['河南', '登封']]",[{'county': 410185}],County,[],modern,POINT (113.02045948652908 34.44431041953187),['河南省'],['郑州市'],['登封市'],[],[],[],[],[],[],[],55.44965752429871,0.9890128380134973,113.02045948652908,34.44431041953187
325,96.0,颍川郡阳翟县,['颍川郡阳翟县'],,"[['阳翟', '颍川']]",[{'LEV1': 'hvd_82453'}],['县'],[],historic,POINT (113.46706 34.16249),[],[],[],['阳翟县'],['颍川郡'],['秦'],[],[],[-230],[13],3.8685504605195598,0.9992334598181412,113.46706,34.16249
326,96.0,新郑,['新郑'],,[['新郑']],[{'county': 410184}],County,[],modern,POINT (113.78138131984028 34.480015827257546),['河南省'],['郑州市'],['新郑市'],[],[],[],[],[],[],[],41.76272480774678,0.9917248574121602,113.78138131984028,34.480015827257546
327,96.0,河南省禹州市,['河南省禹州市'],,"[['河南', '禹州']]",[{'county': 411081}],County,[],modern,POINT (113.35143618723392 34.20804183504339),['河南省'],['许昌市'],['禹州市'],[],[],[],[],[],[],[],55.97553144079654,0.9889086378765981,113.35143618723392,34.20804183504339
328,96.0,栎邑,['栎邑'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
329,96.0,平阳县,['平阳县'],,[['平阳']],[{'county': 330326}],County,[],modern,POINT (120.39401316957431 27.664300148932156),['浙江省'],['温州市'],['平阳县'],[],[],[],[],[],[],[],58.97865324468206,0.98831357945428,120.39401316957431,27.664300148932156
330,96.0,韩县,['韩县'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
331,96.0,郑,['郑'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
332,96.0,平阳,['平阳'],,[['平阳']],[{'county': 330326}],County,[],modern,POINT (120.39401316957431 27.664300148932156),['浙江省'],['温州市'],['平阳县'],[],[],[],[],[],[],[],58.97865324468206,0.98831357945428,120.39401316957431,27.664300148932156
333,96.0,阳翟县,['阳翟县'],,[['阳翟']],[{'LEV1': 'hvd_82453'}],['县'],[],historic,POINT (113.46706 34.16249),[],[],[],['阳翟县'],['颍川郡'],['秦'],[],[],[-230],[13],3.8685504605195598,0.9992334598181412,113.46706,34.16249
334,96.0,韩,['韩'],,[],[],[],['No Match'],,,[],[],[],[],[],[],[],[],[],[],,,,
335,97.0,楚,['楚'],,[['楚']],[{'LEV2': 'hvd_115121'}],['国'],[],historic,POINT (112.19077 30.35045),[],[],[],[],['楚'],[],[],[],[-616.0],[-207.0],0.0011085836965403562,0.9999997803378922,112.19077,30.35045
336,97.0,韩国,['韩国'],,[['韩国']],[{'LEV2': 'hvd_112597'}],['国'],[],historic,POINT (113.46706 34.16249),[],[],[],[],['韩国'],['西汉'],[],[],[-202.0],[-202.0],3.8685504605195598,0.9992334598181412,113.46706,34.16249
337,97.0,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219
338,97.0,河南汝州市,['河南汝州市'],,"[['河南', '汝州']]",[{'county': 410482}],County,[],modern,POINT (112.8271541348324 34.14552697000572),['河南省'],['平顶山市'],['汝州市'],[],[],[],[],[],[],[],57.184412763632416,0.9886691021335571,112.8271541348324,34.14552697000572
