,index,id,NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMPLR,CHECKER,END_DATE,BEG_CHG_TY,END_CHG_TY,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,Maximum Error Distance,Certainty,X,Y,error_distance,closeness,target_toponym
1238,1238,1238,Chenzhou Fu,陈州府,陳州府,114.885853,33.750346,今河南省淮阳县,Fu,府,3.0,1734,4.0,1911,6.0,84006,POINT,84006,FROM_FD,,,,,更名,数据下限,['今河南省淮阳县'],,"[['河南', '淮阳']]",[{'county': 411603}],County,[],modern,POINT (114.83825605453461 33.678069228952864),['河南省'],['周口市'],['淮阳区'],64.09541647393486,0.9872997101364804,114.8382560545346,33.678069228952864,9.150574392334965,0.9505472966516385,陈州府
1239,1239,1239,Shen Zhou,沈州,沈州,115.069609,33.398747,今河南省沈丘县,Zhou,州,3.0,596,4.0,606,4.0,0,POINT,210801,FROM_FD,,,,,新建,撤销,['今河南省沈丘县'],,"[['河南', '沈丘']]",[{'county': 411624}],County,[],modern,POINT (115.19082297457908 33.313269627249845),['河南省'],['周口市'],['沈丘县'],50.006561006751085,0.990091369168,115.19082297457908,33.313269627249845,14.73647026837514,0.8005984503095295,沈州
1240,1240,1240,Shen Zhou,沈州,沈州,115.069609,33.398747,今河南省沈丘县,Zhou,州,3.0,620,4.0,626,4.0,0,POINT,210802,FROM_FD,,,,,新建,撤销,['今河南省沈丘县'],,"[['河南', '沈丘']]",[{'county': 411624}],County,[],modern,POINT (115.19082297457908 33.313269627249845),['河南省'],['周口市'],['沈丘县'],50.006561006751085,0.990091369168,115.19082297457908,33.313269627249845,14.73647026837514,0.8005984503095295,沈州
1241,1241,1241,Luyang Jun,鲁阳郡,魯陽郡,112.898365,33.740224,今河南鲁山县,Jun,郡,3.0,498,4.0,562,4.0,0,POINT,210803,FROM_FD,,,,,新建,更名,['今河南鲁山县'],,"[['河南', '鲁山']]",[{'county': 410423}],County,[],modern,POINT (112.66968658592764 33.77054235455924),['河南省'],['平顶山市'],['鲁山县'],91.6839266446544,0.9818331402107936,112.66968658592764,33.77054235455924,21.45198881058822,0.8708944416221509,鲁阳郡
1242,1242,1242,Lushan Jun,鲁山郡,魯山郡,112.898365,33.740224,今河南鲁山县,Jun,郡,3.0,563,4.0,582,4.0,0,POINT,210804,FROM_FD,,,,,更名,撤销,['今河南鲁山县'],,"[['河南', '鲁山']]",[{'county': 410423}],County,[],modern,POINT (112.66968658592764 33.77054235455924),['河南省'],['平顶山市'],['鲁山县'],91.6839266446544,0.9818331402107936,112.66968658592764,33.77054235455924,21.45198881058822,0.8708944416221509,鲁山郡
1243,1243,1243,Guang Zhou,广州,廣州,112.898365,33.740224,今河南省鲁山县,Zhou,州,3.0,529,4.0,546,4.0,0,POINT,210805,FROM_FD,,,,,新建,治所迁移,['今河南省鲁山县'],,"[['河南', '鲁山']]",[{'county': 410423}],County,[],modern,POINT (112.66968658592764 33.77054235455924),['河南省'],['平顶山市'],['鲁山县'],91.6839266446544,0.9818331402107936,112.66968658592764,33.77054235455924,21.45198881058822,0.8708944416221509,广州
1244,1244,1244,Guang Zhou,广州,廣州,113.474833,33.850424,今河南省襄城县,Zhou,州,3.0,547,4.0,562,4.0,0,POINT,210806,FROM_FD,,,,,治所迁移,更名和治所迁移,['今河南省襄城县'],,"[['河南', '襄城']]",[{'county': 411025}],County,[],modern,POINT (113.56201351843009 33.8560914989737),['河南省'],['许昌市'],['襄城县'],44.64150679413128,0.9911544365038908,113.56201351843008,33.8560914989737,8.092430194098192,0.9210866648063478,广州
1245,1245,1245,Lu Zhou,鲁州,魯州,112.898365,33.740224,今河南省鲁山县,Zhou,州,3.0,563,4.0,582,4.0,0,POINT,210807,FROM_FD,,,,,更名和治所迁移,撤销,['今河南省鲁山县'],,"[['河南', '鲁山']]",[{'county': 410423}],County,[],modern,POINT (112.66968658592764 33.77054235455924),['河南省'],['平顶山市'],['鲁山县'],91.6839266446544,0.9818331402107936,112.66968658592764,33.77054235455924,21.45198881058822,0.8708944416221509,鲁州
1246,1246,1246,Lu Zhou,鲁州,魯州,112.898365,33.740224,今河南省鲁山县,Zhou,州,3.0,621,4.0,626,4.0,110555,POINT,212488,FROM_FD,,,,,更名和治所迁移,撤销,['今河南省鲁山县'],,"[['河南', '鲁山']]",[{'county': 410423}],County,[],modern,POINT (112.66968658592764 33.77054235455924),['河南省'],['平顶山市'],['鲁山县'],91.6839266446544,0.9818331402107936,112.66968658592764,33.77054235455924,21.45198881058822,0.8708944416221509,鲁州
1247,1247,1247,Wushan Jun,武山郡,武山郡,113.110078,33.65882,今河南省鲁山县东南,Jun,郡,3.0,557,5.0,582,0.0,115935,POINT,212224,FROM_FD,,,,,新建,撤销,['今河南省鲁山县东南'],东南,"[['河南', '鲁山']]",[{'county': 410423}],County,[],modern,POINT (112.97315054814776 33.635538449837114),['河南省'],['平顶山市'],['鲁山县'],91.6839266446544,0.9818331402107936,112.97315054814776,33.635538449837114,12.961901349376571,0.951489056167891,武山郡
1248,1248,1248,Runan Jun,汝南郡,汝南郡,114.580792,33.128115,今河南省上蔡县东南,Jun,郡,3.0,-203,7.0,-157,0.0,0,POINT,210808,FROM_FD,,,,,新建,更名,['今河南省上蔡县东南'],东南,"[['河南', '上蔡']]",[{'county': 411722}],County,[],modern,POINT (114.54918519201325 33.21805791344923),['河南省'],['驻马店市'],['上蔡县'],59.46750170343979,0.9882167157865313,114.54918519201324,33.21805791344923,10.401832469321752,0.9263888032691319,汝南郡
1249,1249,1249,Runan Guo,汝南国,汝南國,114.580792,33.128115,今河南省上蔡县东南,Guo,国,3.0,-156,4.0,-156,4.0,0,POINT,210809,FROM_FD,,,,,更名,更名,['今河南省上蔡县东南'],东南,"[['河南', '上蔡']]",[{'county': 411722}],County,[],modern,POINT (114.54918519201325 33.21805791344923),['河南省'],['驻马店市'],['上蔡县'],59.46750170343979,0.9882167157865313,114.54918519201324,33.21805791344923,10.401832469321752,0.9263888032691319,汝南
1250,1250,1250,Runan Jun,汝南郡,汝南郡,114.580792,33.128115,今河南省上蔡县东南,Jun,郡,3.0,-155,4.0,71,4.0,0,POINT,210810,FROM_FD,,,,,更名,更名和治所迁移,['今河南省上蔡县东南'],东南,"[['河南', '上蔡']]",[{'county': 411722}],County,[],modern,POINT (114.54918519201325 33.21805791344923),['河南省'],['驻马店市'],['上蔡县'],59.46750170343979,0.9882167157865313,114.54918519201324,33.21805791344923,10.401832469321752,0.9263888032691319,汝南郡
1251,1251,1251,Runan Guo,汝南国,汝南國,114.52673,33.18291,今河南省平舆县北,Guo,国,3.0,72,4.0,78,4.0,112592,POINT,212616,FROM_FD,,,,,更名和治所迁移,更名,['今河南省平舆县北'],北,"[['河南', '平舆']]",[{'county': 411723}],County,[],modern,POINT (114.6141132524672 33.090581254088775),['河南省'],['驻马店市'],['平舆县'],50.68834719294588,0.9899562755424964,114.6141132524672,33.090581254088775,13.089576183027493,0.8442877218713649,汝南
1252,1252,1252,Runan Jun,汝南郡,汝南郡,114.52673,33.18291,今河南省平舆县北,Jun,郡,3.0,79,4.0,327,4.0,0,POINT,210811,FROM_FD,,,,,更名,治所迁移,['今河南省平舆县北'],北,"[['河南', '平舆']]",[{'county': 411723}],County,[],modern,POINT (114.6141132524672 33.090581254088775),['河南省'],['驻马店市'],['平舆县'],50.68834719294588,0.9899562755424964,114.6141132524672,33.090581254088775,13.089576183027493,0.8442877218713649,汝南郡
1253,1253,1253,Runan Jun,汝南郡,汝南郡,114.357837,33.003625,今河南省汝南县,Jun,郡,3.0,328,4.0,582,4.0,0,POINT,210812,FROM_FD,,,,,治所迁移,撤销,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,汝南郡
1254,1254,1254,Si Zhou,司州,司州,114.357837,33.003625,今河南省汝南县,Zhou,州,3.0,453,4.0,471,4.0,0,POINT,210813,FROM_FD,,,,,新建,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,司州
1255,1255,1255,Yu Zhou,豫州,豫州,114.357837,33.003625,今河南省汝南县,Zhou,州,3.0,472,4.0,579,4.0,0,POINT,210814,FROM_FD,,,,,更名,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,豫州
1256,1256,1256,Shu Zhou,舒州,舒州,114.357837,33.003625,今河南省汝南县,Zhou,州,3.0,580,4.0,582,4.0,0,POINT,210815,FROM_FD,,,,,更名,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,舒州
1257,1257,1257,Yu Zhou,豫州,豫州,114.357837,33.003625,今河南省汝南县,Zhou,州,3.0,583,4.0,603,4.0,0,POINT,210816,FROM_FD,,,,,更名,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,豫州
1258,1258,1258,Qin Zhou,溱州,溱州,114.357837,33.003625,今河南省汝南县,Zhou,州,3.0,604,4.0,605,4.0,0,POINT,210817,FROM_FD,,,,,更名,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,溱州
1259,1259,1259,Cai Zhou,蔡州,蔡州,114.357837,33.003625,今河南省汝南县,Zhou,州,3.0,606,4.0,606,4.0,110110,POINT,212414,FROM_FD,,,,,更名,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,蔡州
1260,1260,1260,Runan Jun,汝南郡,汝南郡,114.357837,33.003625,今河南省汝南县,Jun,郡,3.0,607,4.0,620,4.0,110339,POINT,212465,FROM_FD,,,,,更名,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,汝南郡
1261,1261,1261,Yu Zhou,豫州,豫州,114.357837,33.003625,今河南省汝南县,Zhou,州,3.0,621,4.0,741,4.0,110965,POINT,212524,FROM_FD,,,,,更名,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,豫州
1262,1262,1262,Runan Jun,汝南郡,汝南郡,114.357837,33.003625,今河南省汝南县,Jun,郡,3.0,742,4.0,757,4.0,111290,POINT,212584,FROM_FD,,,,,更名,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,汝南郡
1263,1263,1263,Yu Zhou,豫州,豫州,114.357837,33.003625,今河南省汝南县,Zhou,州,3.0,758,4.0,761,4.0,0,POINT,210818,FROM_FD,,,,,更名,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,豫州
1264,1264,1264,Cai Zhou,蔡州,蔡州,114.357837,33.003625,今河南省汝南县,Zhou,州,3.0,762,4.0,1292,4.0,0,POINT,210819,FROM_FD,,,,,更名,更名,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,蔡州
1265,1265,1265,Runing Fu,汝宁府,汝寧府,114.357837,33.003625,今河南省汝南县,Fu,府,3.0,1293,4.0,1911,6.0,0,POINT,210820,FROM_FD,,,,,更名,数据下限,['今河南省汝南县'],,"[['河南', '汝南']]",[{'county': 411727}],County,[],modern,POINT (114.28378837944982 32.91278058629857),['河南省'],['驻马店市'],['汝南县'],62.55839383463925,0.9876042659708868,114.28378837944982,32.91278058629857,12.224480702417779,0.9087049969282212,汝宁府
1266,1266,1266,Yiyang Jun,义阳郡,義陽軍,114.07196,32.1279,今河南省信阳市,Jun,郡,3.0,417,4.0,481,4.0,0,POINT,210821,FROM_FD,,,,,更名和治所迁移,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,义阳郡
1267,1267,1267,Beiyiyang Jun,北义阳郡,北義陽郡,114.07196,32.1279,今河南省信阳市,Jun,郡,3.0,482,4.0,504,4.0,0,POINT,210822,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,北义阳郡
1268,1268,1268,Yiyang Jun,义阳郡,義陽軍,114.07196,32.1279,今河南省信阳市,Jun,郡,3.0,505,4.0,562,4.0,0,POINT,210823,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,义阳郡
1269,1269,1269,Song'an Jun,宋安郡,宋安郡,114.07196,32.1279,今河南省信阳市,Jun,郡,3.0,563,4.0,582,4.0,0,POINT,210824,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,宋安郡
1270,1270,1270,Si Zhou,司州,司州,114.07196,32.1279,今河南省信阳市,Zhou,州,3.0,472,4.0,527,4.0,0,POINT,210825,FROM_FD,,,,,新建,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,司州
1271,1271,1271,Beisi Zhou,北司州,北司州,114.07196,32.1279,今河南省信阳市,Zhou,州,3.0,528,4.0,548,4.0,0,POINT,210826,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,北司州
1272,1272,1272,Nansi Zhou,南司州,南司州,114.07196,32.1279,今河南省信阳市,Zhou,州,3.0,549,4.0,577,4.0,0,POINT,210827,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,南司州
1273,1273,1273,Shen Zhou,申州,申州,114.07196,32.1279,今河南省信阳市,Zhou,州,3.0,578,4.0,605,4.0,112997,POINT,212629,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,申州
1274,1274,1274,Yi Zhou,义州,義州,114.07196,32.1279,今河南省信阳市,Zhou,州,3.0,606,4.0,606,4.0,110111,POINT,212415,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,义州
1275,1275,1275,Yiyang Jun,义阳郡,義陽軍,114.07196,32.1279,今河南省信阳市,Jun,郡,3.0,607,4.0,620,4.0,110343,POINT,212468,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,义阳郡
1276,1276,1276,Shen Zhou,申州,申州,114.07196,32.1279,今河南省信阳市,Zhou,州,3.0,621,4.0,741,4.0,110969,POINT,212527,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,申州
1277,1277,1277,Yiyang Jun,义阳郡,義陽軍,114.07196,32.1279,今河南省信阳市,Jun,郡,3.0,742,4.0,757,4.0,0,POINT,210828,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,义阳郡
1278,1278,1278,Shen Zhou,申州,申州,114.07196,32.1279,今河南省信阳市,Zhou,州,3.0,758,4.0,974,4.0,0,POINT,210829,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,申州
1279,1279,1279,Yiyang Jun,义阳军,義陽軍,114.07196,32.1279,今河南省信阳市,Jun,军,3.0,975,4.0,975,4.0,0,POINT,210830,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,义阳军
1280,1280,1280,Xinyang Jun,信阳军,信陽軍,114.07196,32.1279,今河南省信阳市,Jun,军,3.0,976,4.0,1276,4.0,116009,POINT,212225,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,信阳军
1281,1281,1281,Xinyang Fu,信阳府,信陽府,114.07196,32.1279,今河南省信阳市,Fu,府,3.0,1277,4.0,1278,4.0,0,POINT,210831,FROM_FD,,,,,更名,更名,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,信阳府
1282,1282,1282,Xinyang Zhou,信阳州,信陽州,114.07196,32.1279,今河南省信阳市,Zhou,州,3.0,1279,4.0,1292,4.0,0,POINT,210832,FROM_FD,,,,,更名,撤销,['今河南省信阳市'],,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.84027731732934 32.0441970512676),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.84027731732934,32.0441970512676,73.12412049164296,0.7471266123439595,信阳州
1283,1283,1283,Nanhuaianzuo Jun,南淮安左郡,南淮安左郡,113.848501,32.369518,今河南省信阳市西北,Jun,郡,3.0,491,4.0,551,4.0,0,POINT,210833,FROM_FD,,,,,新建,更名,['今河南省信阳市西北'],西北,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.07450977088364 32.37867583380654),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.07450977088364,32.37867583380654,21.293339346498882,0.9766423563355137,南淮安左郡
1284,1284,1284,Huai'an Jun,淮安郡,淮安郡,113.848501,32.369518,今河南省信阳市西北,Jun,郡,3.0,552,4.0,582,4.0,0,POINT,210834,FROM_FD,,,,,更名,撤销,['今河南省信阳市西北'],西北,"[['河南', '信阳']]",[{'prefecture': 4115}],Prefecture,[],modern,POINT (114.07450977088364 32.37867583380654),['河南省'],['信阳市'],['NA'],217.99362149396168,0.9568053016318638,114.07450977088364,32.37867583380654,21.293339346498882,0.9766423563355137,淮安郡
1285,1285,1285,Chuan Jun,初安郡,初安郡,113.867747,32.882595,今河南省确山县西北,Jun,郡,3.0,471,4.0,525,4.0,0,POINT,210835,FROM_FD,,,,,新建,撤销,['今河南省确山县西北'],西北,"[['河南', '确山']]",[{'county': 411725}],County,[],modern,POINT (113.80601383633407 32.8425404806615),['河南省'],['驻马店市'],['确山县'],66.0876199290926,0.9869049617638274,113.80601383633407,32.8425404806615,7.288265469979608,0.9702902271026628,初安郡
1286,1286,1286,Chuan Jun,初安郡,初安郡,113.978653,32.663721,今河南省确山县任店镇郎溪,Jun,郡,3.0,533,4.0,582,4.0,0,POINT,210836,FROM_FD,,,,,新建,撤销,['今河南省确山县任店镇郎溪'],,"[['河南', '确山']]",[{'county': 411725}],County,[],modern,POINT (113.914831026407 32.718640453897855),['河南省'],['驻马店市'],['确山县'],66.0876199290926,0.9869049617638274,113.914831026407,32.718640453897855,8.539043471520184,0.9593700256876773,初安郡
1287,1287,1287,Beilang Zhou,北朗州,北朗州,114.022989,32.801786,今河南省确山县,Zhou,州,3.0,621,4.0,626,4.0,115046,POINT,212226,FROM_FD,,,,,新建,撤销,['今河南省确山县'],,"[['河南', '确山']]",[{'county': 411725}],County,[],modern,POINT (113.914831026407 32.718640453897855),['河南省'],['驻马店市'],['确山县'],66.0876199290926,0.9869049617638274,113.914831026407,32.718640453897855,13.701884505775915,0.8976350152224699,北朗州
1288,1288,1288,Yang'an Jun,阳安郡,陽安郡,113.978653,32.663721,今河南省确山县西南,Jun,郡,3.0,198,4.0,221,4.0,0,POINT,210837,FROM_FD,,,,,新建,撤销,['今河南省确山县西南'],西南,"[['河南', '确山']]",[{'county': 411725}],County,[],modern,POINT (113.92042410533304 32.62521333533613),['河南省'],['驻马店市'],['确山县'],66.0876199290926,0.9869049617638274,113.92042410533304,32.62521333533613,6.934354245884429,0.9730799750145802,阳安郡
1289,1289,1289,Yang'an Jun,阳安郡,陽安郡,114.046968,32.881855,今河南省确山县北,Jun,郡,3.0,534,4.0,552,4.0,0,POINT,210838,FROM_FD,,,,,新建,撤销,['今河南省确山县北'],北,"[['河南', '确山']]",[{'county': 411725}],County,[],modern,POINT (113.79130844741208 32.839094477784656),['河南省'],['驻马店市'],['确山县'],66.0876199290926,0.9869049617638274,113.79130844741208,32.839094477784656,24.3950999171223,0.6998235474481314,阳安郡
1290,1290,1290,Yu Zhou,舆州,輿州,114.629678,32.957241,今河南省平舆县,Zhou,州,3.0,617,4.0,623,4.0,116135,POINT,212227,FROM_FD,,,,,新建,撤销,['今河南省平舆县'],,"[['河南', '平舆']]",[{'county': 411723}],County,[],modern,POINT (114.62813044872894 32.94796881069685),['河南省'],['驻马店市'],['平舆县'],50.68834719294588,0.9899562755424964,114.62813044872894,32.94796881069685,1.0384502624372745,0.998964750642435,舆州
1291,1291,1291,Xincai Jun,新蔡郡,新蔡郡,114.974335,32.750985,今河南省新蔡县,Jun,郡,3.0,293,4.0,419,4.0,0,POINT,210839,FROM_FD,,,,,新建,治所迁移,['今河南省新蔡县'],,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],53.79125465482472,0.9893414449297402,114.9319277332708,32.800446441694675,6.77303068974439,0.9613889063275125,新蔡郡
1292,1292,1292,Guangning Jun,广宁郡,廣寧郡,114.974335,32.750985,今河南省新蔡县,Jun,郡,3.0,552,4.0,582,4.0,0,POINT,210840,FROM_FD,,,,,更名,撤销,['今河南省新蔡县'],,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],53.79125465482472,0.9893414449297402,114.9319277332708,32.800446441694675,6.77303068974439,0.9613889063275125,广宁郡
1293,1293,1293,Cai Zhou,蔡州,蔡州,114.974335,32.750985,今河南省新蔡县,Jun,郡,3.0,536,4.0,552,4.0,0,POINT,210841,FROM_FD,,,,,新建,撤销,['今河南省新蔡县'],,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],53.79125465482472,0.9893414449297402,114.9319277332708,32.800446441694675,6.77303068974439,0.9613889063275125,蔡州
1294,1294,1294,Shu Zhou,舒州,舒州,114.974335,32.750985,今河南省新蔡县,Jun,郡,3.0,596,4.0,606,4.0,0,POINT,210842,FROM_FD,,,,,新建,撤销,['今河南省新蔡县'],,"[['河南', '新蔡']]",[{'county': 411729}],County,[],modern,POINT (114.93192773327081 32.800446441694675),['河南省'],['驻马店市'],['新蔡县'],53.79125465482472,0.9893414449297402,114.9319277332708,32.800446441694675,6.77303068974439,0.9613889063275125,舒州
