,index,id,toponym,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,LEV1,LEV2,LEV3,LEV4,LEV5,BEG,END,Maximum Error Distance,Certainty,X,Y,closeness,target_toponym
87,87,36.0,欑茅,河南省修武县北,['河南省修武县北'],北,"[['河南', '修武']]",[{'county': 410821}],County,[],modern,POINT (113.3287401283438 35.42285373701984),['河南省'],['焦作市'],['修武县'],[],[],[],[],[],[],[],41.84330131676752,0.9917088914495836,113.3287401283438,35.42285373701984,0.9999999999999905,﻿欑茅
88,88,36.0,絺,河南省沁阳市西南,['河南省沁阳市西南'],西南,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.81479212927705 35.08154068835),['河南省'],['焦作市'],['沁阳市'],[],[],[],[],[],[],[],36.01866515826829,0.99286302339274,112.81479212927704,35.08154068835,0.9999999999999865,絺
89,89,36.0,陉,河南省沁阳市西北,['河南省沁阳市西北'],西北,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.82138557806744 35.190658622595265),['河南省'],['焦作市'],['沁阳市'],[],[],[],[],[],[],[],36.01866515826829,0.99286302339274,112.82138557806744,35.190658622595265,0.9999999999999922,陉
90,90,37.0,阳樊,河南省滑县东,['河南省滑县东'],东,"[['滑县', '河南']]",[{'LEV1': 'hvd_541'}],['县'],[],historic,POINT (114.54346 35.56445),['河南省'],['安阳市'],['滑县'],['滑县'],['卫辉府'],['河南'],[],[],[1820],[1820],3.513315268789179,0.9993038484692006,114.54346,35.56445,0.0,
91,91,37.0,温,河南省滑县东,['河南省滑县东'],东,"[['滑县', '河南']]",[{'LEV1': 'hvd_541'}],['县'],[],historic,POINT (114.54346 35.56445),['河南省'],['安阳市'],['滑县'],['滑县'],['卫辉府'],['河南'],[],[],[1820],[1820],3.513315268789179,0.9993038484692006,114.54346,35.56445,0.0,
92,92,37.0,原,河南省滑县东,['河南省滑县东'],东,"[['滑县', '河南']]",[{'LEV1': 'hvd_541'}],['县'],[],historic,POINT (114.54346 35.56445),['河南省'],['安阳市'],['滑县'],['滑县'],['卫辉府'],['河南'],[],[],[1820],[1820],3.513315268789179,0.9993038484692006,114.54346,35.56445,0.0,
93,93,37.0,州,河南省滑县东,['河南省滑县东'],东,"[['滑县', '河南']]",[{'LEV1': 'hvd_541'}],['县'],[],historic,POINT (114.54346 35.56445),['河南省'],['安阳市'],['滑县'],['滑县'],['卫辉府'],['河南'],[],[],[1820],[1820],3.513315268789179,0.9993038484692006,114.54346,35.56445,0.0,
94,94,37.0,陉,河南省滑县东,['河南省滑县东'],东,"[['滑县', '河南']]",[{'LEV1': 'hvd_541'}],['县'],[],historic,POINT (114.54346 35.56445),['河南省'],['安阳市'],['滑县'],['滑县'],['卫辉府'],['河南'],[],[],[1820],[1820],3.513315268789179,0.9993038484692006,114.54346,35.56445,0.0,
95,95,37.0,鉏,河南省滑县东,['河南省滑县东'],东,"[['滑县', '河南']]",[{'LEV1': 'hvd_541'}],['县'],[],historic,POINT (114.54346 35.56445),['河南省'],['安阳市'],['滑县'],['滑县'],['卫辉府'],['河南'],[],[],[1820],[1820],3.513315268789179,0.9993038484692006,114.54346,35.56445,0.6525280027586384,鉏
96,96,39.0,瑕,河南省灵宝市西北,['河南省灵宝市西北'],西北,"[['河南', '灵宝']]",[{'county': 411282}],County,[],modern,POINT (110.56905901632433 34.55543679804472),['河南省'],['三门峡市'],['灵宝市'],[],[],[],[],[],[],[],78.79853179084436,0.9843863375945072,110.56905901632432,34.55543679804472,0.9999999999999991,﻿瑕
97,97,40.0,阴地,今河南省卢氏县东北之阴地城,['今河南省卢氏县东北之阴地城'],,"[['河南', '卢氏']]",[{'county': 411224}],County,[],modern,POINT (111.00043935782008 33.97959176567885),['河南省'],['三门峡市'],['卢氏县'],[],[],[],[],[],[],[],91.74699458570984,0.981820643511707,111.00043935782008,33.97959176567885,0.9999999999999956,﻿阴地
98,98,41.0,瓜衍之县,今山西省孝义市北,['今山西省孝义市北'],北,"[['山西', '孝义']]",[{'county': 141181}],County,[],modern,POINT (111.47332812158838 37.21365600896934),['山西省'],['吕梁市'],['孝义市'],[],[],[],[],[],[],[],50.855951323254935,0.9899230653512792,111.47332812158838,37.21365600896934,0.0,
99,99,42.0,邢丘,河南省温县东北,['河南省温县东北'],东北,"[['温县', '河南']]",[{'LEV1': 'hvd_562'}],['县'],[],historic,POINT (113.07546 34.93812),['河南省'],['焦作市'],['温县'],['温县'],['怀庆府'],['河南'],[],[],[1820],[1820],3.809706139204343,0.9992451196212696,113.07546,34.93812,0.8594006173772877,﻿邢丘
100,100,42.0,邢侯,晋邢侯邑,['晋邢侯邑'],,[['晋']],[{'county': 130183}],County,[],modern,POINT (115.08725515145593 37.99490758059366),['河北省'],['石家庄市'],['晋州市'],[],[],[],[],[],[],[],41.98202073094848,0.991681404667116,115.08725515145592,37.99490758059366,0.0,
101,101,43.0,长子,山西省长子县,['山西省长子县'],,"[['山西', '长子']]",[{'county': 140428}],County,[],modern,POINT (112.74601270384923 36.096420533715026),['山西省'],['长治市'],['长子县'],[],[],[],[],[],[],[],47.71652396683715,0.9905451322575484,112.74601270384925,36.09642053371503,0.9999999999999997,﻿长子
102,102,43.0,纯留,山西省屯留县东南,['山西省屯留县东南'],东南,"[['山西', '屯留']]",[{'county': 140405}],County,[],modern,POINT (112.88287121093828 36.268995887901944),['山西省'],['长治市'],['屯留区'],[],[],[],[],[],[],[],52.61571028247738,0.9895743750688604,112.88287121093828,36.26899588790194,0.9999999999999991,纯留
103,103,44.0,绛,山西省翼城县东南,['山西省翼城县东南'],东南,"[['山西', '翼城']]",[{'county': 141022}],County,[],modern,POINT (111.90603287202585 35.548721585602976),['山西省'],['临汾市'],['翼城县'],[],[],[],[],[],[],[],59.46143143277637,0.9882179185901202,111.90603287202585,35.548721585602976,0.8993660285390623,﻿绛
104,104,44.0,绛,山西省侯马市西,['山西省侯马市西'],西,"[['山西', '侯马']]",[{'county': 141081}],County,[],modern,POINT (111.32846183259753 35.59036828305365),['山西省'],['临汾市'],['侯马市'],[],[],[],[],[],[],[],18.11651056283706,0.9964102747416096,111.32846183259753,35.59036828305365,0.123836255626666,﻿绛
105,105,45.0,任县,河北省任县东南,['河北省任县东南'],东南,"[['河北', '任']]",[{'county': 130505}],County,[],modern,POINT (114.83840681780181 37.130563019371905),['河北省'],['邢台市'],['任泽区'],[],[],[],[],[],[],[],31.617705783454237,0.9937350585991958,114.8384068178018,37.13056301937191,0.9999999999999938,﻿任
106,106,46.0,中牟,河南省鹤壁市西,['河南省鹤壁市西'],西,"[['河南', '鹤壁']]",[{'prefecture': 4106}],Prefecture,[],modern,POINT (114.17099681983701 35.748493488758115),['河南省'],['鹤壁市'],['NA'],[],[],[],[],[],[],[],70.3806233928675,0.9860543176558012,114.170996819837,35.748493488758115,0.9999999999999984,﻿中牟
107,107,46.0,中牟,河南省中牟县东,['河南省中牟县东'],东,"[['河南', '中牟']]",[{'county': 410122}],County,[],modern,POINT (114.07987773020048 34.7153547336753),['河南省'],['郑州市'],['中牟县'],[],[],[],[],[],[],[],61.33837284433131,0.9878460090013388,114.07987773020048,34.7153547336753,0.0,﻿中牟
108,108,48.0,邬县,山西省介休市东北,['山西省介休市东北'],东北,"[['山西', '介休']]",[{'county': 140781}],County,[],modern,POINT (112.07433048751864 37.0744554990241),['山西省'],['晋中市'],['介休市'],[],[],[],[],[],[],[],40.88995184656126,0.9918977944207934,112.07433048751864,37.0744554990241,0.9999999999999982,﻿邬
109,109,48.0,祁县,山西省祁县东南,['山西省祁县东南'],东南,"[['祁县', '山西']]",[{'LEV2': 'hvd_121841'}],['县'],[],historic,POINT (112.3153 37.35382),['山西省'],['晋中市'],['祁县'],[],['祁县'],['太原府'],['山西'],[],[1911.0],[1911.0],3.845594371524424,0.999238008489488,112.3153,37.35382,0.32182938761939706,祁
110,110,48.0,平陵县,山西省文水县东北,['山西省文水县东北'],东北,"[['山西', '文水']]",[{'county': 141121}],County,[],modern,POINT (112.02085390132206 37.501287527895926),['山西省'],['吕梁市'],['文水县'],[],[],[],[],[],[],[],70.54339100875903,0.986022065803548,112.02085390132206,37.501287527895926,1.0,平陵
111,111,48.0,梗阳县,山西省清徐县,['山西省清徐县'],,"[['山西', '清徐']]",[{'county': 140121}],County,[],modern,POINT (112.28442053702733 37.61975373872302),['山西省'],['太原市'],['清徐县'],[],[],[],[],[],[],[],40.44159733399773,0.991986634350143,112.28442053702732,37.61975373872302,0.9999999999999838,梗阳
112,112,48.0,涂水县,山西省榆次市西南,['山西省榆次市西南'],西南,"[['山西', '榆次']]",[{'county': 140702}],County,[],modern,POINT (112.71080729830437 37.580962019394775),['山西省'],['晋中市'],['榆次区'],[],[],[],[],[],[],[],59.01837749784267,0.9883057082279504,112.71080729830436,37.580962019394775,1.0,涂水
113,113,48.0,马首县,山西省寿阳县东南,['山西省寿阳县东南'],东南,"[['山西', '寿阳']]",[{'county': 140725}],County,[],modern,POINT (113.23339424621481 37.67317466233141),['山西省'],['晋中市'],['寿阳县'],[],[],[],[],[],[],[],65.28824085142477,0.98706335602282,113.2333942462148,37.67317466233141,0.9999999999999903,马首
114,114,48.0,盂县,山西省阳曲县东北,['山西省阳曲县东北'],东北,"[['山西', '阳曲']]",[{'county': 140122}],County,[],modern,POINT (112.93120833021128 38.279632932372),['山西省'],['太原市'],['阳曲县'],[],[],[],[],[],[],[],87.44477664945516,0.9826731134362716,112.93120833021128,38.279632932372,0.9999999999999978,盂
115,115,49.0,铜鞮,山西省沁县南,['山西省沁县南'],南,"[['山西', '沁']]",[{'county': 140430}],County,[],modern,POINT (112.61813237788624 36.57589974482548),['山西省'],['长治市'],['沁县'],[],[],[],[],[],[],[],61.43167987551398,0.9878275205288782,112.61813237788624,36.57589974482548,0.9999999999999972,﻿铜鞮
116,116,49.0,平阳,山西省临汾市西南,['山西省临汾市西南'],西南,"[['山西', '临汾']]",[{'prefecture': 1410}],Prefecture,[],modern,POINT (110.95969003614391 35.8697002512513),['山西省'],['临汾市'],['NA'],[],[],[],[],[],[],[],219.4164835937833,0.9565233663220136,110.95969003614393,35.8697002512513,0.9999999999999994,平阳
117,117,49.0,杨县,山西省洪洞县东南,['山西省洪洞县东南'],东南,"[['山西', '洪洞']]",[{'county': 141024}],County,[],modern,POINT (111.76672382011358 36.20860499514204),['山西省'],['临汾市'],['洪洞县'],[],[],[],[],[],[],[],60.14682681854456,0.9880821098139356,111.76672382011358,36.20860499514204,0.9999999999999976,杨
118,118,50.0,邯郸,河北省邯郸市,['河北省邯郸市'],,"[['河北', '邯郸']]",[{'prefecture': 1304}],Prefecture,[],modern,POINT (114.44668734096498 36.541271873895774),['河北省'],['邯郸市'],['NA'],[],[],[],[],[],[],[],190.72694082937585,0.9622081021300412,114.44668734096498,36.541271873895774,0.9999999999999991,邯郸
119,119,51.0,原,河南省济源市西北,['河南省济源市西北'],西北,"[['河南', '济源']]",[{'county': 419001}],County,[],modern,POINT (112.24817757435811 35.17075479973811),['河南省'],['省直辖县级行政单位'],['济源市'],[],[],[],[],[],[],[],66.04869360111029,0.9869126748839832,112.24817757435812,35.17075479973811,0.9999999999999969,﻿原
120,120,51.0,冀,山西省河津县东北,['山西省河津县东北'],东北,"[['山西', '河津']]",[{'county': 140882}],County,[],modern,POINT (110.75914438497132 35.67038605850372),['山西省'],['运城市'],['河津市'],[],[],[],[],[],[],[],35.338191807329146,0.9929978568843804,110.75914438497132,35.67038605850372,0.0,
121,121,52.0,甘县,今河南省洛阳市南,['今河南省洛阳市南'],南,"[['河南', '洛阳']]",[{'prefecture': 4103}],Prefecture,[],modern,POINT (111.88502779612631 33.936568536157154),['河南省'],['洛阳市'],['NA'],[],[],[],[],[],[],[],184.09203691871096,0.9635227858861928,111.88502779612632,33.936568536157154,1.0,﻿甘
122,122,53.0,邽县,今甘肃省天水市,['今甘肃省天水市'],,"[['甘肃', '天水']]",[{'prefecture': 6205}],Prefecture,[],modern,POINT (105.5352232950286 34.619472378442836),['甘肃省'],['天水市'],['NA'],[],[],[],[],[],[],[],201.4318231166158,0.960086965932134,105.5352232950286,34.61947237844284,1.0,﻿上邽
123,123,53.0,冀县,今甘肃省甘谷县,['今甘肃省甘谷县'],,"[['甘肃', '甘谷']]",[{'county': 620523}],County,[],modern,POINT (105.29211680774137 34.798646697617116),['甘肃省'],['天水市'],['甘谷县'],[],[],[],[],[],[],[],61.324121826153046,0.9878488327923628,105.29211680774137,34.79864669761712,0.9999999999999996,冀
124,124,53.0,杜县,今陕西省西安市南,['今陕西省西安市南'],南,"[['陕西', '西安']]",[{'prefecture': 6101}],Prefecture,[],modern,POINT (108.37655211009269 33.90806790964804),['陕西省'],['西安市'],['NA'],[],[],[],[],[],[],[],202.7964889995957,0.9598165620057044,108.37655211009267,33.90806790964804,0.0,杜
125,125,53.0,郑县,今陕西省华县,['今陕西省华县'],,"[['陕西', '华']]",[{'county': 610503}],County,[],modern,POINT (109.79253308275264 34.415757407111215),['陕西省'],['渭南市'],['华州区'],[],[],[],[],[],[],[],51.39288001389804,0.9898166747482948,109.79253308275264,34.415757407111215,0.9999999999999976,郑
126,126,53.0,上邽,今甘肃省天水市,['今甘肃省天水市'],,"[['甘肃', '天水']]",[{'prefecture': 6205}],Prefecture,[],modern,POINT (105.5352232950286 34.619472378442836),['甘肃省'],['天水市'],['NA'],[],[],[],[],[],[],[],201.4318231166158,0.960086965932134,105.5352232950286,34.61947237844284,1.0,﻿上邽
127,127,53.0,下邽,今陕西省渭南市北,['今陕西省渭南市北'],北,"[['陕西', '渭南']]",[{'prefecture': 6105}],Prefecture,[],modern,POINT (110.00115251300494 35.400639776140196),['陕西省'],['渭南市'],['NA'],[],[],[],[],[],[],[],197.4939403291829,0.9608672440799372,110.00115251300494,35.4006397761402,0.9999999999999999,下邽
128,128,53.0,虢县,今陕西省宝鸡县西,['今陕西省宝鸡县西'],西,"[['陕西', '宝鸡']]",[{'prefecture': 6103}],Prefecture,[],modern,POINT (106.94613373891386 34.33615837434442),['陕西省'],['宝鸡市'],['NA'],[],[],[],[],[],[],[],192.54875534926427,0.961847115748284,106.94613373891386,34.33615837434442,0.711146720838435,虢
132,132,54.0,千家之县,晏子之县,['晏子之县'],,[['晏子']],[{'LEV1': 'hvd_146552'}],['村镇'],[],historic,POINT (114.09991 39.68185),[],[],[],['晏子'],['广灵县'],['大同府'],['山西'],[],[1911],[1911],3.336520652345478,0.9993388797241431,114.09991,39.68185,0.0,
133,133,54.0,棠县,山东省平度市东南,['山东省平度市东南'],东南,"[['山东', '平度']]",[{'county': 370283}],County,[],modern,POINT (120.10953551148197 36.666384138213765),['山东省'],['青岛市'],['平度市'],[],[],[],[],[],[],[],75.75054554160563,0.9849902857548424,120.10953551148197,36.666384138213765,0.9999999999999996,棠
134,134,55.0,朱方,江苏省镇江市东南,['江苏省镇江市东南'],东南,"[['江苏', '镇江']]",[{'prefecture': 3211}],Prefecture,[],modern,POINT (119.62245573671458 31.889315970181663),['江苏省'],['镇江市'],['NA'],[],[],[],[],[],[],[],96.770665316033,0.980825220157528,119.62245573671458,31.889315970181663,0.9999999999999969,﻿朱方
135,135,55.0,卑梁,安徽省天长市西北,['安徽省天长市西北'],西北,"[['安徽', '天长']]",[{'county': 341181}],County,[],modern,POINT (118.8655749544128 32.823934315023585),['安徽省'],['滁州市'],['天长市'],[],[],[],[],[],[],[],60.458019706443736,0.9880204479963328,118.8655749544128,32.823934315023585,0.9999999999999876,卑梁
137,137,57.0,栎,阳翟,['阳翟'],,[['阳翟']],[{'LEV1': 'hvd_82453'}],['县'],[],historic,POINT (113.46706 34.16249),[],[],[],['阳翟县'],['颍川郡'],['秦'],[],[],[-230],[13],3.86855046051956,0.9992334598181412,113.46706,34.16249,0.894374488059474,栎
138,138,58.0,临淄,山东省淄博市临淄北,['山东省淄博市临淄北'],北,"[['山东', '淄博', '临淄']]",[{'county': 370305}],County,[],modern,POINT (118.33493738075714 36.92475525528664),['山东省'],['淄博市'],['临淄区'],[],[],[],[],[],[],[],43.10172805111866,0.9914595384509216,118.33493738075714,36.92475525528664,0.9999999999999958,﻿临淄
139,139,59.0,高唐,山东省高唐县东,['山东省高唐县东'],东,"[['山东', '高唐']]",[{'county': 371526}],County,[],modern,POINT (116.33732372305903 36.84298649357507),['山东省'],['聊城市'],['高唐县'],[],[],[],[],[],[],[],45.36134352403315,0.991011803291922,116.33732372305904,36.84298649357507,0.9999999999999947,﻿高唐
140,140,60.0,酅,山东省淄博市东北,['山东省淄博市东北'],东北,"[['山东', '淄博']]",[{'prefecture': 3703}],Prefecture,[],modern,POINT (118.2691054737019 36.85991483250163),['山东省'],['淄博市'],['NA'],[],[],[],[],[],[],[],163.09093262217812,0.9676840836309144,118.2691054737019,36.85991483250163,0.0,
141,141,60.0,安平,山东省淄博市东北,['山东省淄博市东北'],东北,"[['山东', '淄博']]",[{'prefecture': 3703}],Prefecture,[],modern,POINT (118.2691054737019 36.85991483250163),['山东省'],['淄博市'],['NA'],[],[],[],[],[],[],[],163.09093262217812,0.9676840836309144,118.2691054737019,36.85991483250163,0.9999999999999996,﻿安平
142,142,61.0,阿,山东省甄城县北,['山东省甄城县北'],北,[['山东']],[{'LEV3': 'hvd_25010'}],['省'],[],historic,POINT (117.00149 36.65013),['山西省'],['阳泉市'],['城区'],[],[],['山东'],[],[],[1820.0],[1820.0],0.153932628922648,0.9999694987705156,117.00149,36.65013,0.0,
143,143,61.0,甄,山东省甄城县北,['山东省甄城县北'],北,[['山东']],[{'LEV3': 'hvd_25010'}],['省'],[],historic,POINT (117.00149 36.65013),['山西省'],['阳泉市'],['城区'],[],[],['山东'],[],[],[1820.0],[1820.0],0.153932628922648,0.9999694987705156,117.00149,36.65013,0.9662250148726512,甄
144,144,62.0,即墨,山东省平度市东南,['山东省平度市东南'],东南,"[['山东', '平度']]",[{'county': 370283}],County,[],modern,POINT (120.10953551148197 36.666384138213765),['山东省'],['青岛市'],['平度市'],[],[],[],[],[],[],[],75.75054554160563,0.9849902857548424,120.10953551148197,36.666384138213765,0.9999999999999996,﻿即墨
145,145,62.0,阿,山东省阳谷县东北阿城镇,['山东省阳谷县东北阿城镇'],,"[['阿城镇', '阳谷', '山东']]",[{'LEV1': 'hvd_143132'}],['村镇'],[],historic,POINT (116.0479 36.16158),['山东省'],['聊城市'],['阳谷县'],['阿城镇'],['阳谷县'],['兖州府'],['山东'],[],[1911],[1911],0.0014285957732565,0.999999716928582,116.0479,36.16158,0.8314695787186317,阿
146,146,63.0,南武城,山东省平邑县东南故县,['山东省平邑县东南故县'],,"[['山东', '平邑']]",[{'county': 371326}],County,[],modern,POINT (117.69571212322336 35.43307694006579),['山东省'],['临沂市'],['平邑县'],[],[],[],[],[],[],[],65.66592939484343,0.9869885183161098,117.69571212322336,35.43307694006579,0.9999999999999974,南武城
147,147,64.0,薛,山东省滕州市南,['山东省滕州市南'],南,"[['山东', '滕州']]",[{'county': 370481}],County,[],modern,POINT (117.18857537588664 34.957232410003584),['山东省'],['枣庄市'],['滕州市'],[],[],[],[],[],[],[],56.84437582080557,0.98873647930303,117.18857537588664,34.957232410003584,0.9999999999999962,﻿薛
148,148,66.0,蒙,河南省商丘市东北,['河南省商丘市东北'],东北,"[['河南', '商丘']]",[{'prefecture': 4114}],Prefecture,[],modern,POINT (115.94129939141018 34.46248224368045),['河南省'],['商丘市'],['NA'],[],[],[],[],[],[],[],188.620049398258,0.9626255755370056,115.94129939141018,34.46248224368045,1.0,﻿蒙
149,149,67.0,昌城,山东省淄博市东南昌城,['山东省淄博市东南昌城'],,"[['山东', '淄博']]",[{'prefecture': 3703}],Prefecture,[],modern,POINT (117.97021332650442 36.600497675699785),['山东省'],['淄博市'],['NA'],[],[],[],[],[],[],[],163.09093262217812,0.9676840836309144,117.97021332650442,36.600497675699785,0.9999999999999994,﻿昌城
150,150,68.0,聊城,山东省聊城市西北,['山东省聊城市西北'],西北,"[['山东', '聊城']]",[{'prefecture': 3715}],Prefecture,[],modern,POINT (115.67934270139241 36.72552756576119),['山东省'],['聊城市'],['NA'],[],[],[],[],[],[],[],163.68846004765427,0.9675656855937,115.6793427013924,36.72552756576119,1.0,聊城
151,151,70.0,夜邑,山东省莱州市,['山东省莱州市'],,"[['山东', '莱州']]",[{'county': 370683}],County,[],modern,POINT (120.09115158114481 37.237674681837504),['山东省'],['烟台市'],['莱州市'],[],[],[],[],[],[],[],70.68717372338587,0.9859935757452324,120.0911515811448,37.237674681837504,0.9999999999999987,﻿夜；夜邑；掖
152,152,71.0,齐县,山东省沂源县东南,['山东省沂源县东南'],东南,"[['山东', '沂源']]",[{'county': 370323}],County,[],modern,POINT (118.34226760773868 36.068079813885504),['山东省'],['淄博市'],['沂源县'],[],[],[],[],[],[],[],57.289507437673706,0.9886482779795556,118.34226760773868,36.068079813885504,0.0,
153,153,72.0,平陆都,山东省汶上县北,['山东省汶上县北'],北,"[['山东', '汶上']]",[{'county': 370830}],County,[],modern,POINT (116.59036192116336 35.83594935953927),['山东省'],['济宁市'],['汶上县'],[],[],[],[],[],[],[],52.95605999459628,0.9895069359252108,116.59036192116336,35.83594935953927,0.0,
154,154,73.0,平陵县,山东省济南市历城区,['山东省济南市历城区'],,"[['山东', '济南', '历城']]",[{'county': 370112}],County,[],modern,POINT (117.26419499342173 36.60683837397319),['山东省'],['济南市'],['历城区'],[],[],[],[],[],[],[],64.03915346442977,0.9873108584614094,117.26419499342173,36.60683837397319,0.9999999999999997,﻿平陵
155,155,75.0,安阳,山东阳谷东北,['山东阳谷东北'],东北,"[['山东', '阳谷']]",[{'county': 371521}],County,[],modern,POINT (115.97405502340088 36.23617323228588),['山东省'],['聊城市'],['阳谷县'],[],[],[],[],[],[],[],51.79464602940652,0.9897370661719724,115.97405502340088,36.23617323228588,0.9999999999999959,﻿安阳
156,156,76.0,易（阳）都,山东省沂水县,['山东省沂水县'],,"[['山东', '沂水']]",[{'county': 371323}],County,[],modern,POINT (118.4998252027747 35.896948852100344),['山东省'],['临沂市'],['沂水县'],[],[],[],[],[],[],[],81.5609999286575,0.9838389638817046,118.4998252027747,35.896948852100344,0.0,
157,157,76.0,高密,齐国兵器（铜戈）铭文,['齐国兵器（铜戈）铭文'],,[['齐国']],[{'LEV2': 'hvd_112333'}],['国'],[],historic,POINT (118.28753 36.8096),['甘肃省'],['陇南市'],['文县'],[],['齐国'],['西汉'],[],[],[-164.0],[-128.0],0.0011097407736033,0.9999997801086212,118.28753,36.8096,0.0,
158,158,76.0,平阿,齐国兵器（铜戈）铭文,['齐国兵器（铜戈）铭文'],,[['齐国']],[{'LEV2': 'hvd_112333'}],['国'],[],historic,POINT (118.28753 36.8096),['甘肃省'],['陇南市'],['文县'],[],['齐国'],['西汉'],[],[],[-164.0],[-128.0],0.0011097407736033,0.9999997801086212,118.28753,36.8096,0.0,
159,159,76.0,平陆,齐国兵器（铜戈）铭文,['齐国兵器（铜戈）铭文'],,[['齐国']],[{'LEV2': 'hvd_112333'}],['国'],[],historic,POINT (118.28753 36.8096),['甘肃省'],['陇南市'],['文县'],[],['齐国'],['西汉'],[],[],[-164.0],[-128.0],0.0011097407736033,0.9999997801086212,118.28753,36.8096,0.0,
160,160,77.0,平阳,山西省临汾市西南,['山西省临汾市西南'],西南,"[['山西', '临汾']]",[{'prefecture': 1410}],Prefecture,[],modern,POINT (110.95969003614391 35.8697002512513),['山西省'],['临汾市'],['NA'],[],[],[],[],[],[],[],219.4164835937833,0.9565233663220136,110.95969003614393,35.8697002512513,0.9999999999999994,﻿平阳
161,161,77.0,宜阳,韩大都,['韩大都'],,[['大都']],[{'LEV1': 'hvd_44266'}],['县'],[],historic,POINT (109.78043 21.98027),[],[],[],['大都县'],['廉州'],['唐'],[],[],[622],[637],5.500265098482539,0.998910141084654,109.78043,21.98027,0.0,
163,163,78.0,杨氏县,山西省洪洞县东南,['山西省洪洞县东南'],东南,"[['山西', '洪洞']]",[{'county': 141024}],County,[],modern,POINT (111.76672382011358 36.20860499514204),['山西省'],['临汾市'],['洪洞县'],[],[],[],[],[],[],[],60.14682681854456,0.9880821098139356,111.76672382011358,36.20860499514204,0.9999999999999976,﻿杨氏
164,164,78.0,长子县,山西省长子县西南,['山西省长子县西南'],西南,"[['山西', '长子']]",[{'county': 140428}],County,[],modern,POINT (112.73650880783453 36.037037708848246),['山西省'],['长治市'],['长子县'],[],[],[],[],[],[],[],47.71652396683715,0.9905451322575484,112.73650880783453,36.037037708848246,0.0,
165,165,79.0,铜鞮,山西省沁县南,['山西省沁县南'],南,"[['山西', '沁']]",[{'county': 140430}],County,[],modern,POINT (112.61813237788624 36.57589974482548),['山西省'],['长治市'],['沁县'],[],[],[],[],[],[],[],61.43167987551398,0.9878275205288782,112.61813237788624,36.57589974482548,0.9999999999999972,﻿铜鞮
166,166,80.0,屯留,山西省屯留县南,['山西省屯留县南'],南,"[['山西', '屯留']]",[{'county': 140405}],County,[],modern,POINT (112.76587678224547 36.27309000567509),['山西省'],['长治市'],['屯留区'],[],[],[],[],[],[],[],52.61571028247738,0.9895743750688604,112.76587678224548,36.27309000567509,0.9999999999999976,﻿屯留
167,167,80.0,晋,山西省,['山西省'],,[['山西']],[{'province': 14}],Province,[],modern,POINT (112.47245736275306 37.66516721635999),['山西省'],['NA'],['NA'],[],[],[],[],[],[],[],758.2426072106181,0.8497567934149899,112.47245736275306,37.66516721635999,0.0,
168,168,80.0,晋君,屯留县,['屯留县'],,[['屯留']],[{'county': 140405}],County,[],modern,POINT (112.74240510841435 36.372005508422305),['山西省'],['长治市'],['屯留区'],[],[],[],[],[],[],[],52.61571028247738,0.9895743750688604,112.74240510841436,36.37200550842231,0.0,
169,169,80.0,晋桓公,屯留,['屯留'],,[['屯留']],[{'county': 140405}],County,[],modern,POINT (112.74240510841435 36.372005508422305),['山西省'],['长治市'],['屯留区'],[],[],[],[],[],[],[],52.61571028247738,0.9895743750688604,112.74240510841436,36.37200550842231,0.0,
170,170,80.0,端氏,山西省,['山西省'],,[['山西']],[{'province': 14}],Province,[],modern,POINT (112.47245736275306 37.66516721635999),['山西省'],['NA'],['NA'],[],[],[],[],[],[],[],758.2426072106181,0.8497567934149899,112.47245736275306,37.66516721635999,0.0,
172,172,80.0,长子,屯留,['屯留'],,[['屯留']],[{'county': 140405}],County,[],modern,POINT (112.74240510841435 36.372005508422305),['山西省'],['长治市'],['屯留区'],[],[],[],[],[],[],[],52.61571028247738,0.9895743750688604,112.74240510841436,36.37200550842231,0.0,
174,174,80.0,上党郡,赵,['赵'],,[['赵']],[{'county': 130133}],County,[],modern,POINT (114.84986570556961 37.7772686779257),['河北省'],['石家庄市'],['赵县'],[],[],[],[],[],[],[],40.59704450289596,0.9919558330196878,114.8498657055696,37.7772686779257,0.0,
175,175,80.0,上党郡,秦,['秦'],,[['秦']],[{'LEV3': 'hvd_113649'}],['政权'],[],historic,POINT (108.85463 34.41219),[],[],[],[],['秦'],[],[],[],[-221.0],[-207.0],1.109483319813683,0.9997801596348764,108.85463,34.41219,0.0,
176,176,81.0,京,河南省荥阳市东南,['河南省荥阳市东南'],东南,"[['河南', '荥阳']]",[{'county': 410182}],County,[],modern,POINT (113.42713048062978 34.695882459958945),['河南省'],['郑州市'],['荥阳市'],[],[],[],[],[],[],[],45.427602023806365,0.990998674394423,113.42713048062978,34.695882459958945,0.9999999999999962,﻿京
