c_addr_id,c_addr_cbd,c_name,c_name_chn,c_admin_type,c_firstyear,c_lastyear,x_coord,y_coord,belongs1_ID,belongs1_Name,belongs2_ID,belongs2_Name,belongs3_ID,belongs3_Name,belongs4_ID,belongs4_Name,belongs5_ID,belongs5_Name
8992,,Shenmu,神木,Xian,1644,1911,110.5009232,38.82196045,8990,榆林府,8938,陝西省,6756,清朝,,,,
6926,,Qingjiang Ting,清江廳,Ting,1644,1911,108.5845871,26.65093231,8899,鎮遠府,8876,貴州省,6756,清朝,,,,
8991,,Yulin,榆林,Xian,1644,1911,109.7538681,38.29470825,8990,榆林府,8938,陝西省,6756,清朝,,,,
8995,,Jia Zhou,葭州,Zhou,1644,1911,110.4955978,38.02329254,8990,榆林府,8938,陝西省,6756,清朝,,,,
6841,,Shibing,施秉,Xian,1644,1911,108.118927,27.03727341,8899,鎮遠府,8876,貴州省,6756,清朝,,,,
8942,,Lintong,臨潼,Xian,1644,1911,109.2127228,34.36835098,8939,西安府,8938,陝西省,6756,清朝,,,,
8567,,Longying Tuzhou,龍英土州,Tuzhou,1644,1911,107.018425,22.98097611,8556,太平府,8509,廣西省,6756,清朝,,,,
6927,,Yuping,玉屏,Xian,1644,1911,108.9115448,27.2359314,8900,思州府,8876,貴州省,6756,清朝,,,,
8943,,Weinan,渭南,Xian,1644,1911,109.501236,34.50299835,8939,西安府,8938,陝西省,6756,清朝,,,,
6920,,Yongcong,永從,Xian,1644,1911,109.133255,26.03862572,8898,黎平府,8876,貴州省,6756,清朝,,,,
6820,,Fuzhou Tuzhou,富州土州,Tuzhou,1644,1911,105.8503952,23.64805794,8921,廣南府,8914,雲南省,6756,清朝,,,,
6865,,Mianning Ting,緬寧廳,Ting,1644,1911,100.0882263,23.88002586,8930,順寧府,8914,雲南省,6756,清朝,,,,
8941,,Xianning,咸寧,Xian,1644,1911,108.9442062,34.26660538,8939,西安府,8938,陝西省,6756,清朝,,,,
8896,,Maha Zhou,麻哈州,Zhou,1644,1911,107.5880356,26.49853897,8889,都勻府,8876,貴州省,6756,清朝,,,,
8940,,Chang'an,長安,Xian,1644,1911,108.9442062,34.26660538,8939,西安府,8938,陝西省,6756,清朝,,,,
6844,,Tongren,銅仁,Xian,1644,1911,109.192688,27.72247696,8901,銅仁府,8876,貴州省,6756,清朝,,,,
8954,,Hu Xian,鄠縣,Xian,1644,1911,108.6038971,34.11182022,8939,西安府,8938,陝西省,6756,清朝,,,,
6840,,Yanheyouxi Si,沿河祐溪司,Si,1644,1911,108.493927,28.56074905,20263,貴東道,8876,貴州省,6756,清朝,,,,
20331,,Baoshan,保山,Xian,1644,1911,99.166862,25.112436,8931,永昌府,8914,雲南省,6756,清朝,,,,
8950,,Xianyang,咸陽,Xian,1644,1911,108.7099457,34.33905411,8939,西安府,8938,陝西省,6756,清朝,,,,
8961,,Shanyang,山陽,Xian,1644,1911,109.8789825,33.53392792,8958,商州直隸州,8938,陝西省,6756,清朝,,,,
8998,,Luochuan,洛川,Xian,1644,1911,109.4274216,35.76160431,8996,鄜州直隸州,8938,陝西省,6756,清朝,,,,
8952,,Xingping,興平,Xian,1644,1911,108.482605,34.29872131,8939,西安府,8938,陝西省,6756,清朝,,,,
8944,,Gaoling,高陵,Xian,1644,1911,109.0804749,34.5333252,8939,西安府,8938,陝西省,6756,清朝,,,,
8971,,Baishui,白水,Xian,1644,1911,109.587059,35.18162155,8964,同州府,8938,陝西省,6756,清朝,,,,
6822,,Shunning,順寧,Xian,1644,1911,99.91098023,24.59181404,8930,順寧府,8914,雲南省,6756,清朝,,,,
6872,,Qiaojia Ting,巧家廳,Ting,1644,1911,102.9202499,26.91656876,8918,東川府,8914,雲南省,6756,清朝,,,,
8949,,Jingyang,涇陽,Xian,1644,1911,108.8375626,34.53333664,8939,西安府,8938,陝西省,6756,清朝,,,,
8498,,Fangcheng,防城,Xian,1888,1911,108.3565826,21.76893616,8496,欽州直隸州,8384,廣東省,6756,清朝,,,,
8471,,Xining,西寧,Xian,1820,1911,111.5405579,23.14552307,8469,羅定直隸州,8384,廣東省,6756,清朝,,,,
8468,,Changhua,昌化,Xian,1820,1904,108.6705093,19.31558609,8454,瓊州府,8384,廣東省,6756,清朝,,,,
8461,,Huitong,會同,Xian,1820,1911,110.5078201,19.29639435,8454,瓊州府,8384,廣東省,6756,清朝,,,,
8450,,Jieyang,揭陽,Xian,1820,1911,116.3497696,23.54297638,8444,潮州府,8384,廣東省,6756,清朝,,,,
8445,,Haiyang,海陽,Xian,1820,1911,116.6366577,23.66770554,8444,潮州府,8384,廣東省,6756,清朝,,,,
8446,,Denghai,澄海,Xian,1820,1911,116.7680435,23.46315384,8444,潮州府,8384,廣東省,6756,清朝,,,,
8449,,Puning,普寧,Xian,1820,1911,116.2060013,23.44199944,8444,潮州府,8384,廣東省,6756,清朝,,,,
8464,,Wan Xian,萬縣,Xian,1905,1911,110.4074707,18.80062485,8454,瓊州府,8384,廣東省,6756,清朝,,,,
8497,,Qinzhou Zhilizhou Zhixiadifang,欽州直隸州直轄地方,Zhixiadifang,1888,1911,108.6143951,21.95142555,8496,欽州直隸州,8384,廣東省,6756,清朝,,,,
8453,,Nan'ao Ting,南澳廳,Ting,1820,1911,117.0957642,23.45561791,8444,潮州府,8384,廣東省,6756,清朝,,,,
8500,,Fogang Zhiliting Zhixiadifang,佛岡直隸廳直轄地方,Zhixiadifang,1820,1911,113.5310516,23.87189484,8499,佛岡直隸廳,8384,廣東省,6756,清朝,,,,
8448,,Huilai,惠來,Xian,1820,1911,116.2885132,23.03912926,8444,潮州府,8384,廣東省,6756,清朝,,,,
8447,,Chaoyang,潮陽,Xian,1820,1911,116.5940628,23.2609539,8444,潮州府,8384,廣東省,6756,清朝,,,,
8486,,Yaizhou Zhilizhou Zhixiadifang,崖州直隸州直轄地方,Zhixiadifang,1905,1911,109.1669769,18.37546349,8485,崖州直隸州,8384,廣東省,6756,清朝,,,,
8436,,Lufeng,陸豐,Xian,1820,1911,115.6410828,22.94846726,8429,惠州府,8384,廣東省,6756,清朝,,,,
8442,,Suixi,遂溪,Xian,1820,1911,110.2508926,21.38298035,8440,雷州府,8384,廣東省,6756,清朝,,,,
8508,,Enping,恩平,Xian,1867,1905,112.3074722,22.19194794,8503,陽江直隸廳,8384,廣東省,6756,清朝,,,,
8452,,Raoping,饒平,Xian,1820,1911,116.8229981,23.98200035,8444,潮州府,8384,廣東省,6756,清朝,,,,
8474,,Lianzhou Zhilizhou Zhixiadifang,連州直隸州直轄地方,Zhixiadifang,1820,1911,112.078331,24.77000618,8473,連州直隸州,8384,廣東省,6756,清朝,,,,
8659,,Bobai,博白,Xian,1644,1911,109.9714127,22.27586937,8654,鬱林直隸州,8509,廣西省,6756,清朝,,,,
8487,,Lingshui,陵水,Xian,1905,1911,110.0339203,18.50536346,8485,崖州直隸州,8384,廣東省,6756,清朝,,,,
8480,,Jiaying Zhilizhou Zhixiadifang,嘉應直隸州直轄地方,Zhixiadifang,1820,1911,116.1087265,24.3074646,8479,嘉應直隸州,8384,廣東省,6756,清朝,,,,
8481,,Zhenping,鎮平,Xian,1820,1911,116.1701813,24.65135574,8479,嘉應直隸州,8384,廣東省,6756,清朝,,,,
8607,,Huaiyuan,懷遠,Xian,1644,1911,109.4125977,25.3741703,8600,柳州府,8509,廣西省,6756,清朝,,,,
8483,,Xingning,興寧,Xian,1820,1911,115.7273483,24.13869095,8479,嘉應直隸州,8384,廣東省,6756,清朝,,,,
8502,,Lianshan Zhiliting Zhixiadifang,連山直隸廳直轄地方,Zhixiadifang,1820,1911,112.2043839,24.72633362,8501,連山直隸廳,8384,廣東省,6756,清朝,,,,
8455,,Qiongshan,瓊山,Xian,1820,1911,110.3580017,20.00799942,8454,瓊州府,8384,廣東省,6756,清朝,,,,
8478,,Shixing,始興,Xian,1820,1911,114.0631485,24.94576263,8476,南雄直隸州,8384,廣東省,6756,清朝,,,,
8403,,Kaiping,開平,Xian,1820,1911,112.544548,22.47826386,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8475,,Yangshan,陽山,Xian,1820,1911,112.6382675,24.48501396,8473,連州直隸州,8384,廣東省,6756,清朝,,,,
8491,,Lingshan,靈山,Xian,1820,1911,109.2874146,22.43459129,8490,廉州府,8384,廣東省,6756,清朝,,,,
8387,,Panyu,番禺,Xian,1820,1911,113.2560654,23.13462448,8385,廣州府,8384,廣東省,6756,清朝,,,,
8406,,Gaoming,高明,Xian,1820,1911,112.6955872,22.86233521,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8407,,Sihui,四會,Xian,1820,1911,112.6945343,23.34870911,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8412,,Yangjiang,陽江,Xian,1820,1866,111.9589462,21.84541893,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8482,,Pingyuan,平遠,Xian,1820,1911,115.8812637,24.81131554,8479,嘉應直隸州,8384,廣東省,6756,清朝,,,,
8477,,Nanxiong Zhilizhou Zhixiadifang,南雄直隸州直轄地方,Zhixiadifang,1820,1911,114.3020859,25.11884308,8476,南雄直隸州,8384,廣東省,6756,清朝,,,,
8411,,Fengchuan,封川,Xian,1820,1911,111.509407,23.4000473,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8424,,Xinyi,信宜,Xian,1820,1911,110.8732071,22.20830154,8422,高州府,8384,廣東省,6756,清朝,,,,
8427,,Dianbai,電白,Xian,1820,1911,111.293335,21.5124054,8422,高州府,8384,廣東省,6756,清朝,,,,
8428,,Shicheng,石城,Xian,1820,1911,110.2735596,21.59360313,8422,高州府,8384,廣東省,6756,清朝,,,,
8536,,Tianzhou Tuzhou,田州土州,Tuzhou,1644,1874,106.9086685,23.73386955,8520,思恩府,8509,廣西省,6756,清朝,,,,
8420,,Ruyuan,乳源,Xian,1820,1911,113.2689972,24.7840004,8415,韶州府,8384,廣東省,6756,清朝,,,,
8393,,Hua Xian,花縣,Xian,1820,1911,113.2729874,23.46048355,8385,廣州府,8384,廣東省,6756,清朝,,,,
8606,,Rong Xian,融縣,Xian,1644,1911,109.2485428,25.06544304,8600,柳州府,8509,廣西省,6756,清朝,,,,
8507,,Yangchun,陽春,Xian,1867,1905,111.9400787,22.44017601,8503,陽江直隸廳,8384,廣東省,6756,清朝,,,,
8410,,Deqing Zhou,德慶州,Zhou,1820,1911,111.771019,23.14679146,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8421,,Yingde,英德,Xian,1820,1911,113.4020767,24.17293739,8415,韶州府,8384,廣東省,6756,清朝,,,,
8409,,Kaijian,開建,Xian,1820,1911,111.8040924,23.75868034,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8405,,Heshan,鶴山,Xian,1820,1911,112.8236694,22.64408684,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8386,,Nanhai,南海,Xian,1820,1911,113.2560654,23.13462448,8385,廣州府,8384,廣東省,6756,清朝,,,,
8388,,Shunde,順德,Xian,1820,1911,113.2539215,22.84786034,8385,廣州府,8384,廣東省,6756,清朝,,,,
8389,,Dongguan,東莞,Xian,1820,1911,113.7498169,23.04662323,8385,廣州府,8384,廣東省,6756,清朝,,,,
8434,,Yong'an,永安,Xian,1820,1911,115.1730576,23.64305306,8429,惠州府,8384,廣東省,6756,清朝,,,,
8392,,Conghua,從化,Xian,1820,1911,113.5811005,23.55542564,8385,廣州府,8384,廣東省,6756,清朝,,,,
8402,,Gaoyao,高要,Xian,1820,1911,112.4531555,23.05692101,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8431,,Boluo,博羅,Xian,1820,1911,114.2736054,23.17224693,8429,惠州府,8384,廣東省,6756,清朝,,,,
8488,,Gan'en,感恩,Xian,1905,1911,108.639809,18.846443,8485,崖州直隸州,8384,廣東省,6756,清朝,,,,
8470,,Luoding Zhilizhou Zhixiadifang,羅定直隸州直轄地方,Zhixiadifang,1820,1911,111.5703507,22.76691437,8469,羅定直隸州,8384,廣東省,6756,清朝,,,,
8413,,Yangchun,陽春,Xian,1820,1905,111.7906799,22.17590714,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8390,,Zengcheng,增城,Xian,1820,1911,113.8290024,23.29299927,8385,廣州府,8384,廣東省,6756,清朝,,,,
8404,,Xinxing,新興,Xian,1820,1911,112.2250824,22.70291519,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8439,,Longchuan,龍川,Xian,1820,1911,115.186172,24.060003,8429,惠州府,8384,廣東省,6756,清朝,,,,
8437,,Lianping Zhou,連平州,Zhou,1820,1911,114.4823532,24.35772705,8429,惠州府,8384,廣東省,6756,清朝,,,,
8418,,Renhua,仁化,Xian,1820,1911,113.7431183,25.09005356,8415,韶州府,8384,廣東省,6756,清朝,,,,
8432,,Heyuan,河源,Xian,1820,1911,114.6914597,23.73683357,8429,惠州府,8384,廣東省,6756,清朝,,,,
8416,,Qujiang,曲江,Xian,1820,1911,113.6034164,24.81020927,8415,韶州府,8384,廣東省,6756,清朝,,,,
8430,,Guishan,歸善,Xian,1820,1911,114.4483795,23.09523583,8429,惠州府,8384,廣東省,6756,清朝,,,,
8426,,Hua Zhou,化州,Zhou,1820,1911,110.6253128,21.65402794,8422,高州府,8384,廣東省,6756,清朝,,,,
8408,,Guangning,廣寧,Xian,1820,1911,112.4313202,23.64273644,8401,肇慶府,8384,廣東省,6756,清朝,,,,
8417,,Wengyuan,翁源,Xian,1820,1911,113.8203201,24.37513733,8415,韶州府,8384,廣東省,6756,清朝,,,,
8433,,Changning,長寧,Xian,1820,1911,114.2017059,24.06249428,8429,惠州府,8384,廣東省,6756,清朝,,,,
8425,,Wuchuan,吳川,Xian,1820,1911,110.6826019,21.35058594,8422,高州府,8384,廣東省,6756,清朝,,,,
8419,,Lechang,樂昌,Xian,1820,1911,113.3467941,25.13487434,8415,韶州府,8384,廣東省,6756,清朝,,,,
8505,,Yangjiang Zhiliting Zhixiadifang,陽江直隸廳直轄地方,Zhixiadifang,1867,1905,111.9589462,21.84541893,8503,陽江直隸廳,8384,廣東省,6756,清朝,,,,
8435,,Haifeng,海豐,Xian,1820,1911,115.3349991,22.97599983,8429,惠州府,8384,廣東省,6756,清朝,,,,
8530,,Nama Ting,那馬廳,Ting,1870,1911,107.678215,23.56362534,8520,思恩府,8509,廣西省,6756,清朝,,,,
8489,,Changhua,昌化,Xian,1905,1911,108.6760101,19.33068848,8485,崖州直隸州,8384,廣東省,6756,清朝,,,,
8569,,Quanming Tuzhou,全茗土州,Tuzhou,1644,1911,107.1733704,22.92399979,8556,太平府,8509,廣西省,6756,清朝,,,,
8560,,Zuo Zhou,左州,Zhou,1644,1911,107.4907837,22.69224739,8556,太平府,8509,廣西省,6756,清朝,,,,
8598,,Yongding Zhangguansi,永定長官司,Zhangguansi,1644,1911,108.6029282,24.25051308,8586,慶遠府,8509,廣西省,6756,清朝,,,,
8617,,Quan Zhou,全州,Zhou,1644,1911,111.0650024,25.93181419,8609,桂林府,8509,廣西省,6756,清朝,,,,
8593,,Anhua Ting,安化廳,Ting,1905,1911,108.4090042,25.2131176,8586,慶遠府,8509,廣西省,6756,清朝,,,,
8565,,Dujie Tuzhou,都結土州,Tuzhou,1644,1911,107.4644165,23.19285965,8556,太平府,8509,廣西省,6756,清朝,,,,
8611,,Zhongdu Ting,中渡廳,Ting,1644,1911,109.6940384,24.67461014,8609,桂林府,8509,廣西省,6756,清朝,,,,
8535,,Bose Ting,百色廳,Ting,1729,1874,106.6116791,23.90453911,8520,思恩府,8509,廣西省,6756,清朝,,,,
8652,,Zhenbian,鎮邊,Xian,1886,1911,105.8400879,23.41269684,8649,歸順直隸州,8509,廣西省,6756,清朝,,,,
8523,,Shanglin,上林,Xian,1644,1911,108.5911408,23.44216347,8520,思恩府,8509,廣西省,6756,清朝,,,,
8543,,Lingyun,凌雲,Xian,1738,1911,106.5757217,24.34854889,8542,泗城府,8509,廣西省,6756,清朝,,,,
8544,,Xilong Zhou,西隆州,Zhou,1644,1911,105.3313294,24.78112984,8542,泗城府,8509,廣西省,6756,清朝,,,,
8545,,Xilin,西林,Xian,1644,1911,105.6636429,24.32575607,8542,泗城府,8509,廣西省,6756,清朝,,,,
8551,,Xiaozhen'an Ting,小鎮安廳,Ting,1766,1885,105.8400879,23.41269684,8546,鎮安府,8509,廣西省,6756,清朝,,,,
8526,,Guling Tusi,古零土司,Tusi,1644,1911,112.3074722,22.19194794,8520,思恩府,8509,廣西省,6756,清朝,,,,
8647,,Enlong,恩隆,Xian,1875,1911,107.1141586,23.60562706,8644,百色直隸廳,8509,廣西省,6756,清朝,,,,
8524,,Bin Zhou,賓州,Zhou,1644,1911,108.8283691,23.24381638,8520,思恩府,8509,廣西省,6756,清朝,,,,
8618,,Longsheng Ting,龍勝廳,Ting,1644,1911,110.0089493,25.79400826,8609,桂林府,8509,廣西省,6756,清朝,,,,
7155,,Chenggong,呈貢,Xian,1644,1911,102.7989578,24.90134239,8915,雲南府,8914,雲南省,6756,清朝,,,,
8638,,Guiping,桂平,Xian,1644,1911,110.0716629,23.3945713,8637,潯州府,8509,廣西省,6756,清朝,,,,
8612,,Yangshuo,陽朔,Xian,1644,1911,110.4836273,24.77775765,8609,桂林府,8509,廣西省,6756,清朝,,,,
8601,,Maping,馬平,Xian,1644,1911,109.4043961,24.30998802,8600,柳州府,8509,廣西省,6756,清朝,,,,
8608,,Luorong,雒容,Xian,1644,1911,109.6091003,24.41452026,8600,柳州府,8509,廣西省,6756,清朝,,,,
8605,,Luocheng,羅城,Xian,1644,1911,108.8984146,24.78182602,8600,柳州府,8509,廣西省,6756,清朝,,,,
8604,,Liucheng,柳城,Xian,1644,1911,109.2601166,24.52733612,8600,柳州府,8509,廣西省,6756,清朝,,,,
8570,,Anping Tuzhou,安平土州,Tuzhou,1644,1911,107.0467987,22.71598053,8556,太平府,8509,廣西省,6756,清朝,,,,
8616,,Yongning Zhou,永寧州,Zhou,1644,1911,109.7666779,25.16782379,8609,桂林府,8509,廣西省,6756,清朝,,,,
8519,,Guohua Tusi,果化土司,Tusi,1644,1911,107.4106216,23.41772842,8510,南寧府,8509,廣西省,6756,清朝,,,,
8620,,Guanyang,灌陽,Xian,1644,1911,111.1446915,25.48865318,8609,桂林府,8509,廣西省,6756,清朝,,,,
8603,,Laibin,來賓,Xian,1644,1911,109.2862244,23.70066261,8600,柳州府,8509,廣西省,6756,清朝,,,,
8596,,Tianhe,天河,Xian,1644,1911,108.6952438,24.7776413,8586,慶遠府,8509,廣西省,6756,清朝,,,,
8613,,Lingchuan,靈川,Xian,1644,1911,110.3836899,25.46320343,8609,桂林府,8509,廣西省,6756,清朝,,,,
8592,,Hechi Zhou,河池州,Zhou,1644,1911,107.8444443,24.70317841,8586,慶遠府,8509,廣西省,6756,清朝,,,,
8619,,Xing'an,興安,Xian,1644,1911,110.6658707,25.61313248,8609,桂林府,8509,廣西省,6756,清朝,,,,
8597,,Xincheng Tuxian,忻城土縣,Tuxian,1644,1911,108.6604691,24.06404305,8586,慶遠府,8509,廣西省,6756,清朝,,,,
8615,,Yongfu,永福,Xian,1644,1911,109.9801254,24.98172569,8609,桂林府,8509,廣西省,6756,清朝,,,,
8532,,Anding Tusi,安定土司,Tusi,1644,1911,108.0934448,23.93478394,8520,思恩府,8509,廣西省,6756,清朝,,,,
8534,,Shanglin Tuxian,上林土縣,Tuxian,1644,1874,107.307251,23.46044159,8520,思恩府,8509,廣西省,6756,清朝,,,,
8627,,Xiuren,修仁,Xian,1644,1911,110.2414627,24.42054367,8621,平樂府,8509,廣西省,6756,清朝,,,,
8527,,Baishan Tusi,白山土司,Tusi,1644,1911,108.1747208,23.71436501,8520,思恩府,8509,廣西省,6756,清朝,,,,
8633,,Cenxi,岑溪,Xian,1644,1911,111.0008469,22.92905998,8631,梧州府,8509,廣西省,6756,清朝,,,,
8634,,Rong Xian,容縣,Xian,1644,1911,110.551033,22.86358833,8631,梧州府,8509,廣西省,6756,清朝,,,,
8610,,Lingui,臨桂,Xian,1644,1911,110.2862625,25.28005981,8609,桂林府,8509,廣西省,6756,清朝,,,,
8626,,Lipu,荔浦,Xian,1644,1911,110.3911972,24.49601364,8621,平樂府,8509,廣西省,6756,清朝,,,,
8650,,Guishun Zhilizhou Zhixiadifang,歸順直隸州直轄地方,Zhixiadifang,1886,1911,106.4158936,23.1420536,8649,歸順直隸州,8509,廣西省,6756,清朝,,,,
8554,,Dukang Tuzhou,都康土州,Tuzhou,1644,1911,107.0844269,23.10840607,8546,鎮安府,8509,廣西省,6756,清朝,,,,
8641,,Gui Xian,貴縣,Xian,1644,1911,109.6084442,23.09909248,8637,潯州府,8509,廣西省,6756,清朝,,,,
8531,,Dingluo Tusi,定羅土司,Tusi,1644,1869,107.8408966,23.4832859,8520,思恩府,8509,廣西省,6756,清朝,,,,
8623,,Fuchuan,富川,Xian,1644,1911,111.2650909,24.82417679,8621,平樂府,8509,廣西省,6756,清朝,,,,
8622,,Pingle,平樂,Xian,1644,1911,110.6464996,24.63572693,8621,平樂府,8509,廣西省,6756,清朝,,,,
8484,,Changle,長樂,Xian,1820,1911,115.6164398,24.06604958,8479,嘉應直隸州,8384,廣東省,6756,清朝,,,,
8493,,Qin Zhou,欽州,Zhou,1820,1887,108.6143951,21.95142555,8490,廉州府,8384,廣東省,6756,清朝,,,,
8492,,Hepu,合浦,Xian,1820,1911,109.1900406,21.67014504,8490,廉州府,8384,廣東省,6756,清朝,,,,
8495,,Fangcheng,防城,Xian,1887,1887,108.3565826,21.76893616,8490,廉州府,8384,廣東省,6756,清朝,,,,
8522,,Wuyuan,武緣,Xian,1644,1911,108.2762909,23.16676712,8520,思恩府,8509,廣西省,6756,清朝,,,,
8514,,Heng Zhou,橫州,Zhou,1644,1911,109.2670441,22.69295692,8510,南寧府,8509,廣西省,6756,清朝,,,,
8653,,Xialei Tuzhou,下雷土州,Tuzhou,1886,1911,106.7509079,22.91364861,8649,歸順直隸州,8509,廣西省,6756,清朝,,,,
8518,,Guide Tusi,歸德土司,Tusi,1644,1911,107.637619,23.34803772,8510,南寧府,8509,廣西省,6756,清朝,,,,
8517,,Long'an,隆安,Xian,1644,1911,107.6849518,23.17816734,8510,南寧府,8509,廣西省,6756,清朝,,,,
8533,,Duyang Tusi,都陽土司,Tusi,1644,1911,107.6495361,23.97890472,8520,思恩府,8509,廣西省,6756,清朝,,,,
8515,,Shangsi Zhou,上思州,Zhou,1644,1885,107.9787903,22.15263748,8510,南寧府,8509,廣西省,6756,清朝,,,,
20317,,Xiawang si,下旺司,Tusi,1820,1911,107.583145,23.696701,8520,思恩府,8509,廣西省,6756,清朝,,,,
8513,,Zhongzhou Tuzhou,忠州土州,Tuzhou,1644,1911,107.7797394,22.30543709,8510,南寧府,8509,廣西省,6756,清朝,,,,
8636,,Huaiji,懷集,Xian,1644,1911,112.1792374,23.91218567,8631,梧州府,8509,廣西省,6756,清朝,,,,
8528,,Xinglong Tusi,興隆土司,Tusi,1644,1911,108.1421356,23.58914566,8520,思恩府,8509,廣西省,6756,清朝,,,,
8624,,Gongcheng,恭城,Xian,1644,1911,110.8219681,24.8329792,8621,平樂府,8509,廣西省,6756,清朝,,,,
8632,,Cangwu,蒼梧,Xian,1644,1911,111.3085709,23.48689842,8631,梧州府,8509,廣西省,6756,清朝,,,,
6907,,Zhenfeng Zhou,貞豐州,Zhou,1644,1911,105.6547775,25.38711166,8913,興義府,8876,貴州省,6756,清朝,,,,
8614,,Yining,義寧,Xian,1644,1911,110.0633011,25.37540054,8609,桂林府,8509,廣西省,6756,清朝,,,,
8625,,He Xian,賀縣,Xian,1644,1911,111.6588516,24.3368187,8621,平樂府,8509,廣西省,6756,清朝,,,,
8630,,Xindu Ting,信都廳,Ting,1644,1911,111.7395477,23.91103363,8621,平樂府,8509,廣西省,6756,清朝,,,,
8629,,Zhaoping,昭平,Xian,1644,1911,110.8036118,24.1691227,8621,平樂府,8509,廣西省,6756,清朝,,,,
8628,,Yong'an Zhou,永安州,Zhou,1644,1911,110.5197983,24.20324898,8621,平樂府,8509,廣西省,6756,清朝,,,,
8529,,Nama Tusi,那馬土司,Tusi,1644,1869,107.9891281,23.55804253,8520,思恩府,8509,廣西省,6756,清朝,,,,
8511,,Xuanhua,宣化,Xian,1644,1911,108.3120728,22.80614471,8510,南寧府,8509,廣西省,6756,清朝,,,,
6788,,Anding,安定,Xian,1644,1911,104.6203079,35.57509232,9045,鞏昌府,9043,甘肅省,6756,清朝,,,,
6854,,Qingzhen,清鎮,Xian,1644,1911,106.4676209,26.55604935,8912,安順府,8876,貴州省,6756,清朝,,,,
20631,,Zhuoni si,卓尼司,Tusi,1644,1911,103.507584,34.598072,9045,鞏昌府,9043,甘肅省,6756,清朝,,,,
20630,,Zhangxian,漳縣,Xian,1644,1911,104.472137,34.850636,9045,鞏昌府,9043,甘肅省,6756,清朝,,,,
6863,,Xingyi,興義,Xian,1644,1911,104.8961716,25.08734512,8913,興義府,8876,貴州省,6756,清朝,,,,
6767,,He Zhou,河州,Zhou,1644,1911,103.211174,35.60728455,9044,蘭州府,9043,甘肅省,6756,清朝,,,,
6786,,Huining,會寧,Xian,1644,1911,105.0561371,35.69419861,9045,鞏昌府,9043,甘肅省,6756,清朝,,,,
6759,,Li Xian,禮縣,Xian,1644,1911,105.1782913,34.19136429,9046,秦州直隸州,9043,甘肅省,6756,清朝,,,,
6912,,Pu'an,普安,Xian,1644,1911,104.9520798,25.78841019,8913,興義府,8876,貴州省,6756,清朝,,,,
6849,,Yongning Zhou,永寧州,Zhou,1644,1911,105.4858246,25.91020775,8912,安順府,8876,貴州省,6756,清朝,,,,
6775,,Longxi,隴西,Xian,1644,1911,104.6356049,35.0071373,9045,鞏昌府,9043,甘肅省,6756,清朝,,,,
6781,,Zhenyuan,鎮原,Xian,1644,1911,107.1968079,35.68388748,6763,涇州直隸州,9043,甘肅省,6756,清朝,,,,
6762,,Tongwei,通渭,Xian,1644,1911,105.2494888,35.21392822,9045,鞏昌府,9043,甘肅省,6756,清朝,,,,
7543,,Zhenze,震澤,Xian,1644,1911,120.6377869,31.16706467,7538,蘇州府,7512,江蘇省,6756,清朝,,,,
7136,,Taozhou Ting,洮州廳,Ting,1644,1911,103.6692658,34.67685318,9045,鞏昌府,9043,甘肅省,6756,清朝,,,,
7357,,Yu Zhou,蔚州,Zhou,1644,1911,114.5690537,39.84053803,7350,宣化府,7237,直隸省,6756,清朝,,,,
6760,,Min Zhou,岷州,Zhou,1644,1911,104.0302506,34.43645477,9045,鞏昌府,9043,甘肅省,6756,清朝,,,,
7184,,Jiangchuan,江川,Xian,1644,1911,102.7949982,24.42546272,8925,澂江府,8914,雲南省,6756,清朝,,,,
6776,,Ningyuan,寧遠,Xian,1644,1911,104.8852921,34.72001648,9045,鞏昌府,9043,甘肅省,6756,清朝,,,,
7134,,Bayanrongge Ting,巴燕戎格廳,Ting,1644,1911,102.2691498,36.09397507,9070,西寧府,9043,甘肅省,6756,清朝,,,,
7141,,Gaotai,高臺,Xian,1644,1911,99.82028198,39.38121796,7140,肅州直隸州,9043,甘肅省,6756,清朝,,,,
6761,,Pingyuan,平遠,Xian,1873,1911,106.4472885,37.11118317,9071,固原直隸州,9043,甘肅省,6756,清朝,,,,
6879,,Haicheng,海城,Xian,1873,1911,105.6423187,36.56055069,9071,固原直隸州,9043,甘肅省,6756,清朝,,,,
6850,,Zhenning Zhou,鎮寧州,Zhou,1644,1911,105.7635574,26.05459595,8912,安順府,8876,貴州省,6756,清朝,,,,
8423,,Maoming,茂名,Xian,1820,1911,110.8538132,21.91921425,8422,高州府,8384,廣東省,6756,清朝,,,,
7137,,Xining,西寧,Xian,1644,1911,101.7839356,36.6088562,9070,西寧府,9043,甘肅省,6756,清朝,,,,
