NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GECOMPLR,CHECKER,ENT_DATE,BEG_CHG_TY,END_CHG_TY
Gaocheng Xian,郜成县,郜成縣,115.94444,34.90913,今山东成武县东南郜鼎集,Xian,县,6,-136,,-65,,85029,POINT,85029,FROM_FD,,,,,新建,更名
Gaocheng Houguo,郜成侯国,郜成侯國,115.94444,34.90913,今山东成武县东南郜鼎集,Houguo,侯国,6,-64,,13,,85030,POINT,85030,FROM_FD,,,,,更名,更名
Gaocheng Houguo,告成侯国,告成侯國,115.94444,34.90913,今山东成武县东南郜鼎集,Houguo,侯国,6,14,,22,,85031,POINT,85031,FROM_FD,,,,,更名,更名
Gaocheng Houguo,郜城侯国,郜城侯國,115.94444,34.90913,今山东成武县东南郜鼎集,Houguo,侯国,6,23,,29,,85032,POINT,85032,FROM_FD,,,,,更名,撤销
Du Xian,秺县,秺縣,115.82201,35.07938,今山东成武县西北二十九里,Xian,县,6,-143,,-92,,85033,POINT,85033,FROM_FD,,,,,新建,更名
Du Houguo,秺侯国,秺侯國,115.82201,35.07938,今山东成武县西北二十九里,Houguo,侯国,6,-91,,-88,,85034,POINT,85034,FROM_FD,,,,,更名,更名
Du Xian,秺县,秺縣,115.82201,35.07938,今山东成武县西北二十九里,Xian,县,6,-87,,-86,,85035,POINT,85035,FROM_FD,,,,,更名,更名
Du Houguo,秺侯国,秺侯國,115.82201,35.07938,今山东成武县西北二十九里,Houguo,侯国,6,-85,,13,,85036,POINT,85036,FROM_FD,,,,,更名,更名
Wansui Houguo,万岁侯国,萬歲侯國,115.82201,35.07938,今山东成武县西北二十九里,Houguo,侯国,6,14,,22,,85037,POINT,85037,FROM_FD,,,,,更名,撤销
Li Houguo,黎侯国,黎侯國,115.75971,35.5593,今山东郓城县西17公里陈坡一带,Houguo,侯国,6,-170,,-170,,85038,POINT,85038,FROM_FD,,,,,新建,撤销
Li Xian,黎县,黎縣,115.75971,35.5593,今山东郓城县西17公里陈坡一带,Xian,县,6,-169,,-160,,85039,POINT,85039,FROM_FD,,,,,更名,更名
Li Houguo,黎侯国,黎侯國,115.75971,35.5593,今山东郓城县西17公里陈坡一带,Houguo,侯国,6,-159,,-106,,85040,POINT,85040,FROM_FD,,,,,更名,更名
Li Xian,黎县,黎縣,115.75971,35.5593,今山东郓城县西17公里陈坡一带,Xian,县,6,-105,,13,,85041,POINT,85041,FROM_FD,,,,,更名,更名
Lizhi Xian,黎治县,黎治縣,115.75971,35.5593,今山东郓城县西17公里陈坡一带,Xian,县,6,14,,22,,85042,POINT,85042,FROM_FD,,,,,更名,更名
Zouping Xian,邹平县,鄒平縣,117.63018,37.02519,今山东邹平县西北九户乡古王台村,Xian,县,6,619,,624,,85043,POINT,85043,FROM_FD,,,,,治所迁移,治所迁移
Li Xian,黎县,黎縣,115.75971,35.5593,今山东郓城县西17公里陈坡一带,Xian,县,6,23,,290,,85044,POINT,85044,FROM_FD,,,,,更名,撤销
Yishi Xian,已氏县,已氏縣,115.70169,34.7046,今山东曹县东南蔡搂乡楚天集村（旧称楚丘集,Xian,县,6,-202,,13,,85045,POINT,85045,FROM_FD,,,,,新建,更名
Yishan Xian,已善县,已善縣,115.70169,34.7046,今山东曹县东南蔡搂乡楚天集村（旧称楚丘集,Xian,县,6,14,,22,,85046,POINT,85046,FROM_FD,,,,,更名,更名
Yishi Xian,已氏县,已氏縣,115.70169,34.7046,今山东曹县东南蔡搂乡楚天集村（旧称楚丘集,Xian,县,6,23,,555,,85047,POINT,85047,FROM_FD,,,,,更名,撤销
Yishi Xian,已氏县,已氏縣,115.70169,34.7046,今山东曹县东南蔡搂乡楚天集村（旧称楚丘集,Xian,县,6,584,,585,,85048,POINT,85048,FROM_FD,,,,,新建,更名
Chuqiu Xian,楚丘县,楚丘縣,115.70169,34.7046,今山东曹县东南蔡搂乡楚天集村（旧称楚丘集,Xian,县,6,586,,1367,,85049,POINT,85049,FROM_FD,,,,,更名,撤销
Shixiang Houguo,贳乡侯国,貰鄉侯國,115.56319,34.73474,今山东曹县南土山集一带。属山阳郡,Houguo,侯国,6,-38,,-36,,85050,POINT,85050,FROM_FD,,,,,新建,撤销
Huang Xian,黄县,黃縣,115.56319,34.73474,今山东曹县南土山集一带,Xian,县,6,586,,597,,85051,POINT,85051,FROM_FD,,,,,新建,更名
Mengze Xian,蒙泽县,蒙澤縣,115.56319,34.73474,今山东曹县南土山集一带,Xian,县,6,598,,607,,85052,POINT,85052,FROM_FD,,,,,更名,撤销
Mengze Xian,蒙泽县,蒙澤縣,115.56319,34.73474,今山东曹县南土山集一带,Xian,县,6,621,,626,,85053,POINT,85053,FROM_FD,,,,,新建,撤销
Bao Xian,薄县,薄縣,115.5415,34.72515,今山东曹县南二十五里,Xian,县,6,-202,,219,,85054,POINT,85054,FROM_FD,,,,,新建,撤销
Jiyang Xian,济阳县,濟陽縣,115.72255,34.65733,今山东曹县西南五十里,Xian,县,6,621,,626,,85055,POINT,85055,FROM_FD,,,,,新建,撤销
Jiyin Xian,济阴县,濟陰縣,115.28286,34.99095,今山东曹县西北六十里,Xian,县,6,586,,1167,,85056,POINT,85056,FROM_FD,,,,,新建,治所迁移
Jiyin Xian,济阴县,濟陰縣,115.44413,35.25025,今山东省荷泽市,Xian,县,6,1168,,1367,,85057,POINT,85057,FROM_FD,,,,,治所迁移,撤销
Dingtao Xian,定陶县,定陶縣,115.55242,35.08947,今山东定陶县西北二公里李线庄,Xian,县,6,-242,,626,,85058,POINT,85058,FROM_FD,,,,,新建,撤销
Dingtao Xian,定陶县,定陶縣,115.55242,35.08947,今山东定陶县西北2公里李线庄,Xian,县,6,979,,1330,,85059,POINT,85059,FROM_FD,,,,,新建,治所迁移
Dingtao Xian,定陶县,定陶縣,115.71594,35.18391,今山东定陶县东北18公里半堤集,Xian,县,6,1331,,1370,,85060,POINT,85060,FROM_FD,,,,,治所迁移,治所迁移
Dingtao Xian,定陶县,定陶縣,115.56662,35.07399,今山东定陶县,Xian,县,6,1371,,1376,,85061,POINT,85061,FROM_FD,,,,,治所迁移,撤销
Dingtao Xian,定陶县,定陶縣,115.56662,35.07399,今山东定陶县,Xian,县,6,1380,,1911,,85062,POINT,85062,FROM_FD,,,,,新建,数据下限
Juancheng Xian,鄄城县,鄄城縣,115.50356,35.67287,今山东鄄城县北旧城镇,Xian,县,6,-242,,13,,85063,POINT,85063,FROM_FD,,,,,新建,更名
Juanliang Xian,鄄良县,鄄良縣,115.50356,35.67287,今山东鄄城县北旧城镇,Xian,县,6,14,,220,,85064,POINT,85064,FROM_FD,,,,,更名,更名
Juancheng Xian,鄄城县,鄄城縣,115.50356,35.67287,今山东鄄城县北旧城镇,Xian,县,6,23,,434,,85065,POINT,85065,FROM_FD,,,,,更名,撤销
Juancheng Xian,鄄城县,鄄城縣,115.50356,35.67287,今山东鄄城县北旧城镇,Xian,县,6,477,,1368,,85066,POINT,85066,FROM_FD,,,,,新建,撤销
Chengyang Xian,成阳县,成陽縣,115.66827,35.40651,今山东荷泽市东北胡集一带,Xian,县,6,-242,,555,,85067,POINT,85067,FROM_FD,,,,,新建,撤销
Leize Xian,雷泽县,雷澤縣,115.66827,35.40651,今山东荷泽市东北胡集一带,Xian,县,6,596,,1153,,85068,POINT,85068,FROM_FD,,,,,新建,撤销
Chengdu Houguo,城都侯国,城都侯國,115.61658,35.52508,今山东鄄城县东南引马村一带,Houguo,侯国,6,-27,,13,,85069,POINT,85069,FROM_FD,,,,,新建,更名
Chenggu Houguo,城谷侯国,城谷侯國,115.61658,35.52508,今山东鄄城县东南引马村一带,Houguo,侯国,6,14,,22,,85070,POINT,85070,FROM_FD,,,,,更名,更名
Chengdu Houguo,城都侯国,城都侯國,115.61658,35.52508,今山东鄄城县东南引马村一带,Houguo,侯国,6,23,,29,,85071,POINT,85071,FROM_FD,,,,,更名,撤销
Duguan Xian,都关县,都關縣,115.62495,35.60211,今山东今鄄城县东北箕山乡后彭庙村一带,Xian,县,6,-242,,29,,85072,POINT,85072,FROM_FD,,,,,新建,撤销
Linpu Xian,临濮县,臨濮縣,115.37132,35.47596,今山东鄄城县西南临濮集,Xian,县,6,596,,605,,85073,POINT,85073,FROM_FD,,,,,新建,撤销
Linpu Xian,临濮县,臨濮縣,115.37132,35.47596,今山东鄄城县西南临濮集,Xian,县,6,621,,1153,,85074,POINT,85074,FROM_FD,,,,,新建,撤销
Linqiu Xian,廪丘县,廩丘縣,115.72617,35.63647,今山东郓城县西北18公里水堡,Xian,县,6,-242,,606,,85075,POINT,85075,FROM_FD,,,,,新建,撤销
Lincheng Xian,廪城县,廩城縣,115.72617,35.63647,今山东郓城县城西北18公里水堡,Xian,县,6,621,,624,,85076,POINT,85076,FROM_FD,,,,,新建,撤销
Linhuang Xian,临黄县,臨黃縣,115.49436,35.75771,今河南范县南杨集一带,Xian,县,6,404,,441,,85077,POINT,85077,FROM_FD,,,,,新建,撤销
Linhuang Xian,临黄县,臨黃縣,115.49436,35.75771,今河南范县南杨集一带,Xian,县,6,495,,555,,85078,POINT,85078,FROM_FD,,,,,新建,撤销
Linhuang Xian,临黄县,臨黃縣,115.49436,35.75771,今河南范县南杨集一带,Xian,县,6,586,,987,,85079,POINT,85079,FROM_FD,,,,,新建,撤销
Guancheng Xian,观城县,觀城縣,115.37628,35.94408,今山东莘县西南观城,Xian,县,6,1077,,1911,,85089,POINT,85089,FROM_FD,,,,,治所迁移,数据下限
Dongwuyang Xian,东武阳县,東武陽縣,115.64565,36.17192,今山东莘县南十八里铺,Xian,县,6,-242,,13,,85090,POINT,85090,FROM_FD,,,,,新建,更名
Wuchang Xian,武昌县,武昌縣,115.64565,36.17192,今山东莘县南十八里铺,Xian,县,6,14,,22,,85091,POINT,85091,FROM_FD,,,,,更名,更名
Dongwuyang Xian,东武阳县,東武陽縣,115.64565,36.17192,今山东莘县南十八里铺,Xian,县,6,23,,190,,85092,POINT,85092,FROM_FD,,,,,更名,治所迁移
Dongwuyang Xian,东武阳县,東武陽縣,115.47488,36.06738,今山东莘县西南朝城镇西四十里,Xian,县,6,191,,404,,85093,POINT,85093,FROM_FD,,,,,治所迁移,更名
Wuyang Xian,武阳县,武陽縣,115.47488,36.06738,今山东莘县西南朝城镇西四十里,Xian,县,6,405,,555,,85094,POINT,85094,FROM_FD,,,,,更名,撤销
Wuyang Xian,武阳县,武陽縣,115.47488,36.06738,今山东莘县西南朝城镇西四十里,Xian,县,6,577,,642,,85095,POINT,85095,FROM_FD,,,,,新建,撤销
Wusheng Xian,武圣县,武聖縣,115.47488,36.06738,今山东莘县西南朝城镇西四十里,Xian,县,6,689,,718,,85096,POINT,85096,FROM_FD,,,,,新建,更名
Chaocheng Xian,朝城县,朝城縣,115.47488,36.06738,今山东莘县西南朝城镇西四十里,Xian,县,6,719,,905,,85097,POINT,85097,FROM_FD,,,,,更名,更名
Wuyang Xian,武阳县,武陽縣,115.47488,36.06738,今山东莘县西南朝城镇西四十里,Xian,县,6,906,,923,,85098,POINT,85098,FROM_FD,,,,,更名,更名
Chaocheng Xian,朝城县,朝城縣,115.47488,36.06738,今山东莘县西南朝城镇西四十里,Xian,县,6,924,,1032,,85099,POINT,85099,FROM_FD,,,,,更名,治所迁移
Chaocheng Xian,朝城县,朝城縣,115.5786,36.05568,今山东莘县西南朝城镇,Xian,县,6,1033,,1911,,85100,POINT,85100,FROM_FD,,,,,治所迁移,数据下限
Fan Xian,范县,範縣,116.05293,35.84589,在今山东梁山县西北寿张集一带,Xian,县,6,-202,,13,,85101,POINT,85101,FROM_FD,,,,,新建,更名
Jianmu Xian,建睦县,建睦縣,116.05293,35.84589,今山东梁山县西北寿张集一带,Xian,县,6,14,,22,,85102,POINT,85102,FROM_FD,,,,,更名,更名
Fan Xian,范县,範縣,116.05293,35.84589,今山东梁山县西北寿张集一带,Xian,县,6,23,,555,,85103,POINT,85103,FROM_FD,,,,,更名,撤销
Fan Xian,范县,範縣,115.90605,35.93007,今山东梁山县西北赵堌堆乡前、后范城村,Xian,县,6,420,,498,,85104,POINT,85104,FROM_FD,,,,,新建,撤销
Fan Xian,范县,範縣,115.90605,35.93007,今山东梁山县西北赵堌堆乡前、后范城村,Xian,县,6,528,,555,,85105,POINT,85105,FROM_FD,,,,,新建,撤销
Fan Xian,范县,範縣,115.90605,35.93007,今山东梁山县西北赵堌堆乡前、后范城村,Xian,县,6,596,,1391,,85106,POINT,85106,FROM_FD,,,,,新建,治所迁移
Fan Xian,范县,範縣,115.62972,35.93529,今山东莘县南古城,Xian,县,6,1392,,1911,,85107,POINT,85107,FROM_FD,,,,,治所迁移,数据下限
Juye Xian,巨野县,巨野縣,116.08871,35.39621,今山东巨野县城,Xian,县,6,-202,,555,,85108,POINT,85108,FROM_FD,,,,,新建,撤销
Juye Xian,巨野县,巨野縣,116.08871,35.39621,今山东巨野县城,Xian,县,6,596,,1149,,85109,POINT,85109,FROM_FD,,,,,新建,撤销
Juye Xian,巨野县,巨野縣,116.08871,35.39621,今山东巨野县城,Xian,县,6,1269,,1911,,85110,POINT,85110,FROM_FD,,,,,新建,数据下限
Heshang Xian,河上县,河上縣,115.4075,35.95678,今山东省莘县观城镇东北,Xian,县,6,596,,605,,85111,POINT,85111,FROM_FD,,,,,新建,撤销
Heze Xian,菏泽县,菏澤縣,115.44413,35.25025,今山东荷泽市,Xian,县,6,1735,,1911,,85112,POINT,85112,FROM_FD,,,,,新建,数据下限
Chengwu Xian,成武县,成武縣,115.87518,34.96223,今山东成武县,Xian,县,6,-242,,13,,85113,POINT,85113,FROM_FD,,,,,新建,更名
Chengan Xian,成安县,成安縣,115.87518,34.96223,今山东成武县,Xian,县,6,14,,22,,85114,POINT,85114,FROM_FD,,,,,更名,更名
Chengwu Xian,成武县,成武縣,115.87518,34.96223,今山东成武县,Xian,县,6,23,,453,,85115,POINT,85115,FROM_FD,,,,,更名,更名
Chengwu Xian,城武县,城武縣,115.87518,34.96223,今山东成武县,Xian,县,6,454,,499,,85116,POINT,85116,FROM_FD,,,,,更名,治所迁移
Chengwu Xian,城武县,城武縣,115.94444,34.90913,今山东成武县东南郜鼎集,Xian,县,6,500,,555,,85117,POINT,85117,FROM_FD,,,,,治所迁移,更名
Chengwu Xian,成武县,成武縣,115.94444,34.90913,今山东成武县东南郜鼎集,Xian,县,6,556,,605,,85118,POINT,85118,FROM_FD,,,,,更名,治所迁移
Chengwu Xian,成武县,成武縣,115.87518,34.96223,今山东成武县,Xian,县,6,606,,1384,,85119,POINT,85119,FROM_FD,,,,,治所迁移,更名
Chengwu Xian,城武县,城武縣,115.87518,34.96223,今山东成武县,Xian,县,6,1385,,1911,,85120,POINT,85120,FROM_FD,,,,,更名,数据下限
Qingze Xian,清泽县,清澤縣,116.03914,35.60969,今山东郓城县东张营一带,Xian,县,6,577,,583,,85121,POINT,85121,FROM_FD,,,,,新建,更名
Wanan Xian,万安县,萬安縣,116.03914,35.60969,今山东郓城县东张营一带,Xian,县,6,584,,597,,85122,POINT,85122,FROM_FD,,,,,更名,更名
Yuncheng Xian,郓城县,鄆城縣,116.03914,35.60969,今山东郓城县东张营一带,Xian,县,6,598,,904,,85123,POINT,85123,FROM_FD,,,,,更名,更名
Wanan Xian,万安县,萬安縣,116.03914,35.60969,今山东郓城县东张营一带,Xian,县,6,905,,922,,85124,POINT,85124,FROM_FD,,,,,更名,更名
Yuncheng Xian,郓城县,鄆城縣,116.03914,35.60969,今山东郓城县东张营一带,Xian,县,6,923,,1165,,85125,POINT,85125,FROM_FD,,,,,更名,治所迁移
Yuncheng Xian,郓城县,鄆城縣,115.93501,35.60506,今山东郓城县,Xian,县,6,1166,,1911,,85126,POINT,85126,FROM_FD,,,,,治所迁移,数据下限
Cao Xian,曹县,曹縣,115.53945,34.82759,今山东曹县城,Xian,县,6,1371,,1911,,85127,POINT,85127,FROM_FD,,,,,新建,数据下限
Kangfu Xian,亢父县,亢父縣,116.53927,35.20763,今山东济宁市南喻屯乡城南张村北遗址,Xian,县,6,-224,,-30,,85128,POINT,85128,FROM_FD,,,,,新建,撤销
Kangfu Xian,亢父县,亢父縣,116.53927,35.20763,今山东济宁市南喻屯乡城南张村北遗址,Xian,县,6,-28,,13,,85129,POINT,85129,FROM_FD,,,,,新建,更名
Shunfu Xian,顺父县,順父縣,116.53927,35.20763,今山东济宁市南喻屯乡城南张村北遗址,Xian,县,6,14,,22,,85130,POINT,85130,FROM_FD,,,,,更名,更名
Kangfu Xian,亢父县,亢父縣,116.53927,35.20763,今山东济宁市南喻屯乡城南张村北遗址,Xian,县,6,23,,555,,85131,POINT,85131,FROM_FD,,,,,更名,撤销
Fangdong Xian,防东县,防東縣,116.12553,34.96954,今山东成武县城东白浮图乡防城村,Xian,县,6,126,,219,,85132,POINT,85132,FROM_FD,,,,,新建,撤销
Changyi Xian,昌邑县,昌邑縣,116.12354,35.14277,今山东巨野县东南昌邑集,Xian,县,6,-225,,419,,85133,POINT,85133,FROM_FD,,,,,新建,撤销
Changyi Xian,昌邑县,昌邑縣,116.12925,35.14685,今山东巨野县昌邑集东北数里,Xian,县,6,596,,605,,85134,POINT,85134,FROM_FD,,,,,新建,撤销
Dongmin Xian,东缗县,東緡縣,116.30453,35.06816,今山东金乡县城,Xian,县,6,-225,,211,,85135,POINT,85135,FROM_FD,,,,,新建,撤销
Yuanqi Xian,爰戚县,爰戚縣,116.2623,35.31748,今山东嘉祥县西南二十五里,Xian,县,6,-225,,-202,,85136,POINT,85136,FROM_FD,,,,,新建,更名
Yuanqi Houguo,爰戚侯国,爰戚侯國,116.2623,35.31748,今山东嘉祥县西南二十五里,Houguo,侯国,6,-201,,13,,85137,POINT,85137,FROM_FD,,,,,更名,更名
Qiting Houguo,戚亭侯国,戚亭侯國,116.2623,35.31748,今山东嘉祥县西南二十五里,Houguo,侯国,6,14,,22,,85138,POINT,85138,FROM_FD,,,,,更名,更名
Qiting Houguo,戚亭侯国,戚亭侯國,116.2623,35.31748,今山东嘉祥县西南二十五里,Houguo,侯国,6,23,,29,,85139,POINT,85139,FROM_FD,,,,,更名,撤销
Jiaxiang Xian,嘉祥县,嘉祥縣,116.22337,35.40207,今山东嘉祥县西酒庄,Xian,县,6,1147,,1156,,85140,POINT,85140,FROM_FD,,,,,新建,治所迁移
Jiaxiang Xian,嘉祥县,嘉祥縣,116.35474,35.40074,今山东嘉祥县稍东,Xian,县,6,1157,,1174,,85141,POINT,85141,FROM_FD,,,,,治所迁移,治所迁移
Jiaxiang Xian,嘉祥县,嘉祥縣,116.34298,35.40069,今山东嘉祥县,Xian,县,6,1175,,1911,,85142,POINT,85142,FROM_FD,,,,,治所迁移,数据下限
Huling Xian,湖陵县,湖陵縣,116.83036,34.9429,今山东微山县西北张楼乡程子庙村,Xian,县,6,-224,,13,,85143,POINT,85143,FROM_FD,,,,,新建,更名
Hulu Xian,湖陆县,湖陸縣,116.83036,34.9429,今山东微山县西北张楼乡程子庙村,Xian,县,6,14,,22,,85144,POINT,85144,FROM_FD,,,,,更名,更名
Huling Xian,湖陵县,湖陵縣,116.83036,34.9429,今山东微山县西北张楼乡程子庙村,Xian,县,6,23,,83,,85145,POINT,85145,FROM_FD,,,,,更名,更名
Hulu Xian,湖陆县,湖陸縣,116.83036,34.9429,今山东微山县西北张楼乡程子庙村,Xian,县,6,84,,455,,85146,POINT,85146,FROM_FD,,,,,更名,撤销
Fangyu Xian,方与县,方與縣,116.61735,35.08306,今山东鱼台县谷城镇武台乡古城集,Xian,县,6,-224,,555,,85147,POINT,85147,FROM_FD,,,,,新建,撤销
Fangyu Xian,方与县,方與縣,116.61735,35.08306,今山东鱼台县谷城镇武台乡古城集村,Xian,县,6,596,,761,,85148,POINT,85148,FROM_FD,,,,,新建,更名
Yutai Xian,鱼台县,魚台縣,116.61735,35.08306,今山东鱼台县谷城镇武台乡古城集村,Xian,县,6,762,,808,,85149,POINT,85149,FROM_FD,,,,,更名,治所迁移
Yutai Xian,鱼台县,魚台縣,116.53735,35.00492,今山东鱼台县谷亭镇西王庙乡旧城村,Xian,县,6,809,,1264,,85150,POINT,85150,FROM_FD,,,,,治所迁移,撤销
Yutai Xian,鱼台县,魚台縣,116.53735,35.00492,今山东鱼台县谷亭镇西王庙乡旧城村,Xian,县,6,1266,,1755,,85151,POINT,85151,FROM_FD,,,,,新建,治所迁移
Yutai Xian,鱼台县,魚台縣,116.46536,34.9368,今山东鱼台县西南鱼城镇,Xian,县,6,1756,,1911,,85152,POINT,85152,FROM_FD,,,,,治所迁移,数据下限
Rencheng Xian,任城县,任城縣,116.695,35.23642,今山东微山县西北南阳湖东岸鲁桥镇仲浅村,Xian,县,6,-224,,13,,85153,POINT,85153,FROM_FD,,,,,新建,更名
Yanjiuting Xian,延就亭县,延就亭縣,116.695,35.23642,今山东微山县西北南阳湖东岸鲁桥镇仲浅村,Xian,县,6,14,,22,,85154,POINT,85154,FROM_FD,,,,,更名,更名
Rencheng Xian,任城县,任城縣,116.695,35.23642,今山东微山县西北南阳湖东岸鲁桥镇仲浅村,Xian,县,6,23,,463,,85155,POINT,85155,FROM_FD,,,,,更名,撤销
Rencheng Xian,任城县,任城縣,116.57787,35.41043,今山东济宁市,Xian,县,6,518,,1274,,85156,POINT,85156,FROM_FD,,,,,新建,撤销
Rencheng Xian,任城县,任城縣,116.57787,35.41043,今山东济宁市,Xian,县,6,1286,,1384,,85157,POINT,85157,FROM_FD,,,,,新建,撤销
Jinxiang Xian,金乡县,金鄉縣,116.33284,35.24677,今山东嘉祥县南满硐乡阿城铺,Xian,县,6,24,,478,,85158,POINT,85158,FROM_FD,,,,,新建,治所迁移
Jinxiang Xian,金乡县,金鄉縣,116.30453,35.06816,今山东金乡县,Xian,县,6,479,,1911,,85159,POINT,85159,FROM_FD,,,,,治所迁移,数据下限
Linqing Xian,临清县,臨清縣,115.49031,36.85869,今河北临西县,Xian,县,6,330,,333,,85160,POINT,85160,FROM_FD,,,,,新建,撤销
Linqing Xian,临清县,臨清縣,115.49031,36.85869,今河北临西县治,Xian,县,6,497,,555,,85161,POINT,85161,FROM_FD,,,,,新建,撤销
Linqing Xian,临清县,臨清縣,115.49031,36.85869,今河北临西县治,Xian,县,6,586,,1126,,85162,POINT,85162,FROM_FD,,,,,新建,治所迁移
Linqing Xian,临清县,臨清縣,115.69638,36.82811,今山东临清市南五里旧县,Xian,县,6,1127,,1368,,85163,POINT,85163,FROM_FD,,,,,治所迁移,治所迁移
Linqing Xian,临清县,臨清縣,115.70152,36.84621,今山东临清市,Xian,县,6,1369,,1488,,85164,POINT,85164,FROM_FD,,,,,治所迁移,撤销
Qingyuan Xian,清渊县,清淵縣,115.35797,36.70026,今河北省馆陶县西北清阳城,Xian,县,6,-106,,396,,85165,POINT,85165,FROM_FD,,,,,新建,治所迁移
Qingyuan Xian,清渊县,清淵縣,115.52473,36.61899,今山东冠县东北清水镇,Xian,县,6,397,,620,,85166,POINT,85166,FROM_FD,,,,,治所迁移,更名
Qingshui Xian,清水县,清水縣,115.52473,36.61899,今山东冠县东北清水镇,Xian,县,6,621,,626,,85167,POINT,85167,FROM_FD,,,,,更名,撤销
Dongwucheng Xian,东武城县,東武城縣,115.84629,37.19822,今河北故城县西南祖杨北十里,Xian,县,6,-198,,419,,85168,POINT,85168,FROM_FD,,,,,新建,更名
Wucheng Xian,武城县,武城縣,115.84629,37.19822,今河北故城县西南祖杨北十里,Xian,县,6,420,,555,,85169,POINT,85169,FROM_FD,,,,,更名,治所迁移
Wucheng Xian,武城县,武城縣,115.84629,37.19822,今河北故城县西南祖杨北十里,Xian,县,6,586,,678,,85171,POINT,85171,FROM_FD,,,,,新建,治所迁移
Wucheng Xian,武城县,武城縣,115.84276,37.15546,今河北故城县西南祖杨附近,Xian,县,6,679,,1108,,85172,POINT,85172,FROM_FD,,,,,治所迁移,治所迁移
Wucheng Xian,武城县,武城縣,115.88631,37.14809,今山东武城县西南老城镇,Xian,县,6,1109,,1911,,85173,POINT,85173,FROM_FD,,,,,治所迁移,数据下限
Fuyang Xian,复阳县,複陽縣,115.83076,37.31118,今河北故城县西南饶阳店,Xian,县,6,-198,,13,,85174,POINT,85174,FROM_FD,,,,,新建,更名
Xinxiang Houguo,信乡侯国,信鄉侯國,115.97382,36.95347,今山东夏津县西（西汉厝县西北十七里）,Houguo,侯国,6,-70,,29,,85177,POINT,85177,FROM_FD,,,,,新建,撤销
Nanqu Houguo,南曲侯国,南曲侯國,115.13678,36.88023,今河北丘县西北古城营,Houguo,侯国,6,-81,,-22,,85178,POINT,85178,FROM_FD,,,,,新建,更名
Nanqu Xian,南曲县,南曲縣,115.13678,36.88023,今河北丘县西北古城营,Xian,县,6,-21,,29,,85179,POINT,85179,FROM_FD,,,,,更名,撤销
Shaqiu Xian,沙丘县,沙丘縣,115.66107,36.84598,今河北临西县东,Xian,县,6,596,,605,,85180,POINT,85180,FROM_FD,,,,,新建,撤销
Shaqiu Xian,沙丘县,沙丘縣,115.66107,36.84598,今河北临西县东,Xian,县,6,622,,626,,85181,POINT,85181,FROM_FD,,,,,新建,撤销
Yongji Xian,永济县,永濟縣,115.40781,36.65789,今山东冠县西北北馆陶镇,Xian,县,6,772,,1071,,85183,POINT,85183,FROM_FD,,,,,新建,撤销
Qiu Xian,丘县,丘縣,115.15681,36.71392,今河北丘县南丘城镇,Xian,县,6,1289,,1911,,85188,POINT,85188,FROM_FD,,,,,新建,数据下限
Nanhua Xian,南华县,南華縣,115.23366,35.37645,今山东荷泽市西北李村集南,Xian,县,6,742,,1185,,85189,POINT,85189,FROM_FD,,,,,更名,撤销
Lihu Xian,离狐县,離狐縣,115.23366,35.37645,今山东荷泽市西北李村集南,Xian,县,6,477,,741,,85190,POINT,85190,FROM_FD,,,,,治所迁移,更名
Guantao Xian,馆陶县,館陶縣,115.40781,36.65789,今山东馆陶县东北北馆陶,Xian,县,6,1371,,1911,,85191,POINT,85191,FROM_FD,,,,,新建,数据下限
Liting Xian,历亭县,曆亭縣,116.1097,37.21287,今山东武城县东北旧城东前王李屯附近,Xian,县,6,596,,695,,85192,POINT,85192,FROM_FD,,,,,新建,治所迁移
Liting Xian,历亭县,曆亭縣,116.07293,37.21315,今山东武城县东北旧城,Xian,县,6,696,,1264,,85193,POINT,85193,FROM_FD,,,,,治所迁移,撤销
Dongyang Houguo,东阳侯国,東陽侯國,115.96475,37.22094,今山东武城县东北南运河东岸占官屯附近,Houguo,侯国,6,-70,,8,,85194,POINT,85194,FROM_FD,,,,,新建,撤销
Xuling Xian,胥陵县,胥陵縣,115.96475,37.22094,今山东武城县东北占官屯附近,Xian,县,6,14,,23,,85195,POINT,85195,FROM_FD,,,,,新建,更名
Dongyang Xian,东阳县,東陽縣,115.96475,37.22094,今山东武城县东北占官屯附近,Xian,县,6,23,,29,,85196,POINT,85196,FROM_FD,,,,,更名,撤销
Ling Xian,灵县,靈縣,116.23503,36.71814,今山东高唐县南南镇,Xian,县,6,-198,,13,,85199,POINT,85199,FROM_FD,,,,,新建,更名
Boting Xian,播亭县,播亭縣,116.23503,36.71814,今山东高唐县南之南镇,Xian,县,6,14,,23,,85200,POINT,85200,FROM_FD,,,,,更名,更名
Ling Xian,灵县,靈縣,116.23503,36.71814,今山东高唐县南之南镇,Xian,县,6,23,,29,,85201,POINT,85201,FROM_FD,,,,,更名,撤销
Ling Xian,灵县（零县）,靈縣（零縣）,116.23503,36.71814,今山东高唐县南之南镇,Xian,县,6,97,,555,,85202,POINT,85202,FROM_FD,,,,,新建,撤销
