CODE2020,COUNTY_CH,COUNTY_EN,DCODE,CITY_CH,CITY_EN,PCODE,PROV_CH,PROV_EN,NOTE
310101,黄浦区,HuangPuQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310104,徐汇区,XuHuiQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310105,长宁区,ChangNingQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310106,静安区,JingAnQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310107,普陀区,PuTuoQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310109,虹口区,HongKouQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310110,杨浦区,YangPuQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310112,闵行区,MinXingQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310113,宝山区,BaoShanQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310114,嘉定区,JiaDingQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310115,浦东新区,PuDongXinQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310116,金山区,JinShanQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310117,松江区,SongJiangQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310118,青浦区,QingPuQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310120,奉贤区,FengXianQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
310151,崇明区,ChongMingQu,3101,上海市,ShangHaiShi,31,上海市,ShangHaiShi,
320102,玄武区,XuanWuQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320104,秦淮区,QinHuaiQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320105,建邺区,JianYeQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320106,鼓楼区,GuLouQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320111,浦口区,PuKouQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320113,栖霞区,QiXiaQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320114,雨花台区,YuHuaTaiQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320115,江宁区,JiangNingQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320116,六合区,LiuHeQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320117,溧水区,LiShuiQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320118,高淳区,GaoChunQu,3201,南京市,NanJingShi,32,江苏省,JiangSuSheng,
320205,锡山区,XiShanQu,3202,无锡市,WuXiShi,32,江苏省,JiangSuSheng,
320206,惠山区,HuiShanQu,3202,无锡市,WuXiShi,32,江苏省,JiangSuSheng,
320211,滨湖区,BinHuQu,3202,无锡市,WuXiShi,32,江苏省,JiangSuSheng,
320213,梁溪区,LiangXiQu,3202,无锡市,WuXiShi,32,江苏省,JiangSuSheng,
320214,新吴区,XinWuQu,3202,无锡市,WuXiShi,32,江苏省,JiangSuSheng,
320281,江阴市,JiangYinShi,3202,无锡市,WuXiShi,32,江苏省,JiangSuSheng,
320282,宜兴市,YiXingShi,3202,无锡市,WuXiShi,32,江苏省,JiangSuSheng,
320302,鼓楼区,GuLouQu,3203,徐州市,XuZhouShi,32,江苏省,JiangSuSheng,
320303,云龙区,YunLongQu,3203,徐州市,XuZhouShi,32,江苏省,JiangSuSheng,
320305,贾汪区,JiaWangQu,3203,徐州市,XuZhouShi,32,江苏省,JiangSuSheng,
320311,泉山区,QuanShanQu,3203,徐州市,XuZhouShi,32,江苏省,JiangSuSheng,
320312,铜山区,TongShanQu,3203,徐州市,XuZhouShi,32,江苏省,JiangSuSheng,
320321,丰县,FengXian,3203,徐州市,XuZhouShi,32,江苏省,JiangSuSheng,
320322,沛县,PeiXian,3203,徐州市,XuZhouShi,32,江苏省,JiangSuSheng,
320324,睢宁县,SuiNingXian,3203,徐州市,XuZhouShi,32,江苏省,JiangSuSheng,
320381,新沂市,XinYiShi,3203,徐州市,XuZhouShi,32,江苏省,JiangSuSheng,
320382,邳州市,PiZhouShi,3203,徐州市,XuZhouShi,32,江苏省,JiangSuSheng,
320402,天宁区,TianNingQu,3204,常州市,ChangZhouShi,32,江苏省,JiangSuSheng,
320404,钟楼区,ZhongLouQu,3204,常州市,ChangZhouShi,32,江苏省,JiangSuSheng,
320411,新北区,XinBeiQu,3204,常州市,ChangZhouShi,32,江苏省,JiangSuSheng,
320412,武进区,WuJinQu,3204,常州市,ChangZhouShi,32,江苏省,JiangSuSheng,
320413,金坛区,JinTanQu,3204,常州市,ChangZhouShi,32,江苏省,JiangSuSheng,
320481,溧阳市,LiYangShi,3204,常州市,ChangZhouShi,32,江苏省,JiangSuSheng,
320505,虎丘区,HuQiuQu,3205,苏州市,SuZhouShi,32,江苏省,JiangSuSheng,
320506,吴中区,WuZhongQu,3205,苏州市,SuZhouShi,32,江苏省,JiangSuSheng,
320507,相城区,XiangChengQu,3205,苏州市,SuZhouShi,32,江苏省,JiangSuSheng,
320508,姑苏区,GuSuQu,3205,苏州市,SuZhouShi,32,江苏省,JiangSuSheng,
320509,吴江区,WuJiangQu,3205,苏州市,SuZhouShi,32,江苏省,JiangSuSheng,
320581,常熟市,ChangShuShi,3205,苏州市,SuZhouShi,32,江苏省,JiangSuSheng,
320582,张家港市,ZhangJiaGangShi,3205,苏州市,SuZhouShi,32,江苏省,JiangSuSheng,
320583,昆山市,KunShanShi,3205,苏州市,SuZhouShi,32,江苏省,JiangSuSheng,
320585,太仓市,TaiCangShi,3205,苏州市,SuZhouShi,32,江苏省,JiangSuSheng,
320602,崇川区,ChongChuanQu,3206,南通市,NanTongShi,32,江苏省,JiangSuSheng,
320612,通州区,TongZhouQu,3206,南通市,NanTongShi,32,江苏省,JiangSuSheng,
320685,海安市,HaiAnShi,3206,南通市,NanTongShi,32,江苏省,JiangSuSheng,
320623,如东县,RuDongXian,3206,南通市,NanTongShi,32,江苏省,JiangSuSheng,
320681,启东市,QiDongShi,3206,南通市,NanTongShi,32,江苏省,JiangSuSheng,
320682,如皋市,RuGaoShi,3206,南通市,NanTongShi,32,江苏省,JiangSuSheng,
320684,海门市,HaiMenShi,3206,南通市,NanTongShi,32,江苏省,JiangSuSheng,
320703,连云区,LianYunQu,3207,连云港市,LianYunGangShi,32,江苏省,JiangSuSheng,
320706,海州区,HaiZhouQu,3207,连云港市,LianYunGangShi,32,江苏省,JiangSuSheng,
320707,赣榆区,GanYuQu,3207,连云港市,LianYunGangShi,32,江苏省,JiangSuSheng,
320722,东海县,DongHaiXian,3207,连云港市,LianYunGangShi,32,江苏省,JiangSuSheng,
320723,灌云县,GuanYunXian,3207,连云港市,LianYunGangShi,32,江苏省,JiangSuSheng,
320724,灌南县,GuanNanXian,3207,连云港市,LianYunGangShi,32,江苏省,JiangSuSheng,
320803,淮安区,HuaiAnQu,3208,淮安市,HuaiAnShi,32,江苏省,JiangSuSheng,
320804,淮阴区,HuaiYinQu,3208,淮安市,HuaiAnShi,32,江苏省,JiangSuSheng,
320812,清江浦区,QingJiangPuQu,3208,淮安市,HuaiAnShi,32,江苏省,JiangSuSheng,
320813,洪泽区,HongZeQu,3208,淮安市,HuaiAnShi,32,江苏省,JiangSuSheng,
320826,涟水县,LianShuiXian,3208,淮安市,HuaiAnShi,32,江苏省,JiangSuSheng,
320830,盱眙县,XuYiXian,3208,淮安市,HuaiAnShi,32,江苏省,JiangSuSheng,
320831,金湖县,JinHuXian,3208,淮安市,HuaiAnShi,32,江苏省,JiangSuSheng,
320902,亭湖区,TingHuQu,3209,盐城市,YanChengShi,32,江苏省,JiangSuSheng,
320903,盐都区,YanDuQu,3209,盐城市,YanChengShi,32,江苏省,JiangSuSheng,
320904,大丰区,DaFengQu,3209,盐城市,YanChengShi,32,江苏省,JiangSuSheng,
320921,响水县,XiangShuiXian,3209,盐城市,YanChengShi,32,江苏省,JiangSuSheng,
320922,滨海县,BinHaiXian,3209,盐城市,YanChengShi,32,江苏省,JiangSuSheng,
320923,阜宁县,FuNingXian,3209,盐城市,YanChengShi,32,江苏省,JiangSuSheng,
320924,射阳县,SheYangXian,3209,盐城市,YanChengShi,32,江苏省,JiangSuSheng,
320925,建湖县,JianHuXian,3209,盐城市,YanChengShi,32,江苏省,JiangSuSheng,
320981,东台市,DongTaiShi,3209,盐城市,YanChengShi,32,江苏省,JiangSuSheng,
321002,广陵区,GuangLingQu,3210,扬州市,YangZhouShi,32,江苏省,JiangSuSheng,
321003,邗江区,HanJiangQu,3210,扬州市,YangZhouShi,32,江苏省,JiangSuSheng,
321012,江都区,JiangDuQu,3210,扬州市,YangZhouShi,32,江苏省,JiangSuSheng,
321023,宝应县,BaoYingXian,3210,扬州市,YangZhouShi,32,江苏省,JiangSuSheng,
321081,仪征市,YiZhengShi,3210,扬州市,YangZhouShi,32,江苏省,JiangSuSheng,
321084,高邮市,GaoYouShi,3210,扬州市,YangZhouShi,32,江苏省,JiangSuSheng,
321102,京口区,JingKouQu,3211,镇江市,ZhenJiangShi,32,江苏省,JiangSuSheng,
321111,润州区,RunZhouQu,3211,镇江市,ZhenJiangShi,32,江苏省,JiangSuSheng,
321112,丹徒区,DanTuQu,3211,镇江市,ZhenJiangShi,32,江苏省,JiangSuSheng,
321181,丹阳市,DanYangShi,3211,镇江市,ZhenJiangShi,32,江苏省,JiangSuSheng,
321182,扬中市,YangZhongShi,3211,镇江市,ZhenJiangShi,32,江苏省,JiangSuSheng,
321183,句容市,JuRongShi,3211,镇江市,ZhenJiangShi,32,江苏省,JiangSuSheng,
321202,海陵区,HaiLingQu,3212,泰州市,TaiZhouShi,32,江苏省,JiangSuSheng,
321203,高港区,GaoGangQu,3212,泰州市,TaiZhouShi,32,江苏省,JiangSuSheng,
321204,姜堰区,JiangYanQu,3212,泰州市,TaiZhouShi,32,江苏省,JiangSuSheng,
321281,兴化市,XingHuaShi,3212,泰州市,TaiZhouShi,32,江苏省,JiangSuSheng,
321282,靖江市,JingJiangShi,3212,泰州市,TaiZhouShi,32,江苏省,JiangSuSheng,
321283,泰兴市,TaiXingShi,3212,泰州市,TaiZhouShi,32,江苏省,JiangSuSheng,
321302,宿城区,SuChengQu,3213,宿迁市,SuQianShi,32,江苏省,JiangSuSheng,
321311,宿豫区,SuYuQu,3213,宿迁市,SuQianShi,32,江苏省,JiangSuSheng,
321322,沭阳县,ShuYangXian,3213,宿迁市,SuQianShi,32,江苏省,JiangSuSheng,
321323,泗阳县,SiYangXian,3213,宿迁市,SuQianShi,32,江苏省,JiangSuSheng,
321324,泗洪县,SiHongXian,3213,宿迁市,SuQianShi,32,江苏省,JiangSuSheng,
330102,上城区,ShangChengQu,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330103,下城区,XiaChengQu,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330104,江干区,JiangGanQu,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330105,拱墅区,GongShuQu,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330106,西湖区,XiHuQu,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330108,滨江区,BinJiangQu,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330109,萧山区,XiaoShanQu,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330110,余杭区,YuHangQu,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330111,富阳区,FuYangShi,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330112,临安区,LinAnQu,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330122,桐庐县,TongLuXian,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330127,淳安县,ChunAnXian,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330182,建德市,JianDeShi,3301,杭州市,HangZhouShi,33,浙江省,ZheJiangSheng,
330203,海曙区,HaiShuQu,3302,宁波市,NingBoShi,33,浙江省,ZheJiangSheng,
330205,江北区,JiangBeiQu,3302,宁波市,NingBoShi,33,浙江省,ZheJiangSheng,
330206,北仑区,BeiLunQu,3302,宁波市,NingBoShi,33,浙江省,ZheJiangSheng,
330211,镇海区,ZhenHaiQu,3302,宁波市,NingBoShi,33,浙江省,ZheJiangSheng,
330212,鄞州区,YinZhouQu,3302,宁波市,NingBoShi,33,浙江省,ZheJiangSheng,
330213,奉化区,FengHuaQu,3302,宁波市,NingBoShi,33,浙江省,ZheJiangSheng,
330225,象山县,XiangShanXian,3302,宁波市,NingBoShi,33,浙江省,ZheJiangSheng,
330226,宁海县,NingHaiXian,3302,宁波市,NingBoShi,33,浙江省,ZheJiangSheng,
330281,余姚市,YuYaoShi,3302,宁波市,NingBoShi,33,浙江省,ZheJiangSheng,
330282,慈溪市,CiXiShi,3302,宁波市,NingBoShi,33,浙江省,ZheJiangSheng,
330302,鹿城区,LuChengQu,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330303,龙湾区,LongWanQu,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330304,瓯海区,OuHaiQu,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330305,洞头区,DongTouQu,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330324,永嘉县,YongJiaXian,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330326,平阳县,PingYangXian,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330327,苍南县,CangNanXian,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330328,文成县,WenChengXian,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330329,泰顺县,TaiShunXian,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330381,瑞安市,RuiAnShi,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330382,乐清市,LeQingShi,3303,温州市,WenZhouShi,33,浙江省,ZheJiangSheng,
330402,南湖区,NanHuQu,3304,嘉兴市,JiaXingShi,33,浙江省,ZheJiangSheng,
330411,秀洲区,XiuZhouQu,3304,嘉兴市,JiaXingShi,33,浙江省,ZheJiangSheng,
330421,嘉善县,JiaShanXian,3304,嘉兴市,JiaXingShi,33,浙江省,ZheJiangSheng,
330424,海盐县,HaiYanXian,3304,嘉兴市,JiaXingShi,33,浙江省,ZheJiangSheng,
330481,海宁市,HaiNingShi,3304,嘉兴市,JiaXingShi,33,浙江省,ZheJiangSheng,
330482,平湖市,PingHuShi,3304,嘉兴市,JiaXingShi,33,浙江省,ZheJiangSheng,
330483,桐乡市,TongXiangShi,3304,嘉兴市,JiaXingShi,33,浙江省,ZheJiangSheng,
330502,吴兴区,WuXingQu,3305,湖州市,HuZhouShi,33,浙江省,ZheJiangSheng,
330503,南浔区,NanXunQu,3305,湖州市,HuZhouShi,33,浙江省,ZheJiangSheng,
330521,德清县,DeQingXian,3305,湖州市,HuZhouShi,33,浙江省,ZheJiangSheng,
330522,长兴县,ChangXingXian,3305,湖州市,HuZhouShi,33,浙江省,ZheJiangSheng,
330523,安吉县,AnJiXian,3305,湖州市,HuZhouShi,33,浙江省,ZheJiangSheng,
330602,越城区,YueChengQu,3306,绍兴市,ShaoXingShi,33,浙江省,ZheJiangSheng,
330603,柯桥区,KeQiaoQu,3306,绍兴市,ShaoXingShi,33,浙江省,ZheJiangSheng,
330604,上虞区,ShangYuQu,3306,绍兴市,ShaoXingShi,33,浙江省,ZheJiangSheng,
330624,新昌县,XinChangXian,3306,绍兴市,ShaoXingShi,33,浙江省,ZheJiangSheng,
330681,诸暨市,ZhuJiShi,3306,绍兴市,ShaoXingShi,33,浙江省,ZheJiangSheng,
330683,嵊州市,ShengZhouShi,3306,绍兴市,ShaoXingShi,33,浙江省,ZheJiangSheng,
330702,婺城区,WuChengQu,3307,金华市,JinHuaShi,33,浙江省,ZheJiangSheng,
330703,金东区,JinDongQu,3307,金华市,JinHuaShi,33,浙江省,ZheJiangSheng,
330723,武义县,WuYiXian,3307,金华市,JinHuaShi,33,浙江省,ZheJiangSheng,
330726,浦江县,PuJiangXian,3307,金华市,JinHuaShi,33,浙江省,ZheJiangSheng,
330727,磐安县,PanAnXian,3307,金华市,JinHuaShi,33,浙江省,ZheJiangSheng,
330781,兰溪市,LanXiShi,3307,金华市,JinHuaShi,33,浙江省,ZheJiangSheng,
330782,义乌市,YiWuShi,3307,金华市,JinHuaShi,33,浙江省,ZheJiangSheng,
330783,东阳市,DongYangShi,3307,金华市,JinHuaShi,33,浙江省,ZheJiangSheng,
330784,永康市,YongKangShi,3307,金华市,JinHuaShi,33,浙江省,ZheJiangSheng,
330802,柯城区,KeChengQu,3308,衢州市,QuZhouShi,33,浙江省,ZheJiangSheng,
330803,衢江区,QuJiangQu,3308,衢州市,QuZhouShi,33,浙江省,ZheJiangSheng,
330822,常山县,ChangShanXian,3308,衢州市,QuZhouShi,33,浙江省,ZheJiangSheng,
330824,开化县,KaiHuaXian,3308,衢州市,QuZhouShi,33,浙江省,ZheJiangSheng,
330825,龙游县,LongYouXian,3308,衢州市,QuZhouShi,33,浙江省,ZheJiangSheng,
330881,江山市,JiangShanShi,3308,衢州市,QuZhouShi,33,浙江省,ZheJiangSheng,
330902,定海区,DingHaiQu,3309,舟山市,ZhouShanShi,33,浙江省,ZheJiangSheng,
330903,普陀区,PuTuoQu,3309,舟山市,ZhouShanShi,33,浙江省,ZheJiangSheng,
330921,岱山县,DaiShanXian,3309,舟山市,ZhouShanShi,33,浙江省,ZheJiangSheng,
330922,嵊泗县,ShengSiXian,3309,舟山市,ZhouShanShi,33,浙江省,ZheJiangSheng,
331002,椒江区,JiaoJiangQu,3310,台州市,TaiZhouShi,33,浙江省,ZheJiangSheng,
331003,黄岩区,HuangYanQu,3310,台州市,TaiZhouShi,33,浙江省,ZheJiangSheng,
331004,路桥区,LuQiaoQu,3310,台州市,TaiZhouShi,33,浙江省,ZheJiangSheng,
331022,三门县,SanMenXian,3310,台州市,TaiZhouShi,33,浙江省,ZheJiangSheng,
331023,天台县,TianTaiXian,3310,台州市,TaiZhouShi,33,浙江省,ZheJiangSheng,
331024,仙居县,XianJuXian,3310,台州市,TaiZhouShi,33,浙江省,ZheJiangSheng,
331081,温岭市,WenLingShi,3310,台州市,TaiZhouShi,33,浙江省,ZheJiangSheng,
331082,临海市,LinHaiShi,3310,台州市,TaiZhouShi,33,浙江省,ZheJiangSheng,
331083,玉环市,YuHuanShi,3310,台州市,TaiZhouShi,33,浙江省,ZheJiangSheng,
331102,莲都区,LianDuQu,3311,丽水市,LiShuiShi,33,浙江省,ZheJiangSheng,
331121,青田县,QingTianXian,3311,丽水市,LiShuiShi,33,浙江省,ZheJiangSheng,
331122,缙云县,JinYunXian,3311,丽水市,LiShuiShi,33,浙江省,ZheJiangSheng,
331123,遂昌县,SuiChangXian,3311,丽水市,LiShuiShi,33,浙江省,ZheJiangSheng,
331124,松阳县,SongYangXian,3311,丽水市,LiShuiShi,33,浙江省,ZheJiangSheng,
331125,云和县,YunHeXian,3311,丽水市,LiShuiShi,33,浙江省,ZheJiangSheng,
331126,庆元县,QingYuanXian,3311,丽水市,LiShuiShi,33,浙江省,ZheJiangSheng,
331127,景宁畲族自治县,JingNingSheZuZiZhiXian,3311,丽水市,LiShuiShi,33,浙江省,ZheJiangSheng,
331181,龙泉市,LongQuanShi,3311,丽水市,LiShuiShi,33,浙江省,ZheJiangSheng,
340102,瑶海区,YaoHaiQu,3401,合肥市,HeFeiShi,34,安徽省,AnHuiSheng,
340103,庐阳区,LuYangQu,3401,合肥市,HeFeiShi,34,安徽省,AnHuiSheng,
340104,蜀山区,ShuShanQu,3401,合肥市,HeFeiShi,34,安徽省,AnHuiSheng,
340111,包河区,BaoHeQu,3401,合肥市,HeFeiShi,34,安徽省,AnHuiSheng,
340121,长丰县,ChangFengXian,3401,合肥市,HeFeiShi,34,安徽省,AnHuiSheng,
340122,肥东县,FeiDongXian,3401,合肥市,HeFeiShi,34,安徽省,AnHuiSheng,
340123,肥西县,FeiXiXian,3401,合肥市,HeFeiShi,34,安徽省,AnHuiSheng,
340124,庐江县,LuJiangXian,3401,合肥市,HeFeiShi,34,安徽省,AnHuiSheng,
340181,巢湖市,ChaoHuShi,3401,合肥市,HeFeiShi,34,安徽省,AnHuiSheng,
340202,镜湖区,JingHuQu,3402,芜湖市,WuHuShi,34,安徽省,AnHuiSheng,
340203,弋江区,YiJiangQu,3402,芜湖市,WuHuShi,34,安徽省,AnHuiSheng,
340207,鸠江区,JiuJiangQu,3402,芜湖市,WuHuShi,34,安徽省,AnHuiSheng,
340221,芜湖县,WuHuXian,3402,芜湖市,WuHuShi,34,安徽省,AnHuiSheng,
340222,繁昌县,FanChangXian,3402,芜湖市,WuHuShi,34,安徽省,AnHuiSheng,
340223,南陵县,NanLingXian,3402,芜湖市,WuHuShi,34,安徽省,AnHuiSheng,
340281,无为市,WuWeiShi,3402,芜湖市,WuHuShi,34,安徽省,AnHuiSheng,
340302,龙子湖区,LongZiHuQu,3403,蚌埠市,BangBuShi,34,安徽省,AnHuiSheng,
340303,蚌山区,BangShanQu,3403,蚌埠市,BangBuShi,34,安徽省,AnHuiSheng,
340304,禹会区,YuHuiQu,3403,蚌埠市,BangBuShi,34,安徽省,AnHuiSheng,
340311,淮上区,HuaiShangQu,3403,蚌埠市,BangBuShi,34,安徽省,AnHuiSheng,
340321,怀远县,HuaiYuanXian,3403,蚌埠市,BangBuShi,34,安徽省,AnHuiSheng,
340322,五河县,WuHeXian,3403,蚌埠市,BangBuShi,34,安徽省,AnHuiSheng,
340323,固镇县,GuZhenXian,3403,蚌埠市,BangBuShi,34,安徽省,AnHuiSheng,
340402,大通区,DaTongQu,3404,淮南市,HuaiNanShi,34,安徽省,AnHuiSheng,
340403,田家庵区,TianJiaAnQu,3404,淮南市,HuaiNanShi,34,安徽省,AnHuiSheng,
340404,谢家集区,XieJiaJiQu,3404,淮南市,HuaiNanShi,34,安徽省,AnHuiSheng,
340405,八公山区,BaGongShanQu,3404,淮南市,HuaiNanShi,34,安徽省,AnHuiSheng,
340406,潘集区,PanJiQu,3404,淮南市,HuaiNanShi,34,安徽省,AnHuiSheng,
340421,凤台县,FengTaiXian,3404,淮南市,HuaiNanShi,34,安徽省,AnHuiSheng,
340422,寿县,ShouXian,3404,淮南市,HuaiNanShi,34,安徽省,AnHuiSheng,
340503,花山区,HuaShanQu,3405,马鞍山市,MaAnShanShi,34,安徽省,AnHuiSheng,
340504,雨山区,YuShanQu,3405,马鞍山市,MaAnShanShi,34,安徽省,AnHuiSheng,
340506,博望区,BoWangQu,3405,马鞍山市,MaAnShanShi,34,安徽省,AnHuiSheng,
340521,当涂县,DangTuXian,3405,马鞍山市,MaAnShanShi,34,安徽省,AnHuiSheng,
340522,含山县,HanShanXian,3405,马鞍山市,MaAnShanShi,34,安徽省,AnHuiSheng,
340523,和县,HeXian,3405,马鞍山市,MaAnShanShi,34,安徽省,AnHuiSheng,
340602,杜集区,DuJiQu,3406,淮北市,HuaiBeiShi,34,安徽省,AnHuiSheng,
340603,相山区,XiangShanQu,3406,淮北市,HuaiBeiShi,34,安徽省,AnHuiSheng,
340604,烈山区,LieShanQu,3406,淮北市,HuaiBeiShi,34,安徽省,AnHuiSheng,
340621,濉溪县,SuiXiXian,3406,淮北市,HuaiBeiShi,34,安徽省,AnHuiSheng,
340705,铜官山区,TongGuanShanQu,3407,铜陵市,TongLingShi,34,安徽省,AnHuiSheng,
340706,义安区,YiAnQu,3407,铜陵市,TongLingShi,34,安徽省,AnHuiSheng,
340711,郊区,JiaoQu,3407,铜陵市,TongLingShi,34,安徽省,AnHuiSheng,
340722,枞阳县,ZongYangXian,3407,铜陵市,TongLingShi,34,安徽省,AnHuiSheng,
340802,迎江区,YingJiangQu,3408,安庆市,AnQingShi,34,安徽省,AnHuiSheng,
340803,大观区,DaGuanQu,3408,安庆市,AnQingShi,34,安徽省,AnHuiSheng,
340811,宜秀区,YiXiuQu,3408,安庆市,AnQingShi,34,安徽省,AnHuiSheng,
340822,怀宁县,HuaiNingXian,3408,安庆市,AnQingShi,34,安徽省,AnHuiSheng,
340882,潜山市,QianShanShi,3408,安庆市,AnQingShi,34,安徽省,AnHuiSheng,
340825,太湖县,TaiHuXian,3408,安庆市,AnQingShi,34,安徽省,AnHuiSheng,
340826,宿松县,SuSongXian,3408,安庆市,AnQingShi,34,安徽省,AnHuiSheng,
340827,望江县,WangJiangXian,3408,安庆市,AnQingShi,34,安徽省,AnHuiSheng,
340828,岳西县,YueXiXian,3408,安庆市,AnQingShi,34,安徽省,AnHuiSheng,
340881,桐城市,TongChengShi,3408,安庆市,AnQingShi,34,安徽省,AnHuiSheng,
341002,屯溪区,TunXiQu,3410,黄山市,HuangShanShi,34,安徽省,AnHuiSheng,
341003,黄山区,HuangShanQu,3410,黄山市,HuangShanShi,34,安徽省,AnHuiSheng,
341004,徽州区,HuiZhouQu,3410,黄山市,HuangShanShi,34,安徽省,AnHuiSheng,
341021,歙县,SheXian,3410,黄山市,HuangShanShi,34,安徽省,AnHuiSheng,
341022,休宁县,XiuNingXian,3410,黄山市,HuangShanShi,34,安徽省,AnHuiSheng,
341023,黟县,YiXian,3410,黄山市,HuangShanShi,34,安徽省,AnHuiSheng,
341024,祁门县,QiMenXian,3410,黄山市,HuangShanShi,34,安徽省,AnHuiSheng,
341102,琅琊区,LangYaQu,3411,滁州市,ChuZhouShi,34,安徽省,AnHuiSheng,
341103,南谯区,NanQiaoQu,3411,滁州市,ChuZhouShi,34,安徽省,AnHuiSheng,
341122,来安县,LaiAnXian,3411,滁州市,ChuZhouShi,34,安徽省,AnHuiSheng,
341124,全椒县,QuanJiaoXian,3411,滁州市,ChuZhouShi,34,安徽省,AnHuiSheng,
341125,定远县,DingYuanXian,3411,滁州市,ChuZhouShi,34,安徽省,AnHuiSheng,
341126,凤阳县,FengYangXian,3411,滁州市,ChuZhouShi,34,安徽省,AnHuiSheng,
341181,天长市,TianChangShi,3411,滁州市,ChuZhouShi,34,安徽省,AnHuiSheng,
341182,明光市,MingGuangShi,3411,滁州市,ChuZhouShi,34,安徽省,AnHuiSheng,
341202,颍州区,YingZhouQu,3412,阜阳市,FuYangShi,34,安徽省,AnHuiSheng,
341203,颍东区,YingDongQu,3412,阜阳市,FuYangShi,34,安徽省,AnHuiSheng,
341204,颍泉区,YingQuanQu,3412,阜阳市,FuYangShi,34,安徽省,AnHuiSheng,
341221,临泉县,LinQuanXian,3412,阜阳市,FuYangShi,34,安徽省,AnHuiSheng,
341222,太和县,TaiHeXian,3412,阜阳市,FuYangShi,34,安徽省,AnHuiSheng,
341225,阜南县,FuNanXian,3412,阜阳市,FuYangShi,34,安徽省,AnHuiSheng,
341226,颍上县,YingShangXian,3412,阜阳市,FuYangShi,34,安徽省,AnHuiSheng,
341282,界首市,JieShouShi,3412,阜阳市,FuYangShi,34,安徽省,AnHuiSheng,
341302,埇桥区,YongQiaoQu,3413,宿州市,SuZhouShi,34,安徽省,AnHuiSheng,
341321,砀山县,DangShanXian,3413,宿州市,SuZhouShi,34,安徽省,AnHuiSheng,
341322,萧县,XiaoXian,3413,宿州市,SuZhouShi,34,安徽省,AnHuiSheng,
341323,灵璧县,LingBiXian,3413,宿州市,SuZhouShi,34,安徽省,AnHuiSheng,
341324,泗县,SiXian,3413,宿州市,SuZhouShi,34,安徽省,AnHuiSheng,
341502,金安区,JinAnQu,3415,六安市,LiuAnShi,34,安徽省,AnHuiSheng,
