id,NAME_PY,NAME_CH,NAME_FT,X_COOR,Y_COOR,PRES_LOC,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,BEG_RULE,END_YR,END_RULE,NOTE_ID,OBJ_TYPE,SYS_ID,GEO_SRC,COMPILER,GEOCOMPLR,CHECKER,END_DATE,BEG_CHG_TY,END_CHG_TY
1618,Zi Zhou,资州,資州,104.847249,29.778573,今四川省资中市治,Zhilizhou,直隶州,3,1727,4,1911,6,96608,POINT,96608,FROM_FD,,,,,新建,数据下限
1619,Heren Jun,和仁郡,和仁郡,104.318285,30.158316,今四川省仁寿县向家乡,Jun,郡,3,555,4,582,4,115319,POINT,212255,FROM_FD,,,,,新建,撤销
1620,Ningshu Jun,宁蜀郡,寧蜀郡,103.919229,30.57613,今四川省双流县,Jun,郡,3,352,4,559,4,115655,POINT,212256,FROM_FD,,,,,新建,撤销
1621,Nanjinshou Jun,南晋寿郡,南晉壽郡,103.918807,30.995362,今四川省彭县西北三里,Jun,郡,3,435,4,552,4,0,POINT,211095,FROM_FD,,,,,新建,更名
1622,Jiulong Jun,九陇郡,九隴郡,103.918807,30.995362,今四川省彭县西北三里,Jun,郡,3,553,4,582,4,0,POINT,211096,FROM_FD,,,,,更名,撤销
1623,Meng Zhou,濛州,濛州,103.918807,30.995362,今四川省彭县西北三里,Zhou,州,3,601,4,606,4,0,POINT,211097,FROM_FD,,,,,新建,撤销
1624,Peng Zhou,濛州,濛州,103.918807,30.995362,今四川省彭县西北三里,Zhou,州,3,620,4,627,4,0,POINT,211098,FROM_FD,,,,,新建,撤销
1625,Peng Zhou,彭州,彭州,103.918807,30.995362,今四川省彭县西北三里,Zhou,州,3,686,4,741,4,0,POINT,211099,FROM_FD,,,,,新建,更名
1626,Mengyang Jun,濛阳郡,濛陽郡,103.918807,30.995362,今四川省彭县西北三里,Jun,郡,3,742,4,757,4,0,POINT,211100,FROM_FD,,,,,更名,更名
1627,Peng Zhou,彭州,彭州,103.918807,30.995362,今四川省彭县西北三里,Zhou,州,3,758,4,1265,4,0,POINT,211101,FROM_FD,,,,,更名,撤销
1628,Shikang Jun,始康郡,始康郡,104.075475,30.665916,今四川省成都市,Jun,郡,3,402,4,502,4,0,POINT,211102,FROM_FD,,,,,新建,治所迁移
1629,Guanghan Jun,广汉郡,廣漢郡,104.388311,31.139072,今四川省德阳市龙凤场,Jun,郡,3,-201,4,-117,4,0,POINT,211103,FROM_FD,,,,,新建,治所迁移
1630,Guanghan Jun,广汉郡,廣漢郡,105.157549,31.637311,今四川省梓潼县治,Jun,郡,3,-116,4,24,4,0,POINT,211104,FROM_FD,,,,,治所迁移,更名
1631,Guanghan Jun,广汉郡,廣漢郡,104.286183,30.994009,今四川省广汉县北外乡,Jun,郡,3,120,4,265,4,0,POINT,211105,FROM_FD,,,,,治所迁移,更名
1632,Xindu Jun,新都郡,新都郡,104.286183,30.994009,今四川省广汉县北外乡,Jun,郡,3,266,4,276,4,0,POINT,211106,FROM_FD,,,,,更名,更名
1633,Xindu Guo,新都国,新都國,104.286183,30.994009,今四川省广汉县北外乡,Guo,国,3,277,4,284,4,0,POINT,211107,FROM_FD,,,,,更名,更名
1634,Guanghan Jun,广汉郡,廣漢郡,104.286183,30.994009,今四川省广汉县北外乡,Jun,郡,3,285,4,582,4,0,POINT,211108,FROM_FD,,,,,更名,撤销
1635,Shikang Jun,始康郡,始康郡,104.158432,30.828758,今四川省新都县治,Jun,郡,3,503,4,552,4,0,POINT,211109,FROM_FD,,,,,治所迁移,撤销
1636,Zitong Jun,子同郡,子同郡,105.157549,31.637311,今四川省梓潼县治,Jun,郡,3,25,4,35,4,116215,POINT,212257,FROM_FD,,,,,更名,更名
1637,Guanghan Jun,广汉郡,廣漢郡,105.157549,31.637311,今四川省梓潼县治,Jun,郡,3,36,4,119,4,0,POINT,211110,FROM_FD,,,,,更名,治所迁移
1638,Huaian Jun,怀安军,懷安軍,104.555879,30.721148,今四川省金堂县淮口镇,Jun,军,3,967,4,1274,4,0,POINT,211111,FROM_FD,,,,,新建,撤销
1639,Jinyuan Jun,金渊郡,金淵郡,104.595125,30.741679,今四川省金堂县治东南同兴乡州城村,Jun,郡,3,553,4,570,4,0,POINT,211112,FROM_FD,,,,,新建,撤销
1640,Qile Jun,齐乐郡,齊樂郡,103.511092,30.018633,今四川省丹棱县治,Jun,郡,3,495,4,582,4,0,POINT,211113,FROM_FD,,,,,新建,撤销
1641,Qitongzuo Jun,齐通左郡,齊通左郡,103.832991,30.046412,今四川省眉山县,Jun,郡,3,496,4,554,4,0,POINT,211114,FROM_FD,,,,,新建,更名和治所迁移
1642,Qitong Jun,齐通郡,齊通郡,103.862724,30.109813,今四川省眉山县太和镇,Jun,郡,3,555,4,582,4,96537,POINT,96537,FROM_FD,,,,,更名和治所迁移,撤销
1643,Qing Zhou,青州,青州,103.862724,30.109813,今四川省眉山县太和镇,Zhou,州,3,548,4,552,4,0,POINT,211115,FROM_FD,,,,,新建,更名
1644,Mei Zhou,眉州,眉州,103.862724,30.109813,今四川省眉山县太和镇,Zhou,州,3,553,4,571,4,0,POINT,211116,FROM_FD,,,,,更名,更名
1645,Qing Zhou,青州,青州,103.862724,30.109813,今四川省眉山县太和镇,Zhou,州,3,572,4,578,4,0,POINT,211117,FROM_FD,,,,,更名,更名
1646,Jia Zhou,嘉州,嘉州,103.862724,30.109813,今四川省眉山县太和镇,Zhou,州,3,579,4,605,4,0,POINT,211118,FROM_FD,,,,,更名,更名
1647,Mei Zhou,眉州,眉州,103.832991,30.046412,今四川省眉山县太和镇,Zhou,州,3,606,4,606,4,96536,POINT,96536,FROM_FD,,,,,更名,更名
1648,Mei Zhou,眉州,眉州,103.832991,30.046412,今四川省眉山县,Zhou,州,3,619,4,741,4,0,POINT,211119,FROM_FD,,,,,新建,更名
1649,Tongyi Jun,通义郡,通義郡,103.832991,30.046412,今四川省眉山县,Jun,郡,3,742,4,757,4,0,POINT,211120,FROM_FD,,,,,更名,更名
1650,Mei Zhou,眉州,眉州,103.832991,30.046412,今四川省眉山县,Zhou,州,3,758,4,1275,4,0,POINT,211121,FROM_FD,,,,,更名,撤销
1651,Mei Zhou,眉州,眉州,103.832991,30.046412,今四川省眉山县,Zhilizhou,直隶州,3,1380,4,1911,6,96609,POINT,96609,FROM_FD,,,,,新建,数据下限
1652,Pingqiang Jun,平羌郡,平羌郡,103.762759,29.564575,今四川省乐山县治,Jun,郡,3,561,4,582,4,96533,POINT,96533,FROM_FD,,,,,新建,撤销
1653,Meishan Jun,眉山郡,眉山郡,103.762759,29.564575,今四川省乐山市治,Jun,郡,3,607,4,617,4,96539,POINT,96539,FROM_FD,,,,,更名,撤销
1654,Jia Zhou,嘉州,嘉州,103.762759,29.564575,今四川省乐山县治,Zhou,州,3,618,4,741,4,0,POINT,211122,FROM_FD,,,,,新建,更名
1655,Jianwei Jun,犍为郡,犍為郡,103.762759,29.564575,今四川省乐山县治,Jun,郡,3,742,4,757,4,0,POINT,211123,FROM_FD,,,,,更名,更名
1656,Jia Zhou,嘉州,嘉州,103.762759,29.564575,今四川省乐山县治,Zhou,州,3,758,4,1195,4,0,POINT,211124,FROM_FD,,,,,更名,更名
1657,Jiading Fu,嘉定府,嘉定府,103.762759,29.564575,今四川省乐山县治,Fu,府,3,1196,4,1204,4,0,POINT,211125,FROM_FD,,,,,更名,更名
1658,Jiading Jun,嘉定军,嘉定軍,103.762759,29.564575,今四川省乐山县治,Jun,军,3,1205,4,1275,4,0,POINT,211126,FROM_FD,,,,,更名,更名
1659,Jiadingfu Lu,嘉定府路,嘉定府路,103.762759,29.564575,今四川省乐山县治,Lu,路,3,1276,4,1370,4,0,POINT,211127,FROM_FD,,,,,更名,更名
1660,Jiading Fu,嘉定府,嘉定府,103.762759,29.564575,今四川省乐山县治,Fu,府,3,1371,4,1375,4,96651,POINT,96651,FROM_FD,,,,,更名,更名
1661,Jiading Fu,嘉定州,嘉定州,103.762759,29.564575,今四川省乐山县治,Zhilizhou,直隶州,3,1376,4,1733,4,96636,POINT,96636,FROM_FD,,,,,更名,更名
1662,Jiading Fu,嘉定府,嘉定府,103.762759,29.564575,今四川省乐山县治,Fu,府,3,1734,4,1911,6,96621,POINT,96621,FROM_FD,,,,,更名,数据下限
1663,Shenxi Jun,沈犀郡,沈犀郡,103.993338,29.140276,今四川省犍为县东南十六岷江东岸,Jun,郡,3,558,4,582,4,0,POINT,211128,FROM_FD,,,,,新建,撤销
1664,Rong Zhou,荣州,榮州,104.711786,29.349091,今四川省自贡市西南贡井,Zhou,州,3,618,4,622,4,0,POINT,211129,FROM_FD,,,,,新建,治所迁移
1665,Rong Zhou,荣州,榮州,104.417956,29.458139,今四川省荣县治,Zhou,州,3,623,4,741,4,0,POINT,211130,FROM_FD,,,,,治所迁移,更名
1666,Heyi Jun,和义郡,和義郡,104.417956,29.458139,今四川省荣县治,Jun,郡,3,742,4,757,4,0,POINT,211131,FROM_FD,,,,,更名,更名
1667,Rong Zhou,荣州,榮州,104.417956,29.458139,今四川省荣县治,Zhou,州,3,758,4,1190,4,0,POINT,211132,FROM_FD,,,,,更名,更名
1668,Shaoxi Fu,绍熙府,紹熙府,104.417956,29.458139,今四川省荣县治,Fu,府,3,1191,4,1257,4,0,POINT,211133,FROM_FD,,,,,更名,撤销
1669,Mu Zhou,沐州,沐州,103.261305,29.231769,今四川省峨边县治,Zhou,州,3,665,4,675,4,0,POINT,211134,FROM_FD,,,,,新建,撤销
1670,Shujun Shuguo,蜀郡属国,蜀郡屬國,102.923875,30.157427,今四川省芦山县治,Shuguo,属国,3,122,4,167,4,0,POINT,211135,FROM_FD,,,,,新建,更名
1671,Hanjia Jun,汉嘉郡,漢嘉郡,102.923875,30.157427,今四川省芦山县治,Jun,郡,3,168,4,311,4,0,POINT,211136,FROM_FD,,,,,更名,撤销
1672,Mengshan Jun,蒙山郡,蒙山郡,102.995058,29.988669,今四川省雅安县,Jun,郡,3,553,4,582,4,96522,POINT,96522,FROM_FD,,,,,新建,撤销
1673,Ya Zhou,雅州,雅州,102.995058,29.988669,今四川省雅安县,Zhou,州,3,604,4,606,4,96530,POINT,96530,FROM_FD,,,,,新建,更名
1674,Linqiong Jun,临邛郡,臨邛郡,102.995058,29.988669,今四川省雅安县,Jun,郡,3,607,4,617,4,96532,POINT,96532,FROM_FD,,,,,更名,更名
1675,Ya Zhou,雅州,雅州,102.995058,29.988669,今四川省雅安县,Zhou,州,3,618,4,741,4,0,POINT,211137,FROM_FD,,,,,更名,更名
1676,Lushan Jun,庐山郡,廬山郡,102.995058,29.988669,今四川省雅安县,Jun,郡,3,742,4,757,4,0,POINT,211138,FROM_FD,,,,,更名,更名
1677,Ya Zhou,雅州,雅州,102.995058,29.988669,今四川省雅安县,Zhou,州,3,758,4,1275,4,0,POINT,211139,FROM_FD,邹逸麟,,,,更名,撤销
1678,Yazhou Fu,雅州府,雅州府,102.995058,29.988669,今四川省雅安县,Fu,府,3,1729,4,1911,6,96624,POINT,96624,FROM_FD,,,,,新建,数据下限
1679,Tianquanliufan Zhaotaosi,天全六番招讨司,天全六番招討司,102.757306,30.069609,今四川省天全县治,Zhaotaosi,招讨司,3,1374,4,1651,4,0,POINT,211140,FROM_FD,,,,,新建,撤销
1680,Shenli Jun,沈黎郡,沈黎郡,102.621224,29.581299,今四川省汉源县清溪镇,Jun,郡,3,-111,4,-98,4,0,POINT,211141,FROM_FD,,,,,新建,撤销
1681,Shenli Jun,沈黎郡,沈黎郡,102.621224,29.581299,今四川省汉源县清溪镇,Jun,郡,3,314,4,346,4,0,POINT,211142,FROM_FD,,,,,新建,撤销
1682,Shenli Jun,沈黎郡,沈黎郡,102.621224,29.581299,今四川省汉源县清溪镇,Jun,郡,3,426,4,481,4,0,POINT,211143,FROM_FD,,,,,新建,更名
1683,Shenliliao Jun,沈黎獠郡,沈黎獠郡,102.621224,29.581299,今四川省汉源县清溪镇,Jun,郡,3,482,4,567,4,0,POINT,211144,FROM_FD,,,,,更名,更名
1684,Yuegui Jun,越巂郡,越巂郡,102.621224,29.581299,今四川省汉源县清溪镇,Jun,郡,3,567,4,578,4,0,POINT,211145,FROM_FD,,,,,更名,撤销
1685,Li Zhou,黎州,黎州,102.621224,29.581299,今四川省汉源县清溪镇,Zhou,州,3,567,4,578,4,0,POINT,211146,FROM_FD,,,,,新建,撤销
1686,Deng Zhou,登州,登州,102.621224,29.581299,今四川省汉源县清溪镇,Zhou,州,3,604,4,606,4,0,POINT,211147,FROM_FD,,,,,新建,撤销
1687,Deng Zhou,登州,登州,102.621072,29.493379,今四川省汉源县九襄镇,Zhou,州,3,618,4,625,4,0,POINT,211148,FROM_FD,,,,,新建,撤销
1688,Gui Zhou,巂州,巂州,102.621072,29.493379,今四川省汉源县九襄镇,Zhou,州,3,701,4,706,4,0,POINT,211149,FROM_FD,,,,,新建,撤销
1689,Gui Zhou,巂州,巂州,102.621072,29.493379,今四川省汉源县九襄镇,Zhou,州,3,715,4,741,4,0,POINT,211150,FROM_FD,,,,,新建,更名
1690,Hongyuan Jun,洪源郡,洪源郡,102.621072,29.493379,今四川省汉源县九襄镇,Jun,郡,3,742,4,757,4,0,POINT,211151,FROM_FD,,,,,更名,更名
1691,Li Zhou,黎州,黎州,102.621072,29.493379,今四川省汉源县九襄镇,Zhou,州,3,758,4,1275,4,0,POINT,211152,FROM_FD,,,,,更名,撤销
1692,Lizhou Zhangguansi,黎州长官司,黎州長官司,102.621072,29.493379,今四川省汉源县九襄镇,Zhangguansi,长官司,3,1375,4,1377,4,0,POINT,211153,FROM_FD,,,,,新建,更名
1693,Lizhou Anfusi,黎州安抚司,黎州安撫司,102.621072,29.493379,今四川省汉源县九襄镇,Anfusi,安抚司,3,1378,4,1595,4,96371,POINT,212402,FROM_FD,,,,,更名,撤销
1694,Puyuan Jun,蒱原郡,蒱原郡,103.506362,30.201624,今四川省浦江县治,Jun,郡,3,553,5,582,9,96528,POINT,96528,FROM_FD,,,,,新建,撤销
1695,Puyang Jun,蒱阳郡,蒱陽郡,103.689974,30.324219,四川邛崃市牟礼镇永丰村,Jun,郡,3,553,5,582,9,96529,POINT,96529,FROM_FD,,,,,新建,撤销
1696,Linqiong Jun,临邛郡,臨邛郡,103.45574,30.412721,今四川邛崃市治临邛镇,Jun,郡,3,553,4,582,4,96527,POINT,96527,FROM_FD,,,,,新建,撤销
1697,Qiong Zhou,邛州,邛州,103.689974,30.324219,四川邛崃市牟礼镇永丰村,Zhou,州,3,539,4,606,4,0,POINT,211154,FROM_FD,,,,,新建,撤销
1698,Qiong Zhou,邛州,邛州,103.689974,30.324219,四川邛崃市牟礼镇永丰村,Zhou,州,3,618,4,657,4,0,POINT,211155,FROM_FD,,,,,新建,治所迁移
1699,Qiong Zhou,邛州,邛州,103.45574,30.412721,今四川邛崃市治临邛镇,Zhou,州,3,658,4,741,4,0,POINT,211156,FROM_FD,,,,,治所迁移,更名
1700,Linqiong Jun,临邛郡,臨邛郡,103.45574,30.412721,今四川邛崃市治临邛镇,Jun,郡,3,742,4,757,4,0,POINT,211157,FROM_FD,,,,,更名,更名
1701,Qiong Zhou,邛州,邛州,103.45574,30.412721,今四川邛崃市治临邛镇,Zhou,州,3,758,4,1275,4,0,POINT,211158,FROM_FD,,,,,更名,撤销
1702,Qiong Zhou,邛州,邛州,103.45574,30.412721,今四川邛崃市治临邛镇,Zhilizhou,直隶州,3,1483,4,1911,6,96610,POINT,96610,FROM_FD,,,,,新建,数据下限
1703,Qingshen Jun,青神郡,青神郡,103.825147,29.756875,今四川省青神县瑞峰镇,Jun,郡,3,558,4,582,4,0,POINT,211159,FROM_FD,,,,,新建,撤销
1704,Jian Zhou,犍州,犍州,103.486631,29.80015,今四川省夹江县木城镇,Zhou,州,3,626,4,626,4,110594,POINT,212495,FROM_FD,,,,,新建,撤销
1705,Deyang Jun,德阳郡,德陽郡,105.574967,30.509095,今四川省遂宁县,Jun,郡,3,301,4,346,4,0,POINT,211160,FROM_FD,,,,,新建,撤销
1706,Wucheng Jun,伍城郡,伍城郡,104.694107,31.037404,今四川省中江县东二里,Jun,郡,3,554,4,556,4,0,POINT,211161,FROM_FD,,,,,新建,更名
1707,Xuanwu Jun,玄武郡,玄武郡,104.694107,31.037404,今四川省中江县东二里,Jun,郡,3,557,4,582,4,0,POINT,211162,FROM_FD,,,,,更名,撤销
1708,Kai Zhou,凯州,凱州,104.694107,31.037404,今四川省中江县东二里,Zhou,州,3,601,4,606,4,96519,POINT,96519,FROM_FD,,,,,新建,撤销
1709,Pu Zhou,普州,普州,105.333254,30.103083,今四川省安岳县,Zhou,州,3,575,4,606,4,0,POINT,211163,FROM_FD,,,,,新建,更名
1710,Ziyang Jun,资阳郡,資陽郡,105.333254,30.103083,今四川省安岳县,Jun,郡,3,607,4,618,4,0,POINT,211164,FROM_FD,,,,,更名,更名
1711,Pu Zhou,普州,普州,105.333254,30.103083,今四川省安岳县,Zhou,州,3,619,4,741,4,111050,POINT,212555,FROM_FD,,,,,更名,更名
1712,Ziyang Jun,资阳郡,資陽郡,105.333254,30.103083,今四川省安岳县,Jun,郡,3,742,4,757,4,0,POINT,211165,FROM_FD,,,,,更名,更名
1713,Pu Zhou,普州,普州,105.333254,30.103083,今四川省安岳县,Zhou,州,3,758,4,1257,4,0,POINT,211166,FROM_FD,,,,,更名,撤销
1714,Puci Jun,普慈郡,普慈郡,105.216827,30.27391,今四川省乐至县蟠龙镇,Jun,郡,3,575,4,582,4,0,POINT,211167,FROM_FD,,,,,新建,撤销
1715,Xincheng Jun,新城郡,新城郡,105.086837,31.09034,今四川省三台县,Jun,郡,3,432,4,480,4,0,POINT,211168,FROM_FD,,,,,新建,撤销
1716,Changcheng Jun,昌城郡,昌城郡,105.086837,31.09034,今四川省三台县,Jun,郡,3,556,4,582,4,0,POINT,211169,FROM_FD,,,,,新建,撤销
1717,Xin Zhou,新州,新州,105.086837,31.09034,今四川省三台县,Zhou,州,3,552,4,606,4,0,POINT,211170,FROM_FD,,,,,新建,更名
1718,Xincheng Jun,新城郡,新城郡,105.086837,31.09034,今四川省三台县,Jun,郡,3,607,4,617,4,96574,POINT,96574,FROM_FD,,,,,更名,更名
1719,Zi Zhou,梓州,梓州,105.086837,31.09034,今四川省三台县,Zhou,州,3,618,4,741,4,0,POINT,211171,FROM_FD,,,,,更名,更名
1720,Zitong Jun,梓潼郡,梓潼郡,105.086837,31.09034,今四川省三台县,Jun,郡,3,741,4,757,4,0,POINT,211172,FROM_FD,,,,,更名,更名
1721,Zi Zhou,梓州,梓州,105.086837,31.09034,今四川省三台县,Zhou,州,3,758,4,1117,4,0,POINT,211173,FROM_FD,,,,,更名,更名
1722,Tongchuan Fu,潼川府,潼川府,105.086837,31.09034,今四川省三台县,Fu,府,3,1118,4,1375,4,0,POINT,211174,FROM_FD,,,,,更名,更名
1723,Tongchuan Fu,潼川州,潼川州,105.086837,31.09034,今四川省三台县,Zhilizhou,直隶州,3,1376,4,1733,4,96633,POINT,96633,FROM_FD,,,,,更名,更名
1724,Tongchuan Fu,潼川府,潼川府,105.086837,31.09034,今四川省三台县,Fu,府,3,1734,4,1911,6,96619,POINT,96619,FROM_FD,,,,,更名,数据下限
1725,Beidangqu Jun,北宕渠郡,北宕渠郡,105.386374,31.225193,今四川省盐亭县,Jun,郡,3,505,4,535,4,0,POINT,211175,FROM_FD,,,,,新建,更名
1726,Yanting Jun,盐亭郡,鹽亭郡,105.386374,31.225193,今四川省盐亭县,Jun,郡,3,536,4,582,4,0,POINT,211176,FROM_FD,,,,,更名,撤销
1727,Guanghan Jun,广汉郡,廣漢郡,105.574967,30.509095,今四川省遂宁县,Jun,郡,3,35,4,45,4,0,POINT,211177,FROM_FD,,,,,治所迁移,治所迁移
1728,Sui Zhou,遂州,遂州,105.574967,30.509095,今四川省遂宁县,Zhou,州,3,557,6,606,9,113395,POINT,212664,FROM_FD,,,,,新建,更名
1729,Suining Jun,遂宁郡,遂寧郡,105.574967,30.509095,今四川省遂宁县,Jun,郡,3,349,4,412,4,0,POINT,211178,FROM_FD,,,,,新建,治所迁移
1730,Dongsuining Jun,东遂宁郡,東遂寧郡,105.574967,30.509095,今四川省大英县回马镇长江坝,Jun,郡,3,495,4,562,4,0,POINT,211179,FROM_FD,,,,,更名,更名
1731,Suining Jun,遂宁郡,遂寧郡,105.574967,30.509095,今四川省遂宁县,Jun,郡,3,607,4,617,4,96568,POINT,96568,FROM_FD,,,,,新建,更名
1732,Sui Zhou,遂州,遂州,105.574967,30.509095,今四川省遂宁县,Zhou,州,3,618,6,741,9,111073,POINT,212566,FROM_FD,,,,,更名,更名
1733,Suining Jun,遂宁郡,遂寧郡,105.574967,30.509095,今四川省遂宁县,Jun,郡,3,742,4,757,4,0,POINT,211180,FROM_FD,,,,,更名,更名
1734,Sui Zhou,遂州,遂州,105.574967,30.509095,今四川省遂宁县,Zhou,州,3,758,6,979,9,0,POINT,211181,FROM_FD,,,,,更名,更名
1735,Suining Fu,遂宁府,遂寧府,105.574967,30.509095,今四川省遂宁县,Fu,府,3,980,6,1282,9,0,POINT,211182,FROM_FD,,,,,更名,撤销
1736,Kai Zhou,开州,開州,107.860482,31.08518,今四川省开江县,Zhou,州,3,529,4,598,4,0,POINT,211183,FROM_FD,,,,,新建,更名
1737,Wan Zhou,万州,萬州,107.860482,31.08518,今四川省开江县,Zhou,州,3,599,4,617,4,0,POINT,211184,FROM_FD,,,,,更名,更名
1738,Kai Zhou,开州,開州,107.860482,31.08518,今四川省开江县,Zhou,州,3,618,4,741,4,111099,POINT,212570,FROM_FD,,,,,更名,更名
1739,Shengshan Jun,盛山郡,盛山郡,107.860482,31.08518,今四川省开江县,Jun,郡,3,742,4,757,4,111357,POINT,212599,FROM_FD,,,,,更名,更名
1740,Kai Zhou,开州,開州,107.860482,31.08518,今四川省开江县,Zhou,州,3,758,4,1277,4,0,POINT,211185,FROM_FD,,,,,更名,撤销
1741,Baqu Jun,巴渠郡,巴渠郡,107.495598,31.213646,今四川省达州市,Jun,郡,3,421,4,535,4,0,POINT,211186,FROM_FD,,,,,新建,更名
1742,Kaiba Jun,开巴郡,開巴郡,107.495598,31.213646,今四川省达州市,Jun,郡,3,536,4,582,4,0,POINT,211187,FROM_FD,,,,,更名,撤销
1743,Wan Zhou,万州,萬州,107.495598,31.213646,今四川省达州市,Zhou,州,3,536,4,552,4,113414,POINT,212667,FROM_FD,,,,,新建,更名
1744,Tong Zhou,通州,通州,107.495598,31.213646,今四川省达州市,Zhou,州,3,553,4,606,4,113415,POINT,212668,FROM_FD,,,,,更名,更名
1745,Tongchuan Jun,通川郡,通川郡,107.495598,31.213646,今四川省达州市,Jun,郡,3,607,4,617,4,110247,POINT,212443,FROM_FD,,,,,更名,更名
1746,Tong Zhou,通州,通州,107.495598,31.213646,今四川省达州市,Zhou,州,3,618,4,741,4,111052,POINT,212557,FROM_FD,,,,,更名,更名
1747,Tongchuan Jun,通川郡,通川郡,107.495598,31.213646,今四川省达州市,Jun,郡,3,742,4,757,4,111326,POINT,212590,FROM_FD,,,,,更名,更名
1748,Tong Zhou,通州,通州,107.495598,31.213646,今四川省达州市,Zhou,州,3,758,4,964,4,0,POINT,211188,FROM_FD,,,,,更名,更名
1749,Da Zhou,达州,達州,107.495598,31.213646,今四川省达州市,Zhou,州,3,965,4,1284,4,0,POINT,211189,FROM_FD,,,,,更名,撤销
1750,Da Zhou,达州,達州,107.495598,31.213646,今四川省达州市,Zhilizhou,直隶州,3,1728,4,1800,4,0,POINT,211190,FROM_FD,,,,,新建,更名
1751,Suiding Fu,绥定府,綏定府,107.495598,31.213646,今四川省达州市,Fu,府,3,1802,4,1911,6,0,POINT,211191,FROM_FD,,,,,更名,数据下限
1752,Dangqu Jun,宕渠郡,宕渠郡,107.062811,31.003698,今四川省渠县土溪乡南渠江南岸城坝村,Jun,郡,3,216,4,220,4,0,POINT,211192,FROM_FD,,,,,新建,撤销
1753,Dangqu Jun,宕渠郡,宕渠郡,107.062811,31.003698,今四川省渠县土溪乡南渠江南岸城坝村,Jun,郡,3,292,4,302,4,0,POINT,211193,FROM_FD,,,,,新建,撤销
1754,Dangqu Jun,宕渠郡,宕渠郡,107.062811,31.003698,今四川省渠县土溪乡南渠江南岸城坝村,Jun,郡,3,347,4,535,4,0,POINT,211194,FROM_FD,,,,,新建,撤销
1755,Beidangqu Jun,北宕渠郡,北宕渠郡,106.96902,30.842834,今四川省渠县,Jun,郡,3,522,4,558,4,0,POINT,211195,FROM_FD,,,,,新建,更名
1756,Liujiang Jun,流江郡,流江郡,106.96902,30.842834,今四川省渠县,Jun,郡,3,559,4,582,4,0,POINT,211196,FROM_FD,,,,,更名,撤销
1757,Qu Zhou,渠州,渠州,106.96902,30.842834,今四川省渠县,Zhou,州,3,522,4,606,4,0,POINT,211197,FROM_FD,,,,,新建,更名
1758,Dangqu Jun,宕渠郡,宕渠郡,106.96902,30.842834,今四川省渠县,Jun,郡,3,607,4,617,4,110257,POINT,212445,FROM_FD,,,,,更名,更名
1759,Qu Zhou,渠州,渠州,106.96902,30.842834,今四川省渠县,Zhou,州,3,618,4,741,4,111069,POINT,212564,FROM_FD,,,,,更名,更名
1760,Lingshan Jun,淩山郡,淩山郡,106.96902,30.842834,今四川省渠县,Jun,郡,3,742,4,757,4,0,POINT,211198,FROM_FD,,,,,更名,更名
1761,Qu Zhou,渠州,渠州,106.96902,30.842834,今四川省渠县,Zhou,州,3,758,4,1266,4,0,POINT,211199,FROM_FD,,,,,更名,撤销
1762,Taiping Ting,太平厅,太平廳,108.035462,32.071019,今四川省万源县治,Zhiliting,直隶厅,3,1801,4,1820,4,0,POINT,211200,FROM_FD,,,,,新建,撤销
1763,Shi Zhou,石州,石州,107.762573,31.534991,今四川省宣汉县普光镇,Zhou,州,3,539,4,557,4,0,POINT,211201,FROM_FD,,,,,新建,撤销
1764,Sanba Jun,三巴郡,三巴郡,107.762573,31.534991,今四川省宣汉县普光镇,Jun,郡,3,558,4,582,4,0,POINT,211202,FROM_FD,,,,,新建,撤销
1765,Nanshi Zhou,南石州,南石州,107.762573,31.534991,今四川省宣汉县普光镇,Zhou,州,3,620,4,624,4,110510,POINT,212485,FROM_FD,,,,,新建,撤销
1766,Lin Zhou,邻州,鄰州,106.96703,31.064165,今四川省渠县北岩峰,Zhou,州,3,537,4,552,4,0,POINT,211203,FROM_FD,,,,,新建,更名
1767,Linshan Jun,邻山郡,鄰山郡,106.96703,31.064165,今四川省渠县北岩峰,Jun,郡,3,553,4,582,4,0,POINT,211204,FROM_FD,,,,,更名,撤销
1768,Lin Zhou,邻州,鄰州,106.96703,31.064165,今四川省渠县北岩峰,Zhou,州,3,618,4,624,4,0,POINT,211205,FROM_FD,,,,,新建,撤销
1769,Jianyang Jun,江阳郡,江陽郡,105.448144,28.887498,今四川省泸州市,Jun,郡,3,213,4,582,4,0,POINT,211206,FROM_FD,,,,,新建,撤销
1770,Lu Zhou,泸州,瀘州,105.448144,28.887498,今四川省泸州市,Zhou,州,3,540,4,606,4,113401,POINT,212665,FROM_FD,,,,,新建,更名
1771,Luchuan Jun,泸川郡,瀘川郡,105.448144,28.887498,今四川省泸州市,Jun,郡,3,607,4,617,4,96546,POINT,96546,FROM_FD,,,,,更名,更名
1772,Lu Zhou,泸州,瀘州,105.448144,28.887498,今四川省泸州市,Zhou,州,3,618,4,741,4,111061,POINT,212560,FROM_FD,,,,,更名,更名
1773,Luchuan Jun,泸川郡,瀘川郡,105.448144,28.887498,今四川省泸州市,Jun,郡,3,742,4,757,4,0,POINT,211207,FROM_FD,,,,,更名,更名
