index_x,id,toponym,location,index_y,Address,Match Type,Match Result,Match Level,Match Error,Province,City,County,Direction,geometry,X,Y
141,78.0,长子,今山西省长子县西南,141,今山西省长子县西南,Single,[{'county': 140428}],County,[],['山西'],['长治'],['长子'],西南,POINT (112.73588058097123 36.03588163416039),112.73588058097123,36.03588163416039
142,79.0,铜鞮,山西省沁县南,142,山西省沁县南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],南,POINT (112.09945586242732 36.112284626374795),112.09945586242732,36.112284626374795
143,80.0,屯留,今山西省屯留县南,143,今山西省屯留县南,Single,[{'county': 140405}],County,[],['山西'],['长治'],['屯留'],南,POINT (112.76341635271271 36.273786173312786),112.76341635271271,36.273786173312786
144,80.0,端氏,不详,144,不详,Single,[],0,['No Match'],[],[],[],,,,
145,81.0,京,河南省荥阳市东南,145,河南省荥阳市东南,Single,[{'county': 410182}],County,[],['河南'],['郑州'],['荥阳'],东南,POINT (113.42570874873445 34.69745552403848),113.42570874873445,34.69745552403848
146,81.0,雍丘,今河南省滑县西南的雍丘镇,146,今河南省滑县西南的雍丘镇,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
147,83.0,邢丘,河南省温县东平皋故城,147,河南省温县东平皋故城,Single,"[{'county': 131126}, {'county': 370923}, {'province': 41}]",Province,['Multiple Matches'],"['山东', '河北', '河南']","['NA', '泰安', '衡水']","['故城', '东平', 'NA']",,,,
148,84.0,卢氏,河南省卢氏县,148,河南省卢氏县,Single,[{'county': 411224}],County,[],['河南'],['三门峡'],['卢氏'],,POINT (111.0004383954327 33.98005790891679),111.0004383954327,33.98005790891679
149,85.0,新城,今河南省伊川县西南,149,今河南省伊川县西南,Single,[{'county': 410329}],County,[],['河南'],['洛阳'],['伊川'],西南,POINT (112.29961447646306 34.31849299958165),112.29961447646306,34.31849299958165
150,86.0,路,山西省潞城县东北,150,山西省潞城县东北,Single,[{'county': 140406}],County,[],['山西'],['长治'],['潞城'],东北,POINT (113.31632415797239 36.425033462075554),113.31632415797239,36.425033462075554
151,86.0,涉,河北省涉县西北,151,河北省涉县西北,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],西北,POINT (115.09836581648145 40.88935914713104),115.09836581648145,40.88935914713104
152,86.0,端氏,山西省沁水县东,152,山西省沁水县东,Single,[{'county': 140521}],County,[],['山西'],['晋城'],['沁水'],东,POINT (112.53527074770693 35.79934202979413),112.53527074770693,35.79934202979413
153,87.0,修鱼,今河南原武县东,153,今河南原武县东,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],东,POINT (114.61564810249254 33.87105993080234),114.61564810249254,33.87105993080234
154,88.0,宜阳,今河南省宜阳县西,154,今河南省宜阳县西,Single,[{'county': 410327}],County,[],['河南'],['洛阳'],['宜阳'],西,POINT (111.90286136797484 34.49243289401025),111.90286136797484,34.49243289401025
155,90.0,皋落,山西垣曲县东南,155,山西垣曲县东南,Single,[{'county': 140827}],County,[],['山西'],['运城'],['垣曲'],东南,POINT (111.95521302567842 35.17184774783355),111.95521302567842,35.17184774783355
156,92.0,洱阳,汝阳（在今河南商水县附近）,156,汝阳（在今河南商水县附近）,Single,[{'county': 410326}],County,[],['河南'],['洛阳'],['汝阳'],,POINT (112.46261083925114 34.0769350399009),112.46261083925114,34.0769350399009
157,93.0,野王,河南省沁阳市,157,河南省沁阳市,Single,[{'county': 410882}],County,[],['河南'],['焦作'],['沁阳'],,POINT (112.8569483953425 35.141146880639134),112.8569483953425,35.141146880639134
158,95.0,纶氏,河南登封县西南,158,河南登封县西南,Single,[{'county': 410185}],County,[],['河南'],['郑州'],['登封'],西南,POINT (112.89006335310043 34.35856422730103),112.89006335310043,34.35856422730103
159,96.0,阳翟,河南省禹州市,159,河南省禹州市,Single,[{'county': 411081}],County,[],['河南'],['许昌'],['禹州'],,POINT (113.35347176959424 34.20811326763051),113.35347176959424,34.20811326763051
160,97.0,阳人,河南汝州市西,160,河南汝州市西,Single,[{'county': 410482}],County,[],['河南'],['平顶山'],['汝州'],西,POINT (112.7053794168898 34.140917534817284),112.7053794168898,34.140917534817284
161,99.0,格氏县,今河南荣阳北,161,今河南荣阳北,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],北,POINT (113.46008715066654 35.15062894004727),113.46008715066654,35.15062894004727
162,100.0,盂,山西省阳曲县东北,162,山西省阳曲县东北,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],东北,POINT (112.93071204824423 38.2796541976855),112.93071204824423,38.2796541976855
163,100.0,平陵,山西省文水县东北,163,山西省文水县东北,Single,[{'county': 141121}],County,[],['山西'],['吕梁'],['文水'],东北,POINT (112.02127509577322 37.50193460664111),112.02127509577322,37.50193460664111
164,101.0,梗阳,今山西省清徐县,164,今山西省清徐县,Single,[{'county': 140121}],County,[],['山西'],['太原'],['清徐'],,POINT (112.2845892641352 37.61884260531369),112.2845892641352,37.61884260531369
165,102.0,邬,山西省介休市东北,165,山西省介休市东北,Single,[{'county': 140781}],County,[],['山西'],['晋中'],['介休'],东北,POINT (112.07477141384096 37.07439019662411),112.07477141384096,37.07439019662411
166,103.0,涂水,山西省榆次市西南,166,山西省榆次市西南,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],西南,POINT (112.71009031377348 37.580502346661085),112.71009031377348,37.580502346661085
167,104.0,邯郸,河北省邯郸市,167,河北省邯郸市,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076382752,36.52042550360742
168,105.0,晋县,山西省祁县东南,168,山西省祁县东南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],东南,POINT (112.64187264646688 36.390949605828496),112.64187264646688,36.390949605828496
169,106.0,中牟,河南省鹤壁市西,169,河南省鹤壁市西,Single,[{'city': 4106}],City,[],['河南'],['鹤壁'],['NA'],西,POINT (114.1725383820197 35.747500848241565),114.1725383820197,35.747500848241565
170,107.0,晋阳,今山西省太原市西南,170,今山西省太原市西南,Single,[{'city': 1401}],City,[],['山西'],['太原'],['NA'],西南,POINT (112.21284636381533 37.713281518326276),112.21284636381533,37.713281518326276
171,107.0,中牟,不详,171,不详,Single,[],0,['No Match'],[],[],[],,,,
172,107.0,邯郸,今河北省邯郸市,172,今河北省邯郸市,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076382752,36.52042550360742
173,108.0,泫氏,山西省高平市,173,山西省高平市,Single,[{'county': 140581}],County,[],['山西'],['晋城'],['高平'],,POINT (112.90858072608525 35.82211306278013),112.90858072608525,35.82211306278013
174,109.0,平邑,今山西省大同县东,174,今山西省大同县东,Single,[{'city': 1402}],City,[],['山西'],['大同'],['NA'],东,POINT (113.91313429377253 39.90556964159731),113.91313429377253,39.90556964159731
175,111.0,番吾,今河北省平山县东南,175,今河北省平山县东南,Single,[{'county': 130131}],County,[],['河北'],['石家庄'],['平山'],东南,POINT (114.03149041417929 38.314312888660254),114.03149041417929,38.314312888660254
176,115.0,榆次,今山西省榆次市,176,今山西省榆次市,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],,POINT (112.79977643532267 37.64636298028531),112.79977643532267,37.64636298028531
177,115.0,邯郸,赵国之代称,177,赵国之代称,Single,[],0,['No Match'],[],[],[],,,,
178,116.0,蔺,今山西省离石县西,178,今山西省离石县西,Single,[{'county': 141102}],County,[],['山西'],['吕梁'],['离石'],西,POINT (111.16422734681767 37.586583362886806),111.16422734681767,37.586583362886806
179,118.0,鄗,河北省柏乡县北,179,河北省柏乡县北,Single,[{'county': 130524}],County,[],['河北'],['邢台'],['柏乡'],北,POINT (114.72432306018162 37.595459628497046),114.72432306018162,37.595459628497046
180,120.0,代郡,今河北省蔚县东北代王城,180,今河北省蔚县东北代王城,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.66941329497202,39.352186242076165
181,120.0,代县,今河北省蔚县东北代王城,181,今河北省蔚县东北代王城,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.66941329497202,39.352186242076165
182,122.0,石邑,今河北省获鹿县东南,182,今河北省获鹿县东南,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],东南,POINT (116.90211093871565 38.376611222714985),116.90211093871565,38.376611222714985
183,122.0,石城,石邑,183,石邑,Single,[],0,['No Match'],[],[],[],,,,
184,123.0,云中,内蒙古自治区托克托县东北,184,内蒙古自治区托克托县东北,Single,[{'county': 150122}],County,[],['内蒙古'],['呼和浩特'],['托克托'],东北,POINT (111.3999107187298 40.44634337134528),111.3999107187298,40.44634337134528
185,124.0,善无当,今山西省右玉县南,185,今山西省右玉县南,Single,[{'county': 140623}],County,[],['山西'],['朔州'],['右玉'],南,POINT (112.4166967253497 39.85280137508624),112.4166967253497,39.85280137508624
186,124.0,雁门郡,善无县属秦,186,善无县属秦,Single,[],0,['No Match'],[],[],[],,,,
187,126.0,南行唐,今河北省行唐县东北,187,今河北省行唐县东北,Single,[{'county': 130125}],County,[],['河北'],['石家庄'],['行唐'],东北,POINT (114.50958416363585 38.59820186111166),114.50958416363585,38.59820186111166
188,127.0,兹氏县,今山西省汾阳南,188,今山西省汾阳南,Single,[{'county': 141182}],County,[],['山西'],['吕梁'],['汾阳'],南,POINT (111.74457435494267 37.243478954368506),111.74457435494267,37.243478954368506
189,128.0,防陵,河南安阳西南,189,河南安阳西南,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],西南,POINT (113.91732869845356 35.79192687294331),113.91732869845356,35.79192687294331
190,128.0,安阳,河南安阳,190,河南安阳,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],,POINT (113.91732584485518 35.79206679246907),113.91732584485518,35.79206679246907
191,131.0,武垣县,今河北省肃宁县东南,191,今河北省肃宁县东南,Single,[{'county': 130926}],County,[],['河北'],['沧州'],['肃宁'],东南,POINT (115.96343126231967 38.36005547829433),115.96343126231967,38.36005547829433
192,132.0,元氏,今河北省元氏县西北,192,今河北省元氏县西北,Single,[{'county': 130132}],County,[],['河北'],['石家庄'],['元氏'],西北,POINT (114.3195516859289 37.85804582595422),114.3195516859289,37.85804582595422
193,133.0,邢县,今河北邢台,193,今河北邢台,Single,[{'city': 1305}],City,[],['河北'],['邢台'],['NA'],,POINT (114.82253987107651 37.274786795832874),114.82253987107651,37.274786795832874
194,134.0,新城县,今山西省朔州南,194,今山西省朔州南,Single,[{'city': 1406}],City,[],['山西'],['朔州'],['NA'],南,POINT (112.54093306080638 39.35259770544631),112.54093306080638,39.35259770544631
195,135.0,狼孟县,今山西省阳曲县,195,今山西省阳曲县,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],,POINT (112.59400200885749 38.19680881518068),112.59400200885749,38.19680881518068
196,138.0,柏人,河北省隆尧县西,196,河北省隆尧县西,Single,[{'county': 130525}],County,[],['河北'],['邢台'],['隆尧'],西,POINT (114.6848694250169 37.40635604434601),114.6848694250169,37.40635604434601
197,140.0,平原津令,山东省平原县南,197,山东省平原县南,Single,[{'county': 371426}],County,[],['山东'],['德州'],['平原'],南,POINT (116.40039943129963 37.04393304820331),116.40039943129963,37.04393304820331
198,141.0,富昌,内蒙古自治区淮格尔旗,198,内蒙古自治区淮格尔旗,Single,[{'province': 15}],Province,[],['内蒙古'],['NA'],['NA'],,POINT (119.05918049571122 45.42294460800112),119.05918049571122,45.42294460800112
199,142.0,武平,河北省文安县北,199,河北省文安县北,Single,[{'county': 131026}],County,[],['河北'],['廊坊'],['文安'],北,POINT (116.51195935017674 38.97140040235287),116.51195935017674,38.97140040235287
200,144.0,栾县,今河北省赵县西北南轮城,200,今河北省赵县西北南轮城,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.66941329497202,39.352186242076165
201,144.0,商城,不详,201,不详,Single,[],0,['No Match'],[],[],[],,,,
202,144.0,商平,不详,202,不详,Single,[],0,['No Match'],[],[],[],,,,
203,144.0,中阳,不详,203,不详,Single,[],0,['No Match'],[],[],[],,,,
204,144.0,阳化,不详,204,不详,Single,[],0,['No Match'],[],[],[],,,,
205,144.0,阳丘,不详,205,不详,Single,[],0,['No Match'],[],[],[],,,,
206,144.0,阳邑,不详,206,不详,Single,[],0,['No Match'],[],[],[],,,,
207,144.0,武安,不详,207,不详,Single,[],0,['No Match'],[],[],[],,,,
208,144.0,西都,不详,208,不详,Single,[],0,['No Match'],[],[],[],,,,
209,144.0,平周,不详,209,不详,Single,[],0,['No Match'],[],[],[],,,,
210,144.0,平州,不详,210,不详,Single,[],0,['No Match'],[],[],[],,,,
211,144.0,寿阴,不详,211,不详,Single,[],0,['No Match'],[],[],[],,,,
212,144.0,虑虒,不详,212,不详,Single,[],0,['No Match'],[],[],[],,,,
213,144.0,虑虒半,不详,213,不详,Single,[],0,['No Match'],[],[],[],,,,
214,144.0,藿人,不详,214,不详,Single,[],0,['No Match'],[],[],[],,,,
215,144.0,大阴,不详,215,不详,Single,[],0,['No Match'],[],[],[],,,,
216,144.0,大阴半,不详,216,不详,Single,[],0,['No Match'],[],[],[],,,,
217,144.0,繁寺（止？）,繁畤,217,繁畤,Single,[],0,['No Match'],[],[],[],,,,
218,144.0,娄番（弁？）,楼烦,218,楼烦,Single,[],0,['No Match'],[],[],[],,,,
219,144.0,酆,不详,219,不详,Single,[],0,['No Match'],[],[],[],,,,
220,144.0,尹城,不详,220,不详,Single,[],0,['No Match'],[],[],[],,,,
221,144.0,平城,不详,221,不详,Single,[],0,['No Match'],[],[],[],,,,
222,144.0,椁,崞,222,崞,Single,[],0,['No Match'],[],[],[],,,,
223,144.0,邪,推邪？,223,推邪？,Single,[],0,['No Match'],[],[],[],,,,
224,144.0,奴邑,茹？,224,茹？,Single,[],0,['No Match'],[],[],[],,,,
225,144.0,博,不详,225,不详,Single,[],0,['No Match'],[],[],[],,,,
226,144.0,平匋,不详,226,不详,Single,[],0,['No Match'],[],[],[],,,,
227,144.0,襄洹,不详,227,不详,Single,[],0,['No Match'],[],[],[],,,,
228,144.0,平襄,不详,228,不详,Single,[],0,['No Match'],[],[],[],,,,
229,144.0,郎,不详,229,不详,Single,[],0,['No Match'],[],[],[],,,,
230,144.0,成襄,不详,230,不详,Single,[],0,['No Match'],[],[],[],,,,
231,144.0,平阴,不详,231,不详,Single,[],0,['No Match'],[],[],[],,,,
232,144.0,鄩氏,不详,232,不详,Single,[],0,['No Match'],[],[],[],,,,
233,144.0,鄫,不详,233,不详,Single,[],0,['No Match'],[],[],[],,,,
234,144.0,隰城,不详,234,不详,Single,[],0,['No Match'],[],[],[],,,,
235,144.0,莆子,不详,235,不详,Single,[],0,['No Match'],[],[],[],,,,
236,144.0,奇氏,不详,236,不详,Single,[],0,['No Match'],[],[],[],,,,
237,144.0,盧阳,不详,237,不详,Single,[],0,['No Match'],[],[],[],,,,
238,144.0,平氏,不详,238,不详,Single,[],0,['No Match'],[],[],[],,,,
239,144.0,完（冠）阳,原阳,239,原阳,Single,[{'county': 410725}],County,[],['河南'],['新乡'],['原阳'],,POINT (113.93573852377787 35.02307544697928),113.93573852377787,35.02307544697928
240,144.0,星阳,清阳,240,清阳,Single,[],0,['No Match'],[],[],[],,,,
241,144.0,人也,任,241,任,Single,[],0,['No Match'],[],[],[],,,,
242,144.0,氏金,泜,242,泜,Single,[],0,['No Match'],[],[],[],,,,
243,144.0,平于,平舒,243,平舒,Single,[],0,['No Match'],[],[],[],,,,
244,144.0,沙乇,沙泽,244,沙泽,Single,[],0,['No Match'],[],[],[],,,,
245,144.0,干关,抨关,245,抨关,Single,[],0,['No Match'],[],[],[],,,,
246,144.0,平阳,不详,246,不详,Single,[],0,['No Match'],[],[],[],,,,
247,144.0,邸,不详,247,不详,Single,[],0,['No Match'],[],[],[],,,,
248,144.0,北箕,不详,248,不详,Single,[],0,['No Match'],[],[],[],,,,
249,144.0,狋氏,不详,249,不详,Single,[],0,['No Match'],[],[],[],,,,
250,144.0,圁阳化,不详,250,不详,Single,[],0,['No Match'],[],[],[],,,,
251,144.0,阳新化,不详,251,不详,Single,[],0,['No Match'],[],[],[],,,,
252,144.0,成,不详,252,不详,Single,[],0,['No Match'],[],[],[],,,,
253,144.0,成白,不详,253,不详,Single,[],0,['No Match'],[],[],[],,,,
254,144.0,上（曲）阳,不详,254,不详,Single,[],0,['No Match'],[],[],[],,,,
255,144.0,下（曲）阳,不详,255,不详,Single,[],0,['No Match'],[],[],[],,,,
256,144.0,安阳,不详,256,不详,Single,[],0,['No Match'],[],[],[],,,,
257,144.0,家阳,不详,257,不详,Single,[],0,['No Match'],[],[],[],,,,
258,144.0,上尃（博）,不详,258,不详,Single,[],0,['No Match'],[],[],[],,,,
259,144.0,下尃（博）,不详,259,不详,Single,[],0,['No Match'],[],[],[],,,,
260,144.0,北九门,不详,260,不详,Single,[],0,['No Match'],[],[],[],,,,
261,144.0,五陉,不详,261,不详,Single,[],0,['No Match'],[],[],[],,,,
262,144.0,封氏,不详,262,不详,Single,[],0,['No Match'],[],[],[],,,,
263,144.0,新处,不详,263,不详,Single,[],0,['No Match'],[],[],[],,,,
264,144.0,王夸,望诸？,264,望诸？,Single,[],0,['No Match'],[],[],[],,,,
265,144.0,关,不详,265,不详,Single,[],0,['No Match'],[],[],[],,,,
266,144.0,宋子,不详,266,不详,Single,[],0,['No Match'],[],[],[],,,,
267,144.0,上艾,不详,267,不详,Single,[],0,['No Match'],[],[],[],,,,
268,144.0,平台,不详,268,不详,Single,[],0,['No Match'],[],[],[],,,,
269,144.0,凭,不详,269,不详,Single,[],0,['No Match'],[],[],[],,,,
270,144.0,邓（苏）阳,不详,270,不详,Single,[],0,['No Match'],[],[],[],,,,
271,144.0,邢,不详,271,不详,Single,[],0,['No Match'],[],[],[],,,,
272,144.0,鸾即,安次？,272,安次？,Single,[{'county': 131002}],County,[],['河北'],['廊坊'],['安次'],,POINT (116.77749563638322 39.35871982255079),116.77749563638322,39.35871982255079
273,144.0,觱,即裴,273,即裴,Single,[],0,['No Match'],[],[],[],,,,
274,144.0,安险（阴？、险？）,不详,274,不详,Single,[],0,['No Match'],[],[],[],,,,
275,144.0,大酉,扶柳,275,扶柳,Single,[],0,['No Match'],[],[],[],,,,
276,144.0,鄚,权,276,权,Single,[],0,['No Match'],[],[],[],,,,
277,144.0,阿,不详,277,不详,Single,[],0,['No Match'],[],[],[],,,,
278,144.0,貍,不详,278,不详,Single,[],0,['No Match'],[],[],[],,,,
279,144.0,亲（新）处,不详,279,不详,Single,[],0,['No Match'],[],[],[],,,,
280,144.0,阳湔（原）,不详,280,不详,Single,[],0,['No Match'],[],[],[],,,,
281,144.0,余亡（吾）,不详,281,不详,Single,[],0,['No Match'],[],[],[],,,,
282,144.0,戏,不详,282,不详,Single,[],0,['No Match'],[],[],[],,,,
283,144.0,武阳,不详,283,不详,Single,[],0,['No Match'],[],[],[],,,,
284,144.0,战（沾？）,不详,284,不详,Single,[],0,['No Match'],[],[],[],,,,
285,144.0,请注意，我只提取了文本中提供了确切位置信息的地名。对于那些文本中没有提供确切位置信息的地名，我没有提取它们。,,285,nan,Single,[],0,['No Match'],[],[],[],,,,
286,145.0,晋县,河南省温县西南,286,河南省温县西南,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西南,POINT (112.38335199586187 33.07547364435473),112.38335199586187,33.07547364435473
287,145.0,魏县,河南省温县,287,河南省温县,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
288,146.0,少梁,陕西省韩城市西南,288,陕西省韩城市西南,Single,[{'county': 610581}],County,[],['陕西'],['渭南'],['韩城'],西南,POINT (110.28670945861255 35.44652330299901),110.28670945861255,35.44652330299901
289,147.0,雒阴,今陕西省大荔县西南洛河南岸,289,今陕西省大荔县西南洛河南岸,Single,[{'county': 610523}],County,[],['陕西'],['渭南'],['大荔'],,POINT (110.00883632977765 34.77924932705405),110.00883632977765,34.77924932705405
290,147.0,合阳,今陕西省合阳县东南,290,今陕西省合阳县东南,Single,[{'county': 610524}],County,[],['陕西'],['渭南'],['合阳'],东南,POINT (110.25855756336617 35.11933609995156),110.25855756336617,35.11933609995156
291,148.0,邺,今河北省临漳县西南,291,今河北省临漳县西南,Single,[{'county': 130423}],County,[],['河北'],['邯郸'],['临漳'],西南,POINT (114.54043843889552 36.1664834899153),114.54043843889552,36.1664834899153
292,150.0,苦陉,河北省无极县东北,292,河北省无极县东北,Single,[{'county': 130130}],County,[],['河北'],['石家庄'],['无极'],东北,POINT (115.03061283885097 38.240851236967664),115.03061283885097,38.240851236967664
293,150.0,魏县,河北省无极县,293,河北省无极县,Single,[{'county': 130130}],County,[],['河北'],['石家庄'],['无极'],,POINT (114.94229761949177 38.175667003939225),114.94229761949177,38.175667003939225
294,151.0,酸枣,河南省延津县西南,294,河南省延津县西南,Single,[{'county': 410726}],County,[],['河南'],['新乡'],['延津'],西南,POINT (114.12898741403053 35.20802338816831),114.12898741403053,35.20802338816831
295,152.0,承匡,河南省睢县西南匡城,295,河南省睢县西南匡城,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
296,152.0,襄陵,河南省睢县西南匡城,296,河南省睢县西南匡城,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
297,153.0,安邑,今山西省夏县西北,297,今山西省夏县西北,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],西北,POINT (111.64957364419247 38.8746573162608),111.64957364419247,38.8746573162608
298,153.0,王垣,今山西省垣曲县东南,298,今山西省垣曲县东南,Single,[{'county': 140827}],County,[],['山西'],['运城'],['垣曲'],东南,POINT (111.95521302567842 35.17184774783355),111.95521302567842,35.17184774783355
299,157.0,大梁,今河南省开封市,299,今河南省开封市,Single,[{'city': 4102}],City,[],['河南'],['开封'],['NA'],,POINT (114.5419159671769 34.64206516665747),114.5419159671769,34.64206516665747
300,158.0,绛,山西省侯马市西,300,山西省侯马市西,Single,[{'county': 141081}],County,[],['山西'],['临汾'],['侯马'],西,POINT (111.32840256273724 35.590361031085344),111.32840256273724,35.590361031085344
301,158.0,安邑,未提供具体位置,301,未提供具体位置,Single,[],0,['No Match'],[],[],[],,,,
302,158.0,曲沃,未提供具体位置,302,未提供具体位置,Single,[],0,['No Match'],[],[],[],,,,
303,158.0,端氏,未提供具体位置,303,未提供具体位置,Single,[],0,['No Match'],[],[],[],,,,
304,161.0,济阳县故城,今河南省兰考县东北,304,今河南省兰考县东北,Single,[{'county': 410225}],County,[],['河南'],['开封'],['兰考'],东北,POINT (115.09371727632293 34.94920963353568),115.09371727632293,34.94920963353568
305,162.0,㶏阴,今河南省沙河南岸自漯河市以东至周口市一带,305,今河南省沙河南岸自漯河市以东至周口市一带,Single,"[{'city': 4111}, {'city': 4116}]",City,['Multiple Matches'],['河南'],"['漯河', '周口']",['NA'],,,,
306,163.0,顿丘,河南浚县西,306,河南浚县西,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西,POINT (112.11037058123645 34.10925978091684),112.11037058123645,34.10925978091684
307,164.0,阴晋,陕西省华阴市东,307,陕西省华阴市东,Single,[{'county': 610582}],County,[],['陕西'],['渭南'],['华阴'],东,POINT (110.11769948478927 34.52902743134215),110.11769948478927,34.52902743134215
308,166.0,蒲子县,山西隰县,308,山西隰县,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],,POINT (112.46586044574987 37.69595105969648),112.46586044574987,37.69595105969648
309,166.0,蒲阳,山西隰县,309,山西隰县,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],,POINT (112.46586044574987 37.69595105969648),112.46586044574987,37.69595105969648
310,167.0,漆垣,陕西铜川西北,310,陕西铜川西北,Single,[{'city': 6102}],City,[],['陕西'],['铜川'],['NA'],西北,POINT (108.96252737082328 35.36357176636911),108.96252737082328,35.36357176636911
311,168.0,咎奴,陕西延安市东北延河北岸,311,陕西延安市东北延河北岸,Single,[{'city': 6106}],City,[],['陕西'],['延安'],['NA'],,POINT (109.56192321917386 36.43291890571169),109.56192321917386,36.43291890571169
312,169.0,皮氏,山西省河津县西,312,山西省河津县西,Single,[{'county': 140882}],County,[],['山西'],['运城'],['河津'],西,POINT (110.63718064946438 35.60519550184877),110.63718064946438,35.60519550184877
313,170.0,蒲坂,山西省永济市西南,313,山西省永济市西南,Single,[{'county': 140881}],County,[],['山西'],['运城'],['永济'],西南,POINT (110.38285256200496 34.85035664324515),110.38285256200496,34.85035664324515
314,172.0,平丘,河南省封丘县东,314,河南省封丘县东,Single,[{'county': 410727}],County,[],['河南'],['新乡'],['封丘'],东,POINT (114.57539257684454 35.085738847106576),114.57539257684454,35.085738847106576
315,173.0,首垣,河南省长垣县东北,315,河南省长垣县东北,Single,[{'county': 410783}],County,[],['河南'],['新乡'],['长垣'],东北,POINT (114.86043321480757 35.30718640588338),114.86043321480757,35.30718640588338
316,177.0,单父,山东省单县,316,山东省单县,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],,POINT (117.69952645156845 36.329248582554094),117.69952645156845,36.329248582554094
317,178.0,高都县,今山西晋城市,317,今山西晋城市,Single,[{'city': 1405}],City,[],['山西'],['晋城'],['NA'],,POINT (112.78970097763201 35.6496714425631),112.78970097763201,35.6496714425631
318,180.0,燕,河南省延津县东北,318,河南省延津县东北,Single,[{'county': 410726}],County,[],['河南'],['新乡'],['延津'],东北,POINT (114.34412994799541 35.406348647450216),114.34412994799541,35.406348647450216
319,180.0,虚,河南省延津县东,319,河南省延津县东,Single,[{'county': 410726}],County,[],['河南'],['新乡'],['延津'],东,POINT (114.31596923368048 35.307402053450254),114.31596923368048,35.307402053450254
320,180.0,长平,河南省西华县东北,320,河南省西华县东北,Single,[{'county': 411622}],County,[],['河南'],['周口'],['西华'],东北,POINT (114.58922326848628 33.884613293890695),114.58922326848628,33.884613293890695
321,180.0,雍丘,河南省杞县,321,河南省杞县,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
322,180.0,山阳,河南省焦作市东北,322,河南省焦作市东北,Single,[{'city': 4108}],City,[],['河南'],['焦作'],['NA'],东北,POINT (113.32474286280727 35.308822915374456),113.32474286280727,35.308822915374456
323,181.0,修武县,今河南省获嘉县,323,今河南省获嘉县,Single,[{'county': 410724}],County,[],['河南'],['新乡'],['获嘉'],,POINT (113.63119043763515 35.19746382722026),113.63119043763515,35.19746382722026
324,182.0,龚（共）县,今河南辉县共城故城,324,今河南辉县共城故城,Single,"[{'county': 131126}, {'province': 41}]",Province,['Multiple Matches'],"['河北', '河南']","['NA', '衡水']","['故城', 'NA']",,,,
325,183.0,宅阳县,今河南荥阳东,325,今河南荥阳东,Single,[{'county': 410182}],County,[],['河南'],['郑州'],['荥阳'],东,POINT (113.39975414779374 34.80371439763867),113.39975414779374,34.80371439763867
326,184.0,郚,今河南许昌、鄢陵一带,326,今河南许昌、鄢陵一带,Single,[{'county': 411024}],County,[],['河南'],['许昌'],['鄢陵'],,POINT (114.17775001297531 34.021322659739994),114.17775001297531,34.021322659739994
327,186.0,涑[睘阝],今山西西南的涑水边,327,今山西西南的涑水边,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],,POINT (112.46586044574987 37.69595105969648),112.46586044574987,37.69595105969648
328,186.0,安成,不详,328,不详,Single,[],0,['No Match'],[],[],[],,,,
