id,toponym,location,Address,Match Type,Match Result,Match Level,Match Error,Province,City,County,Direction,geometry,X,Y
83.0,邢丘,河南省温县东平皋故城,河南省温县东平皋故城,Single,"[{'county': 131126}, {'county': 370923}, {'province': 41}]",Province,['Multiple Matches'],"['河南', '河北', '山东']","['泰安', '衡水', 'NA']","['东平', 'NA', '故城']",,,,
84.0,卢氏,河南省卢氏县,河南省卢氏县,Single,[{'county': 411224}],County,[],['河南'],['三门峡'],['卢氏'],,POINT (111.0004383954327 33.98005790891679),111.0004383954327,33.98005790891679
85.0,新城,今河南省伊川县西南,今河南省伊川县西南,Single,[{'county': 410329}],County,[],['河南'],['洛阳'],['伊川'],西南,POINT (112.29961447646306 34.31849299958165),112.29961447646306,34.31849299958165
86.0,路,山西省潞城县东北,山西省潞城县东北,Single,[{'county': 140406}],County,[],['山西'],['长治'],['潞城'],东北,POINT (113.31632415797239 36.425033462075554),113.31632415797239,36.425033462075554
86.0,涉,河北省涉县西北,河北省涉县西北,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],西北,POINT (115.09836581648145 40.88935914713104),115.09836581648145,40.88935914713104
86.0,端氏,山西省沁水县东,山西省沁水县东,Single,[{'county': 140521}],County,[],['山西'],['晋城'],['沁水'],东,POINT (112.53527074770693 35.79934202979413),112.53527074770693,35.79934202979413
87.0,修鱼,河南原武县东,河南原武县东,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],东,POINT (114.61564810249254 33.87105993080234),114.61564810249254,33.87105993080234
88.0,宜阳,河南省宜阳县西,河南省宜阳县西,Single,[{'county': 410327}],County,[],['河南'],['洛阳'],['宜阳'],西,POINT (111.90286136797484 34.49243289401025),111.90286136797484,34.49243289401025
90.0,皋落,山西垣曲县东南,山西垣曲县东南,Single,[{'county': 140827}],County,[],['山西'],['运城'],['垣曲'],东南,POINT (111.95521302567842 35.17184774783355),111.95521302567842,35.17184774783355
92.0,洱阳,汝阳（在今河南商水县附近）,汝阳（在今河南商水县附近）,Single,[{'county': 410326}],County,[],['河南'],['洛阳'],['汝阳'],,POINT (112.46261083925114 34.0769350399009),112.46261083925114,34.0769350399009
93.0,野王,河南省沁阳市,河南省沁阳市,Single,[{'county': 410882}],County,[],['河南'],['焦作'],['沁阳'],,POINT (112.8569483953425 35.141146880639134),112.8569483953425,35.141146880639134
95.0,纶氏,河南登封县西南,河南登封县西南,Single,[{'county': 410185}],County,[],['河南'],['郑州'],['登封'],西南,POINT (112.89006335310043 34.35856422730103),112.89006335310043,34.35856422730103
96.0,阳翟,河南省禹州市,河南省禹州市,Single,[{'county': 411081}],County,[],['河南'],['许昌'],['禹州'],,POINT (113.35347176959424 34.20811326763051),113.35347176959424,34.20811326763051
97.0,阳人县,河南汝州市西,河南汝州市西,Single,[{'county': 410482}],County,[],['河南'],['平顶山'],['汝州'],西,POINT (112.7053794168898 34.140917534817284),112.7053794168898,34.140917534817284
99.0,格氏县,今河南荣阳北,今河南荣阳北,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],北,POINT (113.46008715066654 35.15062894004727),113.46008715066654,35.15062894004727
99.0,壤阴,未明确,未明确,Single,[],0,['No Match'],[],[],[],,,,
99.0,郎皋,未明确,未明确,Single,[],0,['No Match'],[],[],[],,,,
99.0,涅,未明确,未明确,Single,[],0,['No Match'],[],[],[],,,,
99.0,露,未明确,未明确,Single,[],0,['No Match'],[],[],[],,,,
99.0,於正,未明确,未明确,Single,[],0,['No Match'],[],[],[],,,,
99.0,来,未明确,未明确,Single,[],0,['No Match'],[],[],[],,,,
99.0,邻,未明确,未明确,Single,[],0,['No Match'],[],[],[],,,,
100.0,盂,山西省阳曲县东北,山西省阳曲县东北,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],东北,POINT (112.93071204824423 38.2796541976855),112.93071204824423,38.2796541976855
100.0,平陵,山西省文水县东北,山西省文水县东北,Single,[{'county': 141121}],County,[],['山西'],['吕梁'],['文水'],东北,POINT (112.02127509577322 37.50193460664111),112.02127509577322,37.50193460664111
101.0,梗阳,今山西省清徐县,今山西省清徐县,Single,[{'county': 140121}],County,[],['山西'],['太原'],['清徐'],,POINT (112.2845892641352 37.61884260531369),112.2845892641352,37.61884260531369
102.0,邬,山西省介休市东北,山西省介休市东北,Single,[{'county': 140781}],County,[],['山西'],['晋中'],['介休'],东北,POINT (112.07477141384096 37.07439019662411),112.07477141384096,37.07439019662411
103.0,涂水,山西省榆次市西南,山西省榆次市西南,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],西南,POINT (112.71009031377348 37.580502346661085),112.71009031377348,37.580502346661085
104.0,邯郸,今河北省邯郸市,今河北省邯郸市,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076382752,36.52042550360742
105.0,晋县,今山西省祁县东南,今山西省祁县东南,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],东南,POINT (112.64187264646688 36.390949605828496),112.64187264646688,36.390949605828496
105.0,祁县,属赵国,属赵国,Single,[],0,['No Match'],[],[],[],,,,
106.0,中牟,河南省鹤壁市西,河南省鹤壁市西,Single,[{'city': 4106}],City,[],['河南'],['鹤壁'],['NA'],西,POINT (114.1725383820197 35.747500848241565),114.1725383820197,35.747500848241565
106.0,邯郸,河北省邯郸市,河北省邯郸市,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076382752,36.52042550360742
107.0,晋阳,今山西省太原市西南,今山西省太原市西南,Single,[{'city': 1401}],City,[],['山西'],['太原'],['NA'],西南,POINT (112.21284636381533 37.713281518326276),112.21284636381533,37.713281518326276
108.0,泫氏,山西省高平市,山西省高平市,Single,[{'county': 140581}],County,[],['山西'],['晋城'],['高平'],,POINT (112.90858072608525 35.82211306278013),112.90858072608525,35.82211306278013
109.0,平邑,今山西省大同县东,今山西省大同县东,Single,[{'city': 1402}],City,[],['山西'],['大同'],['NA'],东,POINT (113.91313429377253 39.90556964159731),113.91313429377253,39.90556964159731
111.0,番吾,今河北省平山县东南,今河北省平山县东南,Single,[{'county': 130131}],County,[],['河北'],['石家庄'],['平山'],东南,POINT (114.03149041417929 38.314312888660254),114.03149041417929,38.314312888660254
115.0,榆次,今山西省榆次市,今山西省榆次市,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],,POINT (112.79977643532267 37.64636298028531),112.79977643532267,37.64636298028531
115.0,邯郸,赵国之代称,赵国之代称,Single,[],0,['No Match'],[],[],[],,,,
116.0,蔺县,今山西省离石县西,今山西省离石县西,Single,[{'county': 141102}],County,[],['山西'],['吕梁'],['离石'],西,POINT (111.16422734681767 37.586583362886806),111.16422734681767,37.586583362886806
118.0,鄗,河北省柏乡县北,河北省柏乡县北,Single,[{'county': 130524}],County,[],['河北'],['邢台'],['柏乡'],北,POINT (114.72432306018162 37.595459628497046),114.72432306018162,37.595459628497046
120.0,代郡,今河北省蔚县东北代王城,今河北省蔚县东北代王城,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.66941329497202,39.352186242076165
120.0,代县,今河北省蔚县东北代王城,今河北省蔚县东北代王城,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.66941329497202,39.352186242076165
122.0,石邑,河北省获鹿县东南,河北省获鹿县东南,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],东南,POINT (116.90211093871565 38.376611222714985),116.90211093871565,38.376611222714985
122.0,石城,河北省获鹿县东南,河北省获鹿县东南,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],东南,POINT (116.90211093871565 38.376611222714985),116.90211093871565,38.376611222714985
123.0,云中,内蒙古自治区托克托县东北,内蒙古自治区托克托县东北,Single,[{'county': 150122}],County,[],['内蒙古'],['呼和浩特'],['托克托'],东北,POINT (111.3999107187298 40.44634337134528),111.3999107187298,40.44634337134528
124.0,善无,山西省右玉县南,山西省右玉县南,Single,[{'county': 140623}],County,[],['山西'],['朔州'],['右玉'],南,POINT (112.4166967253497 39.85280137508624),112.4166967253497,39.85280137508624
124.0,雁门郡,山西省右玉县南,山西省右玉县南,Single,[{'county': 140623}],County,[],['山西'],['朔州'],['右玉'],南,POINT (112.4166967253497 39.85280137508624),112.4166967253497,39.85280137508624
126.0,南行唐,今河北省行唐县东北,今河北省行唐县东北,Single,[{'county': 130125}],County,[],['河北'],['石家庄'],['行唐'],东北,POINT (114.50958416363585 38.59820186111166),114.50958416363585,38.59820186111166
127.0,兹氏县,今山西省汾阳南,今山西省汾阳南,Single,[{'county': 141182}],County,[],['山西'],['吕梁'],['汾阳'],南,POINT (111.74457435494267 37.243478954368506),111.74457435494267,37.243478954368506
128.0,防陵,河南安阳西南,河南安阳西南,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],西南,POINT (113.91732869845356 35.79192687294331),113.91732869845356,35.79192687294331
128.0,安阳,河南安阳市,河南安阳市,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],,POINT (113.91732584485518 35.79206679246907),113.91732584485518,35.79206679246907
131.0,武垣县,今河北省肃宁县东南,今河北省肃宁县东南,Single,[{'county': 130926}],County,[],['河北'],['沧州'],['肃宁'],东南,POINT (115.96343126231967 38.36005547829433),115.96343126231967,38.36005547829433
132.0,元氏,今河北省元氏县西北,今河北省元氏县西北,Single,[{'county': 130132}],County,[],['河北'],['石家庄'],['元氏'],西北,POINT (114.3195516859289 37.85804582595422),114.3195516859289,37.85804582595422
132.0,上原县,疑近元氏,疑近元氏,Single,[{'county': 130132}],County,[],['河北'],['石家庄'],['元氏'],,POINT (114.40964462783184 37.79081984248782),114.40964462783184,37.79081984248782
133.0,邢县,今河北邢台,今河北邢台,Single,[{'city': 1305}],City,[],['河北'],['邢台'],['NA'],,POINT (114.82253987107651 37.274786795832874),114.82253987107651,37.274786795832874
134.0,新城县,今山西省朔州南,今山西省朔州南,Single,[{'city': 1406}],City,[],['山西'],['朔州'],['NA'],南,POINT (112.54093306080638 39.35259770544631),112.54093306080638,39.35259770544631
135.0,狼孟县,今山西省阳曲县,今山西省阳曲县,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],,POINT (112.59400200885749 38.19680881518068),112.59400200885749,38.19680881518068
138.0,柏人,河北省隆尧县西,河北省隆尧县西,Single,[{'county': 130525}],County,[],['河北'],['邢台'],['隆尧'],西,POINT (114.6848694250169 37.40635604434601),114.6848694250169,37.40635604434601
140.0,平原津令,山东省平原县南,山东省平原县南,Single,[{'county': 371426}],County,[],['山东'],['德州'],['平原'],南,POINT (116.40039943129963 37.04393304820331),116.40039943129963,37.04393304820331
141.0,富昌县,今内蒙古自治区淮格尔旗,今内蒙古自治区淮格尔旗,Single,[{'province': 15}],Province,[],['内蒙古'],['NA'],['NA'],,POINT (119.05918049571122 45.42294460800112),119.05918049571122,45.42294460800112
142.0,武平,河北省文安县北,河北省文安县北,Single,[{'county': 131026}],County,[],['河北'],['廊坊'],['文安'],北,POINT (116.51195935017674 38.97140040235287),116.51195935017674,38.97140040235287
144.0,栾县,今河北省赵县西北南轮城,今河北省赵县西北南轮城,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.66941329497202,39.352186242076165
145.0,晋县,河南省温县西南,河南省温县西南,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西南,POINT (112.38335199586187 33.07547364435473),112.38335199586187,33.07547364435473
146.0,少梁,陕西省韩城市西南,陕西省韩城市西南,Single,[{'county': 610581}],County,[],['陕西'],['渭南'],['韩城'],西南,POINT (110.28670945861255 35.44652330299901),110.28670945861255,35.44652330299901
147.0,雒阴,今陕西省大荔县西南洛河南岸,今陕西省大荔县西南洛河南岸,Single,[{'county': 610523}],County,[],['陕西'],['渭南'],['大荔'],,POINT (110.00883632977765 34.77924932705405),110.00883632977765,34.77924932705405
147.0,合阳,今陕西省合阳县东南,今陕西省合阳县东南,Single,[{'county': 610524}],County,[],['陕西'],['渭南'],['合阳'],东南,POINT (110.25855756336617 35.11933609995156),110.25855756336617,35.11933609995156
148.0,邺,今河北省临漳县西南,今河北省临漳县西南,Single,[{'county': 130423}],County,[],['河北'],['邯郸'],['临漳'],西南,POINT (114.54043843889552 36.1664834899153),114.54043843889552,36.1664834899153
150.0,苦陉,河北省无极县东北,河北省无极县东北,Single,[{'county': 130130}],County,[],['河北'],['石家庄'],['无极'],东北,POINT (115.03061283885097 38.240851236967664),115.03061283885097,38.240851236967664
150.0,魏县,河北省魏县,河北省魏县,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.66941329497202,39.352186242076165
151.0,酸枣,河南省延津县西南,河南省延津县西南,Single,[{'county': 410726}],County,[],['河南'],['新乡'],['延津'],西南,POINT (114.12898741403053 35.20802338816831),114.12898741403053,35.20802338816831
152.0,承匡,河南省睢县西南匡城,河南省睢县西南匡城,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
152.0,襄陵,河南省睢县,河南省睢县,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
153.0,安邑,今山西省夏县西北,今山西省夏县西北,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],西北,POINT (111.64957364419247 38.8746573162608),111.64957364419247,38.8746573162608
153.0,垣,今山西省垣曲县东南,今山西省垣曲县东南,Single,[{'county': 140827}],County,[],['山西'],['运城'],['垣曲'],东南,POINT (111.95521302567842 35.17184774783355),111.95521302567842,35.17184774783355
157.0,大梁,今河南省开封市,今河南省开封市,Single,[{'city': 4102}],City,[],['河南'],['开封'],['NA'],,POINT (114.5419159671769 34.64206516665747),114.5419159671769,34.64206516665747
158.0,绛,山西省侯马市西,山西省侯马市西,Single,[{'county': 141081}],County,[],['山西'],['临汾'],['侯马'],西,POINT (111.32840256273724 35.590361031085344),111.32840256273724,35.590361031085344
158.0,安邑,未明确提及具体位置,未明确提及具体位置,Single,[],0,['No Match'],[],[],[],,,,
161.0,济阳县故城,今河南省兰考县东北,今河南省兰考县东北,Single,[{'county': 410225}],County,[],['河南'],['开封'],['兰考'],东北,POINT (115.09371727632293 34.94920963353568),115.09371727632293,34.94920963353568
162.0,㶏阴,今河南省沙河南岸自漯河市以东至周口市一带,今河南省沙河南岸自漯河市以东至周口市一带,Single,"[{'city': 4111}, {'city': 4116}]",City,['Multiple Matches'],['河南'],"['漯河', '周口']",['NA'],,,,
163.0,顿丘,河南浚县西,河南浚县西,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西,POINT (112.11037058123645 34.10925978091684),112.11037058123645,34.10925978091684
164.0,阴晋,陕西省华阴市东,陕西省华阴市东,Single,[{'county': 610582}],County,[],['陕西'],['渭南'],['华阴'],东,POINT (110.11769948478927 34.52902743134215),110.11769948478927,34.52902743134215
166.0,蒲子县,今山西隰县,今山西隰县,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],,POINT (112.46586044574987 37.69595105969648),112.46586044574987,37.69595105969648
166.0,蒲阳,今山西隰县,今山西隰县,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],,POINT (112.46586044574987 37.69595105969648),112.46586044574987,37.69595105969648
167.0,漆垣,陕西铜川西北,陕西铜川西北,Single,[{'city': 6102}],City,[],['陕西'],['铜川'],['NA'],西北,POINT (108.96252737082328 35.36357176636911),108.96252737082328,35.36357176636911
168.0,咎奴,陕西延安市东北延河北岸,陕西延安市东北延河北岸,Single,[{'city': 6106}],City,[],['陕西'],['延安'],['NA'],,POINT (109.56192321917386 36.43291890571169),109.56192321917386,36.43291890571169
168.0,高奴,陕西延安市东北延河北岸,陕西延安市东北延河北岸,Single,[{'city': 6106}],City,[],['陕西'],['延安'],['NA'],,POINT (109.56192321917386 36.43291890571169),109.56192321917386,36.43291890571169
169.0,皮氏,山西省河津县西,山西省河津县西,Single,[{'county': 140882}],County,[],['山西'],['运城'],['河津'],西,POINT (110.63718064946438 35.60519550184877),110.63718064946438,35.60519550184877
170.0,蒲坂,山西省永济市西南,山西省永济市西南,Single,[{'county': 140881}],County,[],['山西'],['运城'],['永济'],西南,POINT (110.38285256200496 34.85035664324515),110.38285256200496,34.85035664324515
172.0,平丘,河南省封丘县东,河南省封丘县东,Single,[{'county': 410727}],County,[],['河南'],['新乡'],['封丘'],东,POINT (114.57539257684454 35.085738847106576),114.57539257684454,35.085738847106576
173.0,首垣,河南省长垣县东北,河南省长垣县东北,Single,[{'county': 410783}],County,[],['河南'],['新乡'],['长垣'],东北,POINT (114.86043321480757 35.30718640588338),114.86043321480757,35.30718640588338
177.0,单父,山东省单县,山东省单县,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],,POINT (117.69952645156845 36.329248582554094),117.69952645156845,36.329248582554094
178.0,高都县,今山西晋城市,今山西晋城市,Single,[{'city': 1405}],City,[],['山西'],['晋城'],['NA'],,POINT (112.78970097763201 35.6496714425631),112.78970097763201,35.6496714425631
180.0,燕,河南省延津县东北,河南省延津县东北,Single,[{'county': 410726}],County,[],['河南'],['新乡'],['延津'],东北,POINT (114.34412994799541 35.406348647450216),114.34412994799541,35.406348647450216
180.0,虚,河南省延津县东,河南省延津县东,Single,[{'county': 410726}],County,[],['河南'],['新乡'],['延津'],东,POINT (114.31596923368048 35.307402053450254),114.31596923368048,35.307402053450254
180.0,长平,河南省西华县东北,河南省西华县东北,Single,[{'county': 411622}],County,[],['河南'],['周口'],['西华'],东北,POINT (114.58922326848628 33.884613293890695),114.58922326848628,33.884613293890695
180.0,雍丘,河南省杞县,河南省杞县,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489415 33.90583689978037),113.12381458489415,33.90583689978037
180.0,山阳,河南省焦作市东北,河南省焦作市东北,Single,[{'city': 4108}],City,[],['河南'],['焦作'],['NA'],东北,POINT (113.32474286280727 35.308822915374456),113.32474286280727,35.308822915374456
181.0,修武郡,今河南省获嘉县,今河南省获嘉县,Single,[{'county': 410724}],County,[],['河南'],['新乡'],['获嘉'],,POINT (113.63119043763515 35.19746382722026),113.63119043763515,35.19746382722026
182.0,共县,河南辉县共城故城,河南辉县共城故城,Single,"[{'county': 131126}, {'province': 41}]",Province,['Multiple Matches'],"['河南', '河北']","['衡水', 'NA']","['NA', '故城']",,,,
183.0,宅阳县,今河南荥阳东,今河南荥阳东,Single,[{'county': 410182}],County,[],['河南'],['郑州'],['荥阳'],东,POINT (113.39975414779374 34.80371439763867),113.39975414779374,34.80371439763867
184.0,郚,河南许昌、鄢陵一带,河南许昌、鄢陵一带,Single,[{'county': 411024}],County,[],['河南'],['许昌'],['鄢陵'],,POINT (114.17775001297531 34.021322659739994),114.17775001297531,34.021322659739994
184.0,梧县,河南许昌、鄢陵一带,河南许昌、鄢陵一带,Single,[{'county': 411024}],County,[],['河南'],['许昌'],['鄢陵'],,POINT (114.17775001297531 34.021322659739994),114.17775001297531,34.021322659739994
186.0,涑[睘阝],今山西西南的涑水边上的一个县,今山西西南的涑水边上的一个县,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],,POINT (112.46586044574987 37.69595105969648),112.46586044574987,37.69595105969648
186.0,安成,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,焦,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,禾,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,垂,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,言阳,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,陕,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,阴安,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,合(沇),不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,襄垣,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,奇氏,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,成阳,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,虚阳,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,土匀,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,妾(？)都蒙(？)郡,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,都噩丘郡昌里□,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
186.0,遽郡,不详,不详,Single,[],0,['No Match'],[],[],[],,,,
187.0,沮阳,河北省怀来县东南,河北省怀来县东南,Single,[{'county': 130730}],County,[],['河北'],['张家口'],['怀来'],东南,POINT (115.76879660848454 40.23842356619648),115.76879660848454,40.23842356619648
187.0,渔阳,北京市密云县西南,北京市密云县西南,Single,[{'county': 110118}],County,[],['北京'],['北京'],['密云'],西南,POINT (116.85049272179808 40.40700485687024),116.85049272179808,40.40700485687024
187.0,无终,天津市蓟县,天津市蓟县,Single,[{'province': 12}],Province,[],['天津'],['NA'],['NA'],,POINT (117.40695886064003 39.38361102724752),117.40695886064003,39.38361102724752
187.0,阳乐,辽宁省义县西,辽宁省义县西,Single,[{'province': 21}],Province,[],['辽宁'],['NA'],['NA'],西,POINT (120.18196381023866 40.922142352933065),120.18196381023866,40.922142352933065
188.0,辽西郡,今辽宁省西部,今辽宁省西部,Single,[{'province': 21}],Province,[],['辽宁'],['NA'],['NA'],西部,POINT (121.50817002639648 41.18857123133163),121.50817002639648,41.18857123133163
188.0,令支县,今河北省迁安县西,今河北省迁安县西,Single,[{'county': 130283}],County,[],['河北'],['唐山'],['迁安'],西,POINT (118.59078099291241 40.02927311393118),118.59078099291241,40.02927311393118
189.0,襄平,辽宁省辽阳市,辽宁省辽阳市,Single,[{'city': 2110}],City,[],['辽宁'],['辽阳'],['NA'],,POINT (122.77338145279757 41.20683730515917),122.77338145279757,41.20683730515917
190.0,昌城,今河北固安县南,今河北固安县南,Single,[{'county': 131022}],County,[],['河北'],['廊坊'],['固安'],南,POINT (116.30017043150818 39.250941963378274),116.30017043150818,39.250941963378274
190.0,涿,今河北省涿州市,今河北省涿州市,Single,[{'county': 130681}],County,[],['河北'],['保定'],['涿州'],,POINT (115.9587634739873 39.47143183364145),115.9587634739873,39.47143183364145
190.0,阴坪,位置不明确，故不列出,位置不明确，故不列出,Single,[],0,['No Match'],[],[],[],,,,
190.0,恭昌,位置不明确，故不列出,位置不明确，故不列出,Single,[],0,['No Match'],[],[],[],,,,
190.0,匋阳,位置不明确，故不列出,位置不明确，故不列出,Single,[],0,['No Match'],[],[],[],,,,
190.0,方城,今河北固安县南,今河北固安县南,Single,[{'county': 131022}],County,[],['河北'],['廊坊'],['固安'],南,POINT (116.30017043150818 39.250941963378274),116.30017043150818,39.250941963378274
191.0,邓,湖北省襄樊市西北,湖北省襄樊市西北,Single,[{'province': 42}],Province,[],['湖北'],['NA'],['NA'],西北,POINT (110.94024844251913 32.16669177126137),110.94024844251913,32.16669177126137
192.0,湖阳,今河南省唐河县西南,今河南省唐河县西南,Single,[{'county': 411328}],County,[],['河南'],['南阳'],['唐河'],西南,POINT (112.6930589243854 32.480310935376686),112.6930589243854,32.480310935376686
193.0,竟陵,湖北省潜江市西北,湖北省潜江市西北,Single,[{'county': 429005}],County,[],['湖北'],['直辖级行政单位'],['潜江'],西北,POINT (112.66472038908518 30.469961038928428),112.66472038908518,30.469961038928428
194.0,苦,河南省鹿邑县东,河南省鹿邑县东,Single,[{'county': 411628}],County,[],['河南'],['周口'],['鹿邑'],东,POINT (115.48040847576172 33.91043560581133),115.48040847576172,33.91043560581133
195.0,期思,河南省淮滨县东南期思乡,河南省淮滨县东南期思乡,Single,[{'county': 411527}],County,[],['河南'],['信阳'],['淮滨'],,POINT (115.32510049543883 32.445541582065275),115.32510049543883,32.445541582065275
196.0,寝县,今安徽省临泉县,今安徽省临泉县,Single,[{'county': 341221}],County,[],['安徽'],['阜阳'],['临泉'],,POINT (115.32646769440711 32.85919356801763),115.32646769440711,32.85919356801763
197.0,鄀,湖北省宜城市东南,湖北省宜城市东南,Single,[{'county': 420684}],County,[],['湖北'],['襄阳'],['宜城'],东南,POINT (112.54872968817955 31.594443674695828),112.54872968817955,31.594443674695828
198.0,宛,河南省南阳市,河南省南阳市,Single,[{'city': 4113}],City,[],['河南'],['南阳'],['NA'],,POINT (112.17181874534914 33.04812010799885),112.17181874534914,33.04812010799885
199.0,析,河南省西峡县,河南省西峡县,Single,[{'county': 411323}],County,[],['河南'],['南阳'],['西峡'],,POINT (111.33467951835274 33.464826080571065),111.33467951835274,33.464826080571065
200.0,叶县,今河南省叶县南,今河南省叶县南,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],南,POINT (113.34345581508488 32.6592671778409),113.34345581508488,32.6592671778409
201.0,阴县,今湖北省老河口市北,今湖北省老河口市北,Single,[{'county': 420682}],County,[],['湖北'],['襄阳'],['老河口'],北,POINT (111.67915287960474 32.57991280275441),111.67915287960474,32.57991280275441
202.0,息县,今河南省息县西南,今河南省息县西南,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西南,POINT (112.38335199586187 33.07547364435473),112.38335199586187,33.07547364435473
203.0,武城,河南省信阳市东北,河南省信阳市东北,Single,[{'city': 4115}],City,[],['河南'],['信阳'],['NA'],东北,POINT (115.39159126051227 32.36658840647766),115.39159126051227,32.36658840647766
204.0,上庸,湖北省竹山县西南,湖北省竹山县西南,Single,[{'county': 420323}],County,[],['湖北'],['十堰'],['竹山'],西南,POINT (110.02967793848985 31.835038804173376),110.02967793848985,31.835038804173376
205.0,涢水,湖北省随州市,湖北省随州市,Single,[{'city': 4213}],City,[],['湖北'],['随州'],['NA'],,POINT (113.40979291666414 31.8933664335604),113.40979291666414,31.8933664335604
205.0,随县,湖北省随州市,湖北省随州市,Single,[{'city': 4213}],City,[],['湖北'],['随州'],['NA'],,POINT (113.40979291666414 31.8933664335604),113.40979291666414,31.8933664335604
206.0,鄢,湖北省宜城县东南楚王城,湖北省宜城县东南楚王城,Single,[{'county': 420684}],County,[],['湖北'],['襄阳'],['宜城'],,POINT (112.40898398232466 31.67594119377808),112.40898398232466,31.67594119377808
207.0,陈县,今河南省淮阳县,今河南省淮阳县,Single,[{'county': 411603}],County,[],['河南'],['周口'],['淮阳'],,POINT (114.83427319314947 33.6808532217299),114.83427319314947,33.6808532217299
208.0,平舆,河南省平舆县北,河南省平舆县北,Single,[{'county': 411723}],County,[],['河南'],['驻马店'],['平舆'],北,POINT (114.6180716763989 33.08854590983806),114.6180716763989,33.08854590983806
209.0,计斤,山东省胶州市西南,山东省胶州市西南,Single,[{'county': 370281}],County,[],['山东'],['青岛'],['胶州'],西南,POINT (119.82076768589332 36.116714832892335),119.82076768589332,36.116714832892335
209.0,莒,山东省莒县,山东省莒县,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],,POINT (117.69952645156845 36.329248582554094),117.69952645156845,36.329248582554094
210.0,鲁阳公,河南省鲁山县,河南省鲁山县,Single,[{'county': 410423}],County,[],['河南'],['平顶山'],['鲁山'],,POINT (112.67259130809529 33.77571317765083),112.67259130809529,33.77571317765083
211.0,临沅,湖南省常德市西,湖南省常德市西,Single,[{'city': 4307}],City,[],['湖南'],['常德'],['NA'],西,POINT (111.38015803947606 29.2663662910528),111.38015803947606,29.2663662910528
212.0,广陵,江苏省扬州市西北,江苏省扬州市西北,Single,[{'city': 3210}],City,[],['江苏'],['扬州'],['NA'],西北,POINT (119.42764714822707 33.08565479742995),119.42764714822707,33.08565479742995
