,index_x,id,toponym,location,index_y,Address,closeness,target_toponym,Match Type,Match Result,Match Level,Match Error,Province,City,County,Direction,geometry,X,Y
142,142,79,铜鞮,山西省沁县南,142,山西省沁县南,1,﻿铜鞮,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],南,POINT (112.09945586242732 36.1122846263748),112.0994559,36.11228463
143,143,80,屯留,今山西省屯留县南,143,今山西省屯留县南,1,﻿屯留,Single,[{'county': 140405}],County,[],['山西'],['长治'],['屯留'],南,POINT (112.76341635271272 36.27378617331279),112.7634164,36.27378617
145,145,81,京,河南省荥阳市东南,145,河南省荥阳市东南,1,﻿京,Single,[{'county': 410182}],County,[],['河南'],['郑州'],['荥阳'],东南,POINT (113.42570874873444 34.69745552403848),113.4257087,34.69745552
146,146,81,雍丘,今河南省滑县西南的雍丘镇,146,今河南省滑县西南的雍丘镇,0,,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489416 33.90583689978037),113.1238146,33.9058369
147,147,83,邢丘,河南省温县东平皋故城,147,河南省温县东平皋故城,0,﻿邢丘,Single,"[{'county': 131126}, {'county': 370923}, {'province': 41}]",Province,['Multiple Matches'],"['山东', '河北', '河南']","['NA', '泰安', '衡水']","['故城', '东平', 'NA']",,POINT EMPTY,,
148,148,84,卢氏,河南省卢氏县,148,河南省卢氏县,1,﻿卢氏,Single,[{'county': 411224}],County,[],['河南'],['三门峡'],['卢氏'],,POINT (111.0004383954327 33.98005790891679),111.0004384,33.98005791
149,149,85,新城,今河南省伊川县西南,149,今河南省伊川县西南,1,﻿新城,Single,[{'county': 410329}],County,[],['河南'],['洛阳'],['伊川'],西南,POINT (112.29961447646306 34.31849299958165),112.2996145,34.318493
150,150,86,路,山西省潞城县东北,150,山西省潞城县东北,1,﻿路,Single,[{'county': 140406}],County,[],['山西'],['长治'],['潞城'],东北,POINT (113.3163241579724 36.425033462075554),113.3163242,36.42503346
151,151,86,涉,河北省涉县西北,151,河北省涉县西北,1,涉,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],西北,POINT (115.09836581648143 40.88935914713104),115.0983658,40.88935915
152,152,86,端氏,山西省沁水县东,152,山西省沁水县东,1,端氏,Single,[{'county': 140521}],County,[],['山西'],['晋城'],['沁水'],东,POINT (112.53527074770692 35.79934202979413),112.5352707,35.79934203
153,153,87,修鱼,今河南原武县东,153,今河南原武县东,1,﻿修鱼,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],东,POINT (114.61564810249254 33.87105993080234),114.6156481,33.87105993
154,154,88,宜阳,今河南省宜阳县西,154,今河南省宜阳县西,1,﻿宜阳,Single,[{'county': 410327}],County,[],['河南'],['洛阳'],['宜阳'],西,POINT (111.90286136797484 34.49243289401025),111.9028614,34.49243289
155,155,90,皋落,山西垣曲县东南,155,山西垣曲县东南,1,﻿皋落,Single,[{'county': 140827}],County,[],['山西'],['运城'],['垣曲'],东南,POINT (111.95521302567842 35.17184774783355),111.955213,35.17184775
156,156,92,洱阳,汝阳（在今河南商水县附近）,156,汝阳（在今河南商水县附近）,0,,Single,[{'county': 410326}],County,[],['河南'],['洛阳'],['汝阳'],,POINT (112.46261083925114 34.0769350399009),112.4626108,34.07693504
157,157,93,野王,河南省沁阳市,157,河南省沁阳市,1,﻿野王,Single,[{'county': 410882}],County,[],['河南'],['焦作'],['沁阳'],,POINT (112.8569483953425 35.141146880639134),112.8569484,35.14114688
158,158,95,纶氏,河南登封县西南,158,河南登封县西南,1,纶氏,Single,[{'county': 410185}],County,[],['河南'],['郑州'],['登封'],西南,POINT (112.89006335310044 34.35856422730103),112.8900634,34.35856423
159,159,96,阳翟,河南省禹州市,159,河南省禹州市,1,阳翟,Single,[{'county': 411081}],County,[],['河南'],['许昌'],['禹州'],,POINT (113.35347176959424 34.20811326763051),113.3534718,34.20811327
160,160,97,阳人,河南汝州市西,160,河南汝州市西,1,﻿阳人,Single,[{'county': 410482}],County,[],['河南'],['平顶山'],['汝州'],西,POINT (112.7053794168898 34.140917534817284),112.7053794,34.14091753
161,161,99,格氏县,今河南荣阳北,161,今河南荣阳北,1,﻿格氏,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],北,POINT (113.46008715066654 35.15062894004727),113.4600872,35.15062894
162,162,100,盂,山西省阳曲县东北,162,山西省阳曲县东北,1,﻿盂,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],东北,POINT (112.93071204824425 38.2796541976855),112.930712,38.2796542
163,163,100,平陵,山西省文水县东北,163,山西省文水县东北,1,平陵,Single,[{'county': 141121}],County,[],['山西'],['吕梁'],['文水'],东北,POINT (112.02127509577322 37.50193460664111),112.0212751,37.50193461
164,164,101,梗阳,今山西省清徐县,164,今山西省清徐县,1,﻿梗阳,Single,[{'county': 140121}],County,[],['山西'],['太原'],['清徐'],,POINT (112.2845892641352 37.61884260531369),112.2845893,37.61884261
165,165,102,邬,山西省介休市东北,165,山西省介休市东北,1,﻿邬,Single,[{'county': 140781}],County,[],['山西'],['晋中'],['介休'],东北,POINT (112.07477141384096 37.07439019662411),112.0747714,37.0743902
166,166,103,涂水,山西省榆次市西南,166,山西省榆次市西南,1,﻿涂水,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],西南,POINT (112.71009031377348 37.580502346661085),112.7100903,37.58050235
167,167,104,邯郸,河北省邯郸市,167,河北省邯郸市,1,﻿邯郸,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076,36.5204255
168,168,105,晋县,山西省祁县东南,168,山西省祁县东南,0,,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],东南,POINT (112.64187264646688 36.390949605828496),112.6418726,36.39094961
169,169,106,中牟,河南省鹤壁市西,169,河南省鹤壁市西,1,﻿中牟,Single,[{'city': 4106}],City,[],['河南'],['鹤壁'],['NA'],西,POINT (114.1725383820197 35.747500848241565),114.1725384,35.74750085
170,170,107,晋阳,今山西省太原市西南,170,今山西省太原市西南,1,﻿晋阳,Single,[{'city': 1401}],City,[],['山西'],['太原'],['NA'],西南,POINT (112.21284636381532 37.71328151832628),112.2128464,37.71328152
172,172,107,邯郸,今河北省邯郸市,172,今河北省邯郸市,0,,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076,36.5204255
173,173,108,泫氏,山西省高平市,173,山西省高平市,1,﻿泫氏,Single,[{'county': 140581}],County,[],['山西'],['晋城'],['高平'],,POINT (112.90858072608523 35.82211306278013),112.9085807,35.82211306
174,174,109,平邑,今山西省大同县东,174,今山西省大同县东,1,﻿平邑,Single,[{'city': 1402}],City,[],['山西'],['大同'],['NA'],东,POINT (113.91313429377252 39.90556964159731),113.9131343,39.90556964
175,175,111,番吾,今河北省平山县东南,175,今河北省平山县东南,1,﻿番吾,Single,[{'county': 130131}],County,[],['河北'],['石家庄'],['平山'],东南,POINT (114.03149041417927 38.314312888660254),114.0314904,38.31431289
176,176,115,榆次,今山西省榆次市,176,今山西省榆次市,1,﻿榆次,Single,[{'county': 140702}],County,[],['山西'],['晋中'],['榆次'],,POINT (112.79977643532268 37.64636298028531),112.7997764,37.64636298
177,177,115,邯郸,赵国之代称,177,赵国之代称,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
178,178,116,蔺,今山西省离石县西,178,今山西省离石县西,1,﻿蔺,Single,[{'county': 141102}],County,[],['山西'],['吕梁'],['离石'],西,POINT (111.16422734681768 37.586583362886806),111.1642273,37.58658336
179,179,118,鄗,河北省柏乡县北,179,河北省柏乡县北,1,﻿鄗,Single,[{'county': 130524}],County,[],['河北'],['邢台'],['柏乡'],北,POINT (114.72432306018162 37.595459628497046),114.7243231,37.59545963
180,180,120,代郡,今河北省蔚县东北代王城,180,今河北省蔚县东北代王城,1,﻿代郡,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.6694133,39.35218624
181,181,120,代县,今河北省蔚县东北代王城,181,今河北省蔚县东北代王城,1,﻿代郡,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.6694133,39.35218624
182,182,122,石邑,今河北省获鹿县东南,182,今河北省获鹿县东南,1,石邑,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],东南,POINT (116.90211093871564 38.376611222714985),116.9021109,38.37661122
183,183,122,石城,石邑,183,石邑,0,石城,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
184,184,123,云中,内蒙古自治区托克托县东北,184,内蒙古自治区托克托县东北,1,云中,Single,[{'county': 150122}],County,[],['内蒙古'],['呼和浩特'],['托克托'],东北,POINT (111.3999107187298 40.44634337134528),111.3999107,40.44634337
185,185,124,善无当,今山西省右玉县南,185,今山西省右玉县南,0,,Single,[{'county': 140623}],County,[],['山西'],['朔州'],['右玉'],南,POINT (112.4166967253497 39.85280137508624),112.4166967,39.85280138
186,186,124,雁门郡,善无县属秦,186,善无县属秦,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
187,187,126,南行唐,今河北省行唐县东北,187,今河北省行唐县东北,1,﻿南行唐,Single,[{'county': 130125}],County,[],['河北'],['石家庄'],['行唐'],东北,POINT (114.50958416363584 38.59820186111166),114.5095842,38.59820186
188,188,127,兹氏县,今山西省汾阳南,188,今山西省汾阳南,1,﻿兹氏,Single,[{'county': 141182}],County,[],['山西'],['吕梁'],['汾阳'],南,POINT (111.74457435494269 37.243478954368506),111.7445744,37.24347895
189,189,128,防陵,河南安阳西南,189,河南安阳西南,1,﻿防陵,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],西南,POINT (113.91732869845356 35.79192687294331),113.9173287,35.79192687
190,190,128,安阳,河南安阳,190,河南安阳,0,,Single,[{'city': 4105}],City,[],['河南'],['安阳'],['NA'],,POINT (113.91732584485518 35.79206679246907),113.9173258,35.79206679
191,191,131,武垣县,今河北省肃宁县东南,191,今河北省肃宁县东南,1,﻿武垣,Single,[{'county': 130926}],County,[],['河北'],['沧州'],['肃宁'],东南,POINT (115.96343126231967 38.36005547829433),115.9634313,38.36005548
192,192,132,元氏,今河北省元氏县西北,192,今河北省元氏县西北,1,﻿元氏,Single,[{'county': 130132}],County,[],['河北'],['石家庄'],['元氏'],西北,POINT (114.3195516859289 37.85804582595422),114.3195517,37.85804583
193,193,133,邢县,今河北邢台,193,今河北邢台,1,﻿邢,Single,[{'city': 1305}],City,[],['河北'],['邢台'],['NA'],,POINT (114.82253987107651 37.27478679583288),114.8225399,37.2747868
194,194,134,新城县,今山西省朔州南,194,今山西省朔州南,1,﻿新城,Single,[{'city': 1406}],City,[],['山西'],['朔州'],['NA'],南,POINT (112.54093306080638 39.35259770544631),112.5409331,39.35259771
195,195,135,狼孟县,今山西省阳曲县,195,今山西省阳曲县,1,﻿狼孟,Single,[{'county': 140122}],County,[],['山西'],['太原'],['阳曲'],,POINT (112.59400200885749 38.19680881518068),112.594002,38.19680882
196,196,138,柏人,河北省隆尧县西,196,河北省隆尧县西,1,﻿柏人,Single,[{'county': 130525}],County,[],['河北'],['邢台'],['隆尧'],西,POINT (114.6848694250169 37.40635604434601),114.6848694,37.40635604
197,197,140,平原津令,山东省平原县南,197,山东省平原县南,0,,Single,[{'county': 371426}],County,[],['山东'],['德州'],['平原'],南,POINT (116.40039943129965 37.04393304820331),116.4003994,37.04393305
198,198,141,富昌,内蒙古自治区淮格尔旗,198,内蒙古自治区淮格尔旗,1,﻿富昌,Single,[{'province': 15}],Province,[],['内蒙古'],['NA'],['NA'],,POINT (119.05918049571122 45.42294460800112),119.0591805,45.42294461
199,199,142,武平,河北省文安县北,199,河北省文安县北,1,﻿武平,Single,[{'county': 131026}],County,[],['河北'],['廊坊'],['文安'],北,POINT (116.51195935017674 38.97140040235287),116.5119594,38.9714004
200,200,144,栾县,今河北省赵县西北南轮城,200,今河北省赵县西北南轮城,1,﻿栾,Single,[{'province': 13}],Province,[],['河北'],['NA'],['NA'],,POINT (115.66941329497202 39.352186242076165),115.6694133,39.35218624
217,217,144,繁寺（止？）,繁畤,217,繁畤,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
218,218,144,娄番（弁？）,楼烦,218,楼烦,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
222,222,144,椁,崞,222,崞,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
223,223,144,邪,推邪？,223,推邪？,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
224,224,144,奴邑,茹？,224,茹？,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
239,239,144,完（冠）阳,原阳,239,原阳,0,,Single,[{'county': 410725}],County,[],['河南'],['新乡'],['原阳'],,POINT (113.93573852377789 35.02307544697928),113.9357385,35.02307545
240,240,144,星阳,清阳,240,清阳,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
241,241,144,人也,任,241,任,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
242,242,144,氏金,泜,242,泜,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
243,243,144,平于,平舒,243,平舒,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
244,244,144,沙乇,沙泽,244,沙泽,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
245,245,144,干关,抨关,245,抨关,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
264,264,144,王夸,望诸？,264,望诸？,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
272,272,144,鸾即,安次？,272,安次？,0,,Single,[{'county': 131002}],County,[],['河北'],['廊坊'],['安次'],,POINT (116.77749563638322 39.35871982255079),116.7774956,39.35871982
273,273,144,觱,即裴,273,即裴,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
275,275,144,大酉,扶柳,275,扶柳,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
276,276,144,鄚,权,276,权,0,,Single,[],0,['No Match'],[],[],[],,POINT EMPTY,,
286,286,145,晋县,河南省温县西南,286,河南省温县西南,0,,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西南,POINT (112.38335199586189 33.07547364435473),112.383352,33.07547364
287,287,145,魏县,河南省温县,287,河南省温县,0,,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489416 33.90583689978037),113.1238146,33.9058369
288,288,146,少梁,陕西省韩城市西南,288,陕西省韩城市西南,1,﻿少梁,Single,[{'county': 610581}],County,[],['陕西'],['渭南'],['韩城'],西南,POINT (110.28670945861256 35.44652330299901),110.2867095,35.4465233
289,289,147,雒阴,今陕西省大荔县西南洛河南岸,289,今陕西省大荔县西南洛河南岸,1,﻿雒阴,Single,[{'county': 610523}],County,[],['陕西'],['渭南'],['大荔'],,POINT (110.00883632977764 34.77924932705405),110.0088363,34.77924933
290,290,147,合阳,今陕西省合阳县东南,290,今陕西省合阳县东南,1,合阳,Single,[{'county': 610524}],County,[],['陕西'],['渭南'],['合阳'],东南,POINT (110.25855756336615 35.11933609995156),110.2585576,35.1193361
291,291,148,邺,今河北省临漳县西南,291,今河北省临漳县西南,1,﻿邺,Single,[{'county': 130423}],County,[],['河北'],['邯郸'],['临漳'],西南,POINT (114.54043843889552 36.1664834899153),114.5404384,36.16648349
292,292,150,苦陉,河北省无极县东北,292,河北省无极县东北,1,苦陉,Single,[{'county': 130130}],County,[],['河北'],['石家庄'],['无极'],东北,POINT (115.03061283885096 38.240851236967664),115.0306128,38.24085124
293,293,150,魏县,河北省无极县,293,河北省无极县,0,,Single,[{'county': 130130}],County,[],['河北'],['石家庄'],['无极'],,POINT (114.94229761949175 38.175667003939225),114.9422976,38.175667
294,294,151,酸枣,河南省延津县西南,294,河南省延津县西南,1,﻿酸枣,Single,[{'county': 410726}],County,[],['河南'],['新乡'],['延津'],西南,POINT (114.12898741403052 35.20802338816831),114.1289874,35.20802339
295,295,152,承匡,河南省睢县西南匡城,295,河南省睢县西南匡城,1,﻿承匡,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489416 33.90583689978037),113.1238146,33.9058369
296,296,152,襄陵,河南省睢县西南匡城,296,河南省睢县西南匡城,0,,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489416 33.90583689978037),113.1238146,33.9058369
297,297,153,安邑,今山西省夏县西北,297,今山西省夏县西北,1,﻿安邑,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],西北,POINT (111.64957364419249 38.8746573162608),111.6495736,38.87465732
298,298,153,王垣,今山西省垣曲县东南,298,今山西省垣曲县东南,1,王垣,Single,[{'county': 140827}],County,[],['山西'],['运城'],['垣曲'],东南,POINT (111.95521302567842 35.17184774783355),111.955213,35.17184775
299,299,157,大梁,今河南省开封市,299,今河南省开封市,1,﻿大梁,Single,[{'city': 4102}],City,[],['河南'],['开封'],['NA'],,POINT (114.5419159671769 34.64206516665747),114.541916,34.64206517
300,300,158,绛,山西省侯马市西,300,山西省侯马市西,1,﻿绛,Single,[{'county': 141081}],County,[],['山西'],['临汾'],['侯马'],西,POINT (111.32840256273724 35.590361031085344),111.3284026,35.59036103
304,304,161,济阳县故城,今河南省兰考县东北,304,今河南省兰考县东北,0,,Single,[{'county': 410225}],County,[],['河南'],['开封'],['兰考'],东北,POINT (115.09371727632292 34.94920963353568),115.0937173,34.94920963
305,305,162,㶏阴,今河南省沙河南岸自漯河市以东至周口市一带,305,今河南省沙河南岸自漯河市以东至周口市一带,0,﻿㶏阴,Single,"[{'city': 4111}, {'city': 4116}]",City,['Multiple Matches'],['河南'],"['漯河', '周口']",['NA'],,POINT EMPTY,,
306,306,163,顿丘,河南浚县西,306,河南浚县西,1,﻿顿丘,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西,POINT (112.11037058123644 34.10925978091684),112.1103706,34.10925978
307,307,164,阴晋,陕西省华阴市东,307,陕西省华阴市东,1,﻿阴晋,Single,[{'county': 610582}],County,[],['陕西'],['渭南'],['华阴'],东,POINT (110.11769948478928 34.52902743134215),110.1176995,34.52902743
308,308,166,蒲子县,山西隰县,308,山西隰县,1,﻿蒲子（蒲阳）,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],,POINT (112.46586044574988 37.69595105969648),112.4658604,37.69595106
309,309,166,蒲阳,山西隰县,309,山西隰县,1,﻿蒲子（蒲阳）,Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],,POINT (112.46586044574988 37.69595105969648),112.4658604,37.69595106
310,310,167,漆垣,陕西铜川西北,310,陕西铜川西北,1,﻿漆垣,Single,[{'city': 6102}],City,[],['陕西'],['铜川'],['NA'],西北,POINT (108.96252737082328 35.36357176636911),108.9625274,35.36357177
311,311,168,咎奴,陕西延安市东北延河北岸,311,陕西延安市东北延河北岸,0,,Single,[{'city': 6106}],City,[],['陕西'],['延安'],['NA'],,POINT (109.56192321917386 36.43291890571169),109.5619232,36.43291891
312,312,169,皮氏,山西省河津县西,312,山西省河津县西,1,﻿皮氏,Single,[{'county': 140882}],County,[],['山西'],['运城'],['河津'],西,POINT (110.63718064946438 35.60519550184877),110.6371806,35.6051955
313,313,170,蒲坂,山西省永济市西南,313,山西省永济市西南,0,,Single,[{'county': 140881}],County,[],['山西'],['运城'],['永济'],西南,POINT (110.38285256200496 34.85035664324515),110.3828526,34.85035664
314,314,172,平丘,河南省封丘县东,314,河南省封丘县东,1,﻿平丘,Single,[{'county': 410727}],County,[],['河南'],['新乡'],['封丘'],东,POINT (114.57539257684454 35.085738847106576),114.5753926,35.08573885
315,315,173,首垣,河南省长垣县东北,315,河南省长垣县东北,1,﻿首垣,Single,[{'county': 410783}],County,[],['河南'],['新乡'],['长垣'],东北,POINT (114.86043321480756 35.30718640588338),114.8604332,35.30718641
316,316,177,单父,山东省单县,316,山东省单县,1,﻿单父,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],,POINT (117.69952645156845 36.329248582554094),117.6995265,36.32924858
317,317,178,高都县,今山西晋城市,317,今山西晋城市,1,﻿高都,Single,[{'city': 1405}],City,[],['山西'],['晋城'],['NA'],,POINT (112.789700977632 35.6496714425631),112.789701,35.64967144
318,318,180,燕,河南省延津县东北,318,河南省延津县东北,1,﻿燕,Single,[{'county': 410726}],County,[],['河南'],['新乡'],['延津'],东北,POINT (114.3441299479954 35.406348647450216),114.3441299,35.40634865
319,319,180,虚,河南省延津县东,319,河南省延津县东,1,虚,Single,[{'county': 410726}],County,[],['河南'],['新乡'],['延津'],东,POINT (114.31596923368048 35.307402053450254),114.3159692,35.30740205
320,320,180,长平,河南省西华县东北,320,河南省西华县东北,1,长平,Single,[{'county': 411622}],County,[],['河南'],['周口'],['西华'],东北,POINT (114.58922326848628 33.884613293890695),114.5892233,33.88461329
321,321,180,雍丘,河南省杞县,321,河南省杞县,1,雍丘,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],,POINT (113.12381458489416 33.90583689978037),113.1238146,33.9058369
322,322,180,山阳,河南省焦作市东北,322,河南省焦作市东北,1,山阳,Single,[{'city': 4108}],City,[],['河南'],['焦作'],['NA'],东北,POINT (113.32474286280728 35.308822915374456),113.3247429,35.30882292
323,323,181,修武县,今河南省获嘉县,323,今河南省获嘉县,1,﻿修武,Single,[{'county': 410724}],County,[],['河南'],['新乡'],['获嘉'],,POINT (113.63119043763515 35.19746382722026),113.6311904,35.19746383
324,324,182,龚（共）县,今河南辉县共城故城,324,今河南辉县共城故城,0,,Single,"[{'county': 131126}, {'province': 41}]",Province,['Multiple Matches'],"['河北', '河南']","['NA', '衡水']","['故城', 'NA']",,POINT EMPTY,,
325,325,183,宅阳县,今河南荥阳东,325,今河南荥阳东,1,﻿宅阳,Single,[{'county': 410182}],County,[],['河南'],['郑州'],['荥阳'],东,POINT (113.39975414779374 34.80371439763867),113.3997541,34.8037144
326,326,184,郚,今河南许昌、鄢陵一带,326,今河南许昌、鄢陵一带,0,,Single,[{'county': 411024}],County,[],['河南'],['许昌'],['鄢陵'],,POINT (114.17775001297532 34.021322659739994),114.17775,34.02132266
327,327,186,涑[睘阝],今山西西南的涑水边,327,今山西西南的涑水边,1,﻿涑[睘阝],Single,[{'province': 14}],Province,[],['山西'],['NA'],['NA'],,POINT (112.46586044574988 37.69595105969648),112.4658604,37.69595106
342,342,187,沮阳,今河北省怀来县东南,342,今河北省怀来县东南,1,沮阳,Single,[{'county': 130730}],County,[],['河北'],['张家口'],['怀来'],东南,POINT (115.76879660848454 40.23842356619648),115.7687966,40.23842357
343,343,187,渔阳,今北京市密云县西南,343,今北京市密云县西南,1,渔阳,Single,[{'county': 110118}],County,[],['北京'],['北京'],['密云'],西南,POINT (116.85049272179808 40.40700485687024),116.8504927,40.40700486
344,344,187,无终,今天津市蓟县,344,今天津市蓟县,1,无终,Single,[{'province': 12}],Province,[],['天津'],['NA'],['NA'],,POINT (117.40695886064005 39.38361102724752),117.4069589,39.38361103
345,345,187,阳乐,今辽宁省义县西,345,今辽宁省义县西,1,阳乐,Single,[{'province': 21}],Province,[],['辽宁'],['NA'],['NA'],西,POINT (120.18196381023866 40.922142352933065),120.1819638,40.92214235
346,346,188,辽西郡,今辽宁省西部,346,今辽宁省西部,0,,Single,[{'province': 21}],Province,[],['辽宁'],['NA'],['NA'],西部,POINT (121.50817002639648 41.18857123133163),121.50817,41.18857123
347,347,188,令支县,今河北省迁安县西,347,今河北省迁安县西,1,﻿令支,Single,[{'county': 130283}],County,[],['河北'],['唐山'],['迁安'],西,POINT (118.5907809929124 40.02927311393118),118.590781,40.02927311
348,348,189,襄平,辽宁省辽阳市,348,辽宁省辽阳市,1,﻿襄平,Single,[{'city': 2110}],City,[],['辽宁'],['辽阳'],['NA'],,POINT (122.77338145279757 41.20683730515917),122.7733815,41.20683731
349,349,190,昌城,今河北固安县南,349,今河北固安县南,0,,Single,[{'county': 131022}],County,[],['河北'],['廊坊'],['固安'],南,POINT (116.30017043150818 39.250941963378274),116.3001704,39.25094196
350,350,190,涿,今河北省涿州市,350,今河北省涿州市,0,,Single,[{'county': 130681}],County,[],['河北'],['保定'],['涿州'],,POINT (115.9587634739873 39.47143183364145),115.9587635,39.47143183
354,354,190,方城,今河北固安县南,354,今河北固安县南,1,方城,Single,[{'county': 131022}],County,[],['河北'],['廊坊'],['固安'],南,POINT (116.30017043150818 39.250941963378274),116.3001704,39.25094196
355,355,191,邓,湖北省襄樊市西北,355,湖北省襄樊市西北,1,﻿邓,Single,[{'province': 42}],Province,[],['湖北'],['NA'],['NA'],西北,POINT (110.94024844251912 32.16669177126137),110.9402484,32.16669177
356,356,192,湖阳,今河南省唐河县西南,356,今河南省唐河县西南,1,﻿湖阳,Single,[{'county': 411328}],County,[],['河南'],['南阳'],['唐河'],西南,POINT (112.6930589243854 32.480310935376686),112.6930589,32.48031094
357,357,193,竟陵,湖北省潜江市西北,357,湖北省潜江市西北,1,﻿竟陵,Single,[{'county': 429005}],County,[],['湖北'],['直辖级行政单位'],['潜江'],西北,POINT (112.66472038908518 30.469961038928428),112.6647204,30.46996104
358,358,194,苦,河南省鹿邑县东,358,河南省鹿邑县东,1,﻿苦,Single,[{'county': 411628}],County,[],['河南'],['周口'],['鹿邑'],东,POINT (115.48040847576172 33.91043560581133),115.4804085,33.91043561
359,359,195,期思,河南省淮滨县东南期思乡,359,河南省淮滨县东南期思乡,1,﻿期思,Single,[{'county': 411527}],County,[],['河南'],['信阳'],['淮滨'],,POINT (115.32510049543885 32.445541582065275),115.3251005,32.44554158
360,360,196,沈县,今安徽省临泉县,360,今安徽省临泉县,0,,Single,[{'county': 341221}],County,[],['安徽'],['阜阳'],['临泉'],,POINT (115.32646769440711 32.85919356801763),115.3264677,32.85919357
361,361,196,寝县,今安徽省临泉县,361,今安徽省临泉县,1,寝,Single,[{'county': 341221}],County,[],['安徽'],['阜阳'],['临泉'],,POINT (115.32646769440711 32.85919356801763),115.3264677,32.85919357
362,362,197,鄀,湖北省宜城市东南,362,湖北省宜城市东南,1,﻿鄀,Single,[{'county': 420684}],County,[],['湖北'],['襄阳'],['宜城'],东南,POINT (112.54872968817956 31.594443674695828),112.5487297,31.59444367
363,363,198,宛,河南省南阳市,363,河南省南阳市,0,,Single,[{'city': 4113}],City,[],['河南'],['南阳'],['NA'],,POINT (112.17181874534914 33.04812010799885),112.1718187,33.04812011
364,364,199,析,河南省西峡县,364,河南省西峡县,1,析,Single,[{'county': 411323}],County,[],['河南'],['南阳'],['西峡'],,POINT (111.33467951835274 33.464826080571065),111.3346795,33.46482608
365,365,200,叶县,今河南省叶县南,365,今河南省叶县南,1,﻿叶,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],南,POINT (113.34345581508488 32.6592671778409),113.3434558,32.65926718
366,366,201,阴县,今湖北省老河口市北,366,今湖北省老河口市北,1,﻿阴,Single,[{'county': 420682}],County,[],['湖北'],['襄阳'],['老河口'],北,POINT (111.67915287960474 32.57991280275441),111.6791529,32.5799128
367,367,202,息县,今河南省息县西南,367,今河南省息县西南,1,﻿息,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西南,POINT (112.38335199586189 33.07547364435473),112.383352,33.07547364
368,368,203,武城,河南省信阳市东北,368,河南省信阳市东北,1,﻿武城,Single,[{'city': 4115}],City,[],['河南'],['信阳'],['NA'],东北,POINT (115.39159126051229 32.36658840647766),115.3915913,32.36658841
369,369,204,上庸,湖北省竹山县西南,369,湖北省竹山县西南,1,﻿上庸,Single,[{'county': 420323}],County,[],['湖北'],['十堰'],['竹山'],西南,POINT (110.02967793848984 31.835038804173376),110.0296779,31.8350388
