,id,toponym,location,Address,Direction,Match Elements,Match Result,Match Level,Match Error,Match Period,geometry,Province,Prefecture,County,Maximum Error Distance,Certainty,closeness,target_toponym
111,53.0,上邽,今甘肃省天水市,['今甘肃省天水市'],,"[['甘肃', '天水']]",[{'prefecture': 6205}],Prefecture,[],modern,POINT (105.5352232950286 34.619472378442836),['甘肃省'],['天水市'],['NA'],201.4318231,0.960086966,1.0,﻿上邽
112,53.0,下邽,今陕西省渭南市北,['今陕西省渭南市北'],北,"[['陕西', '渭南']]",[{'prefecture': 6105}],Prefecture,[],modern,POINT (110.00115251300494 35.400639776140196),['陕西省'],['渭南市'],['NA'],197.4939403,0.960867244,1.0,下邽
113,53.0,虢县,今陕西省宝鸡县西,['今陕西省宝鸡县西'],西,"[['陕西', '宝鸡', '']]",[{'county': 610303}],County,[],modern,POINT (107.0234891672807 34.446506655867054),['陕西省'],['宝鸡市'],['金台区'],39.19364265,0.992233912,1.0,虢
114,54.0,叔夷釐邑,莱邑,['莱邑'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
115,54.0,晏子得到的是千家之县,晏子得到的是千家之县,['晏子得到的是千家之县'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
116,54.0,棠县,山东省平度市东南,['山东省平度市东南'],东南,"[['山东', '平度']]",[{'county': 370283}],County,[],modern,POINT (120.10953551148197 36.666384138213765),['山东省'],['青岛市'],['平度市'],75.75054554,0.984990286,1.0,棠
117,55.0,朱方,江苏省镇江市东南,['江苏省镇江市东南'],东南,"[['江苏', '镇江']]",[{'prefecture': 3211}],Prefecture,[],modern,POINT (119.62245573671458 31.889315970181663),['江苏省'],['镇江市'],['NA'],96.77066532,0.98082522,1.0,﻿朱方
118,55.0,卑梁,安徽省天长市西北,['安徽省天长市西北'],西北,"[['安徽', '天长']]",[{'county': 341181}],County,[],modern,POINT (118.8655749544128 32.823934315023585),['安徽省'],['滁州市'],['天长市'],60.45801971,0.988020448,1.0,卑梁
119,57.0,阳翟县,河南阳城,['河南阳城'],,"[['河南', '']]",[{'county': 410103}],County,[],modern,POINT (113.58890162690777 34.69682914812475),['河南省'],['郑州市'],['二七区'],18.8121651,0.996272433,0.0,
120,57.0,栎,阳翟,['阳翟'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,栎
121,58.0,临淄,山东省淄博市临淄北,['山东省淄博市临淄北'],北,"[['山东', '淄博', '临淄']]",[{'county': 370305}],County,[],modern,POINT (118.33493738075714 36.92475525528664),['山东省'],['淄博市'],['临淄区'],43.10172805,0.991459538,1.0,﻿临淄
122,59.0,高唐,山东省高唐县东,['山东省高唐县东'],东,"[['山东', '高唐']]",[{'county': 371526}],County,[],modern,POINT (116.33732372305903 36.84298649357507),['山东省'],['聊城市'],['高唐县'],45.36134352,0.991011803,1.0,﻿高唐
123,60.0,酅,山东省淄博市东北,['山东省淄博市东北'],东北,"[['山东', '淄博']]",[{'prefecture': 3703}],Prefecture,[],modern,POINT (118.2691054737019 36.85991483250163),['山东省'],['淄博市'],['NA'],163.0909326,0.967684084,0.0,
124,60.0,安平,山东省淄博市东北,['山东省淄博市东北'],东北,"[['山东', '淄博']]",[{'prefecture': 3703}],Prefecture,[],modern,POINT (118.2691054737019 36.85991483250163),['山东省'],['淄博市'],['NA'],163.0909326,0.967684084,1.0,﻿安平
125,61.0,阿,山东省,['山东省'],,"[['山东', '']]",[{'county': 370103}],County,[],modern,POINT (117.00911731547055 36.5758000069818),['山东省'],['济南市'],['市中区'],29.95470545,0.994064576,0.0,
126,61.0,甄,山东省甄城县北,['山东省甄城县北'],北,"[['山东', '']]",[{'county': 370103}],County,[],modern,POINT (117.00726465536935 36.61871069504737),['山东省'],['济南市'],['市中区'],29.95470545,0.994064576,1.0,甄
127,62.0,即墨,山东省平度市东南,['山东省平度市东南'],东南,"[['山东', '平度']]",[{'county': 370283}],County,[],modern,POINT (120.10953551148197 36.666384138213765),['山东省'],['青岛市'],['平度市'],75.75054554,0.984990286,1.0,﻿即墨
128,62.0,阿,山东省阳谷县东北阿城镇,['山东省阳谷县东北阿城镇'],,"[['山东', '阳谷']]",[{'county': 371521}],County,[],modern,POINT (115.89599300368246 36.13660391775855),['山东省'],['聊城市'],['阳谷县'],51.79464603,0.989737066,1.0,阿
129,63.0,南武城,山东省平邑县东南故县,['山东省平邑县东南故县'],,"[['山东', '平邑']]",[{'county': 371326}],County,[],modern,POINT (117.69571212322336 35.43307694006579),['山东省'],['临沂市'],['平邑县'],65.66592939,0.986988518,1.0,南武城
130,64.0,薛,山东省滕州市南,['山东省滕州市南'],南,"[['山东', '滕州']]",[{'county': 370481}],County,[],modern,POINT (117.18857537588664 34.957232410003584),['山东省'],['枣庄市'],['滕州市'],56.84437582,0.988736479,1.0,﻿薛
131,66.0,蒙,河南省商丘市东北,['河南省商丘市东北'],东北,"[['河南', '商丘']]",[{'prefecture': 4114}],Prefecture,[],modern,POINT (115.94129939141018 34.46248224368045),['河南省'],['商丘市'],['NA'],188.6200494,0.962625576,1.0,﻿蒙
132,67.0,昌城,山东省淄博市东南昌城,['山东省淄博市东南昌城'],,"[['山东', '淄博']]",[{'prefecture': 3703}],Prefecture,[],modern,POINT (117.97021332650442 36.600497675699785),['山东省'],['淄博市'],['NA'],163.0909326,0.967684084,1.0,﻿昌城
133,68.0,聊城,山东省聊城市西北,['山东省聊城市西北'],西北,"[['山东', '聊城']]",[{'prefecture': 3715}],Prefecture,[],modern,POINT (115.67934270139241 36.72552756576119),['山东省'],['聊城市'],['NA'],163.68846,0.967565686,1.0,聊城
134,70.0,夜邑,山东省莱州市,['山东省莱州市'],,"[['山东', '莱州']]",[{'county': 370683}],County,[],modern,POINT (120.09115158114481 37.237674681837504),['山东省'],['烟台市'],['莱州市'],70.68717372,0.985993576,0.0,
135,71.0,齐县,山东省沂源县东南,['山东省沂源县东南'],东南,"[['山东', '沂源']]",[{'county': 370323}],County,[],modern,POINT (118.34226760773868 36.068079813885504),['山东省'],['淄博市'],['沂源县'],57.28950744,0.988648278,0.0,
136,72.0,平陆县,山东省汶上县北,['山东省汶上县北'],北,"[['山东', '汶上']]",[{'county': 370830}],County,[],modern,POINT (116.59036192116336 35.83594935953927),['山东省'],['济宁市'],['汶上县'],52.95605999,0.989506936,1.0,﻿平陆
137,73.0,平陵县,山东省济南市历城区,['山东省济南市历城区'],,"[['山东', '济南', '历城']]",[{'county': 370112}],County,[],modern,POINT (117.26419499342173 36.60683837397319),['山东省'],['济南市'],['历城区'],64.03915346,0.987310858,1.0,﻿平陵
138,75.0,安阳,山东阳谷东北,['山东阳谷东北'],东北,"[['山东', '阳谷']]",[{'county': 371521}],County,[],modern,POINT (115.97405502340088 36.23617323228588),['山东省'],['聊城市'],['阳谷县'],51.79464603,0.989737066,1.0,﻿安阳
139,76.0,易（阳）,山东省沂水县,['山东省沂水县'],,"[['山东', '沂水']]",[{'county': 371323}],County,[],modern,POINT (118.4998252027747 35.896948852100344),['山东省'],['临沂市'],['沂水县'],81.56099993,0.983838964,0.0,
140,76.0,高密,高密,['高密'],,[['高密']],[{'county': 370785}],County,[],modern,POINT (119.70412526659143 36.4209547819697),['山东省'],['潍坊市'],['高密市'],60.89086863,0.98793468,0.0,
141,76.0,平阿,平阿,['平阿'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
142,76.0,平陆,平陆,['平陆'],,[['平陆']],[{'county': 140829}],County,[],modern,POINT (111.24986017042431 34.864893892023225),['山西省'],['运城市'],['平陆县'],67.78554905,0.986568523,0.0,
143,77.0,平阳,山西省临汾市西南,['山西省临汾市西南'],西南,"[['山西', '临汾']]",[{'prefecture': 1410}],Prefecture,[],modern,POINT (110.95969003614391 35.8697002512513),['山西省'],['临汾市'],['NA'],219.4164836,0.956523366,1.0,﻿平阳
144,78.0,杨氏县,山西省洪洞县东南,['山西省洪洞县东南'],东南,"[['山西', '洪洞']]",[{'county': 141024}],County,[],modern,POINT (111.76672382011358 36.20860499514204),['山西省'],['临汾市'],['洪洞县'],60.14682682,0.98808211,1.0,﻿杨氏
145,78.0,长子县,山西省长子县西南,['山西省长子县西南'],西南,"[['山西', '长子']]",[{'county': 140428}],County,[],modern,POINT (112.73650880783453 36.037037708848246),['山西省'],['长治市'],['长子县'],47.71652397,0.990545132,0.0,
146,79.0,铜鞮,山西省沁县南,['山西省沁县南'],南,"[['山西', '沁']]",[{'county': 140430}],County,[],modern,POINT (112.61813237788624 36.57589974482548),['山西省'],['长治市'],['沁县'],61.43167988,0.987827521,1.0,﻿铜鞮
147,80.0,屯留,山西省屯留县南,['山西省屯留县南'],南,"[['山西', '屯留']]",[{'county': 140405}],County,[],modern,POINT (112.76587678224547 36.27309000567509),['山西省'],['长治市'],['屯留区'],52.61571028,0.989574375,1.0,﻿屯留
148,80.0,晋,山西省,['山西省'],,[['山西']],[{'province': 14}],Province,[],modern,POINT (112.47245736275306 37.66516721635999),['山西省'],['NA'],['NA'],758.2426072,0.849756793,0.0,
149,80.0,端氏,山西省,['山西省'],,[['山西']],[{'province': 14}],Province,[],modern,POINT (112.47245736275306 37.66516721635999),['山西省'],['NA'],['NA'],758.2426072,0.849756793,0.0,
150,80.0,上党郡,山西省,['山西省'],,[['山西']],[{'province': 14}],Province,[],modern,POINT (112.47245736275306 37.66516721635999),['山西省'],['NA'],['NA'],758.2426072,0.849756793,0.0,
151,80.0,尚子,山西省,['山西省'],,[['山西']],[{'province': 14}],Province,[],modern,POINT (112.47245736275306 37.66516721635999),['山西省'],['NA'],['NA'],758.2426072,0.849756793,0.0,
152,81.0,京,河南省荥阳市东南,['河南省荥阳市东南'],东南,"[['河南', '荥阳']]",[{'county': 410182}],County,[],modern,POINT (113.42713048062978 34.695882459958945),['河南省'],['郑州市'],['荥阳市'],45.42760202,0.990998674,1.0,﻿京
153,81.0,郑邑,河南省荥阳市东南,['河南省荥阳市东南'],东南,"[['河南', '荥阳']]",[{'county': 410182}],County,[],modern,POINT (113.42713048062978 34.695882459958945),['河南省'],['郑州市'],['荥阳市'],45.42760202,0.990998674,0.0,
154,83.0,邢丘,河南省温县东平皋故城,['河南省温县东平皋故城'],,"[['河南', '温']]",[{'county': 410825}],County,[],modern,POINT (113.04985216390031 34.95060243994841),['河南省'],['焦作市'],['温县'],33.72644378,0.993317219,1.0,﻿邢丘
155,84.0,卢氏令戈,河南省卢氏县,['河南省卢氏县'],,"[['河南', '卢氏']]",[{'county': 411224}],County,[],modern,POINT (111.00043935782008 33.97959176567885),['河南省'],['三门峡市'],['卢氏县'],91.74699459,0.981820644,0.0,
156,84.0,卢氏城,河南省卢氏县,['河南省卢氏县'],,"[['河南', '卢氏']]",[{'county': 411224}],County,[],modern,POINT (111.00043935782008 33.97959176567885),['河南省'],['三门峡市'],['卢氏县'],91.74699459,0.981820644,0.0,
157,85.0,新城,河南省伊川县西南,['河南省伊川县西南'],西南,"[['河南', '伊川']]",[{'county': 410329}],County,[],modern,POINT (112.29911588403783 34.31849099148184),['河南省'],['洛阳市'],['伊川县'],53.19816679,0.989458963,1.0,﻿新城
158,86.0,路,山西省潞城县东北,['山西省潞城县东北'],东北,"[['山西', '潞城']]",[{'county': 140406}],County,[],modern,POINT (113.31552966168692 36.42392405047477),['山西省'],['长治市'],['潞城区'],42.44207846,0.991590246,1.0,﻿路
159,86.0,涉,河北省涉县西北,['河北省涉县西北'],西北,"[['河北', '涉']]",[{'county': 130426}],County,[],modern,POINT (113.63040281653161 36.68555202916863),['河北省'],['邯郸市'],['涉县'],62.63587666,0.987588913,1.0,涉
160,86.0,端氏,山西省沁水县东,['山西省沁水县东'],东,"[['山西', '沁水']]",[{'county': 140521}],County,[],modern,POINT (112.53505901783956 35.79707011165995),['山西省'],['晋城市'],['沁水县'],95.54393548,0.981068293,1.0,端氏
161,87.0,修鱼县,今河南原武县东,['今河南原武县东'],东,"[['河南', '']]",[{'county': 410103}],County,[],modern,POINT (113.6338570331626 34.69682914812475),['河南省'],['郑州市'],['二七区'],18.8121651,0.996272433,1.0,﻿修鱼
162,88.0,宜阳,河南省宜阳县西,['河南省宜阳县西'],西,"[['河南', '宜阳']]",[{'county': 410327}],County,[],modern,POINT (111.90287371157324 34.493351038567894),['河南省'],['洛阳市'],['宜阳县'],66.29070063,0.986864722,1.0,﻿宜阳
163,90.0,皋落,山西垣曲县东南,['山西垣曲县东南'],东南,"[['山西', '垣曲']]",[{'county': 140827}],County,[],modern,POINT (111.95547897846053 35.17075479973811),['山西省'],['运城市'],['垣曲县'],55.85266806,0.988932983,1.0,﻿皋落
164,92.0,洱阳,汝阳（在今河南商水县附近）,['汝阳（在今河南商水县附近）'],,"[['河南', '汝阳'], ['河南', '商水']]","[{'county': 410326}, {'county': 411623}]",County,['Multiple Matches'],modern,POINT (113.4863876710892 33.79033899412565),['河南省'],"['周口市', '洛阳市']","['汝阳县', '商水县']",65.05481495,0.987109609,0.0,
165,93.0,野王,河南省沁阳市,['河南省沁阳市'],,"[['河南', '沁阳']]",[{'county': 410882}],County,[],modern,POINT (112.85669844553732 35.14110672107772),['河南省'],['焦作市'],['沁阳市'],36.01866516,0.992863023,1.0,﻿野王
166,95.0,仑氏,河南登封县西南,['河南登封县西南'],西南,"[['河南', '登封']]",[{'county': 410185}],County,[],modern,POINT (112.891039664918 34.36013385793426),['河南省'],['郑州市'],['登封市'],55.44965752,0.989012838,0.0,
167,95.0,纶氏,河南登封县西南,['河南登封县西南'],西南,"[['河南', '登封']]",[{'county': 410185}],County,[],modern,POINT (112.891039664918 34.36013385793426),['河南省'],['郑州市'],['登封市'],55.44965752,0.989012838,1.0,纶氏
168,95.0,韩县,河南登封县西南,['河南登封县西南'],西南,"[['河南', '登封']]",[{'county': 410185}],County,[],modern,POINT (112.891039664918 34.36013385793426),['河南省'],['郑州市'],['登封市'],55.44965752,0.989012838,0.0,
169,96.0,阳翟,河南省禹州市,['河南省禹州市'],,"[['河南', '禹州']]",[{'county': 411081}],County,[],modern,POINT (113.35143618723392 34.20804183504339),['河南省'],['许昌市'],['禹州市'],55.97553144,0.988908638,1.0,阳翟
170,97.0,阳人县,河南汝州市西,['河南汝州市西'],西,"[['河南', '汝州']]",[{'county': 410482}],County,[],modern,POINT (112.70565219216941 34.1422310702784),['河南省'],['平顶山市'],['汝州市'],57.18441276,0.988669102,1.0,﻿阳人
171,99.0,格氏县,河南荣阳北,['河南荣阳北'],北,"[['河南', '']]",[{'county': 410103}],County,[],modern,POINT (113.64591382649851 34.72681534223693),['河南省'],['郑州市'],['二七区'],18.8121651,0.996272433,1.0,﻿格氏
172,99.0,安阳县,安阳,['安阳'],,[['安阳']],[{'prefecture': 4105}],Prefecture,[],modern,POINT (113.91996657201076 35.78345203480426),['河南省'],['安阳市'],['NA'],151.1603241,0.970048093,0.0,
173,99.0,彘县,彘,['彘'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
174,99.0,雍氏县,雍氏,['雍氏'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
175,99.0,阳城县,阳城,['阳城'],,[['阳城']],[{'county': 140522}],County,[],modern,POINT (112.35775456026812 35.469189039888896),['山西省'],['晋城市'],['阳城县'],59.80732854,0.98814938,0.0,
176,99.0,襄城县,襄城,['襄城'],,[['襄城']],[{'county': 411025}],County,[],modern,POINT (113.56201351843009 33.8560914989737),['河南省'],['许昌市'],['襄城县'],44.64150679,0.991154437,0.0,
177,99.0,喜县,喜,['喜'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
178,99.0,壤阴县,壤阴,['壤阴'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
179,99.0,郎皋县,郎皋,['郎皋'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
180,99.0,涅县,涅,['涅'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
181,99.0,露县,露,['露'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
182,99.0,於正县,於正,['於正'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
183,99.0,来县,来,['来'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
184,99.0,邻县,邻,['邻'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
185,100.0,盂,山西省阳曲县东北,['山西省阳曲县东北'],东北,"[['山西', '阳曲']]",[{'county': 140122}],County,[],modern,POINT (112.93120833021128 38.279632932372),['山西省'],['太原市'],['阳曲县'],87.44477665,0.982673113,1.0,﻿盂
186,100.0,平陵,山西省文水县东北,['山西省文水县东北'],东北,"[['山西', '文水']]",[{'county': 141121}],County,[],modern,POINT (112.02085390132206 37.501287527895926),['山西省'],['吕梁市'],['文水县'],70.54339101,0.986022066,1.0,平陵
187,101.0,梗阳,山西省清徐县,['山西省清徐县'],,"[['山西', '清徐']]",[{'county': 140121}],County,[],modern,POINT (112.28442053702733 37.61975373872302),['山西省'],['太原市'],['清徐县'],40.44159733,0.991986634,1.0,﻿梗阳
188,102.0,邬,山西省介休市东北,['山西省介休市东北'],东北,"[['山西', '介休']]",[{'county': 140781}],County,[],modern,POINT (112.07433048751864 37.0744554990241),['山西省'],['晋中市'],['介休市'],40.88995185,0.991897794,1.0,﻿邬
189,103.0,涂水,山西省榆次市西南,['山西省榆次市西南'],西南,"[['山西', '榆次']]",[{'county': 140702}],County,[],modern,POINT (112.71080729830437 37.580962019394775),['山西省'],['晋中市'],['榆次区'],59.0183775,0.988305708,1.0,﻿涂水
190,104.0,邯郸,河北省邯郸市,['河北省邯郸市'],,"[['河北', '邯郸']]",[{'prefecture': 1304}],Prefecture,[],modern,POINT (114.44668734096498 36.541271873895774),['河北省'],['邯郸市'],['NA'],190.7269408,0.962208102,1.0,﻿邯郸
191,105.0,祁县,山西省祁县东南,['山西省祁县东南'],东南,"[['山西', '祁']]",[{'county': 140727}],County,[],modern,POINT (112.56366474085573 37.178344199597525),['山西省'],['晋中市'],['祁县'],47.73548334,0.990541376,1.0,﻿祁
192,106.0,中牟,河南省鹤壁市西,['河南省鹤壁市西'],西,"[['河南', '鹤壁']]",[{'prefecture': 4106}],Prefecture,[],modern,POINT (114.17099681983701 35.748493488758115),['河南省'],['鹤壁市'],['NA'],70.38062339,0.986054318,1.0,﻿中牟
193,107.0,晋阳,山西省太原市西南,['山西省太原市西南'],西南,"[['山西', '太原']]",[{'prefecture': 1401}],Prefecture,[],modern,POINT (112.23326042897403 37.68957885305545),['山西省'],['太原市'],['NA'],150.1895488,0.970240449,1.0,﻿晋阳
194,108.0,泫氏,山西省高平市,['山西省高平市'],,"[['山西', '高平']]",[{'county': 140581}],County,[],modern,POINT (112.90838004946175 35.82144933697499),['山西省'],['晋城市'],['高平市'],44.0610721,0.991269448,1.0,﻿泫氏
195,109.0,平邑,山西省大同县东,['山西省大同县东'],东,"[['山西', '大同']]",[{'prefecture': 1402}],Prefecture,[],modern,POINT (113.91355460955305 39.89883588503277),['山西省'],['大同市'],['NA'],191.8953337,0.961976589,1.0,﻿平邑
196,111.0,番吾,河北省平山县东南,['河北省平山县东南'],东南,"[['河北', '平山']]",[{'county': 130131}],County,[],modern,POINT (114.03488238466727 38.315971981912384),['河北省'],['石家庄市'],['平山县'],74.58545793,0.985221144,1.0,﻿番吾
197,115.0,榆次,山西省榆次市,['山西省榆次市'],,"[['山西', '榆次']]",[{'county': 140702}],County,[],modern,POINT (112.80606991650117 37.635511644302525),['山西省'],['晋中市'],['榆次区'],59.0183775,0.988305708,1.0,﻿榆次
198,116.0,蔺,山西省离石县西,['山西省离石县西'],西,"[['山西', '离石']]",[{'county': 141102}],County,[],modern,POINT (111.16440600917059 37.58621469802759),['山西省'],['吕梁市'],['离石区'],64.08513554,0.987301747,1.0,﻿蔺
199,118.0,鄗,河北省柏乡县北,['河北省柏乡县北'],北,"[['河北', '柏乡']]",[{'county': 130524}],County,[],modern,POINT (114.72275114359101 37.59527286626825),['河北省'],['邢台市'],['柏乡县'],25.39233258,0.994968595,1.0,﻿鄗
200,120.0,代郡,河北省蔚县东北代王城,['河北省蔚县东北代王城'],,"[['河北', '蔚']]",[{'county': 130726}],County,[],modern,POINT (114.61045190069535 39.892225568658716),['河北省'],['张家口市'],['蔚县'],77.82585652,0.98457907,1.0,代
201,120.0,代县,河北省蔚县东北代王城,['河北省蔚县东北代王城'],,"[['河北', '蔚']]",[{'county': 130726}],County,[],modern,POINT (114.61045190069535 39.892225568658716),['河北省'],['张家口市'],['蔚县'],77.82585652,0.98457907,1.0,代
202,122.0,石邑,河北省获鹿县东南,['河北省获鹿县东南'],东南,"[['河北', '获鹿']]",[{'county': 130110}],County,[],modern,POINT (114.41174983454458 37.95967940322291),['河北省'],['石家庄市'],['鹿泉区'],40.98093584,0.991879766,1.0,石邑
203,123.0,云中,内蒙古自治区托克托县东北,['内蒙古自治区托克托县东北'],东北,"[['内蒙古', '托克托']]",[{'county': 150122}],County,[],modern,POINT (111.39971247209442 40.446017266527306),['内蒙古自治区'],['呼和浩特市'],['托克托县'],57.38170765,0.988630009,1.0,云中
204,124.0,雁门郡,山西省右玉县南,['山西省右玉县南'],南,"[['山西', '右玉']]",[{'county': 140623}],County,[],modern,POINT (112.41846099600633 39.85267986191653),['山西省'],['朔州市'],['右玉县'],65.02937462,0.987114649,0.0,
205,124.0,善无,山西省右玉县南,['山西省右玉县南'],南,"[['山西', '右玉']]",[{'county': 140623}],County,[],modern,POINT (112.41846099600633 39.85267986191653),['山西省'],['朔州市'],['右玉县'],65.02937462,0.987114649,1.0,﻿善无
206,126.0,南行唐,今河北省行唐县东北,['今河北省行唐县东北'],东北,"[['河北', '行唐']]",[{'county': 130125}],County,[],modern,POINT (114.49322173591435 38.63932089106895),['河北省'],['石家庄市'],['行唐县'],51.66138736,0.989763471,1.0,﻿南行唐
207,128.0,房子,防陵,['防陵'],,[['陵']],[{'county': 371403}],County,[],modern,POINT (116.69616538651331 37.416756878899875),['山东省'],['德州市'],['陵城区'],55.05665209,0.989090711,0.0,
208,128.0,安阳,河南安阳西南,['河南安阳西南'],西南,"[['河南', '安阳']]",[{'prefecture': 4105}],Prefecture,[],modern,POINT (113.91782422078211 35.77153853379669),['河南省'],['安阳市'],['NA'],151.1603241,0.970048093,0.0,
209,131.0,武垣县,今河北省肃宁县东南,['今河北省肃宁县东南'],东南,"[['河北', '肃宁']]",[{'county': 130926}],County,[],modern,POINT (115.96564043013896 38.35780706157759),['河北省'],['沧州市'],['肃宁县'],31.25143864,0.993807633,1.0,﻿武垣
210,132.0,元氏,河北省元氏县西北,['河北省元氏县西北'],西北,"[['河北', '元氏']]",[{'county': 130132}],County,[],modern,POINT (114.31931924460764 37.862395235119365),['河北省'],['石家庄市'],['元氏县'],44.29488856,0.991223118,1.0,﻿元氏
211,133.0,邢县,河北邢台,['河北邢台'],,"[['河北', '邢台']]",[{'prefecture': 1305}],Prefecture,[],modern,POINT (114.78086583070218 37.27875526653931),['河北省'],['邢台市'],['NA'],184.8426817,0.963374048,1.0,﻿邢
212,133.0,赵国,河北邢台,['河北邢台'],,"[['河北', '邢台']]",[{'prefecture': 1305}],Prefecture,[],modern,POINT (114.78086583070218 37.27875526653931),['河北省'],['邢台市'],['NA'],184.8426817,0.963374048,0.0,
213,134.0,新城,山西省朔州南,['山西省朔州南'],南,"[['山西', '朔州']]",[{'prefecture': 1406}],Prefecture,[],modern,POINT (112.7577333418269 39.3625088603206),['山西省'],['朔州市'],['NA'],148.9075147,0.97049448,1.0,﻿新城
214,135.0,狼孟县,山西省阳曲县,['山西省阳曲县'],,"[['山西', '阳曲']]",[{'county': 140122}],County,[],modern,POINT (112.59149975175032 38.186747937047),['山西省'],['太原市'],['阳曲县'],87.44477665,0.982673113,1.0,﻿狼孟
215,138.0,柏人,河北省隆尧县西,['河北省隆尧县西'],西,"[['河北', '隆尧']]",[{'county': 130525}],County,[],modern,POINT (114.67569049505056 37.38107330666618),['河北省'],['邢台市'],['隆尧县'],45.58473877,0.990967538,1.0,﻿柏人
216,140.0,平原津令,山东省平原县南,['山东省平原县南'],南,"[['山东', '平原']]",[{'county': 371426}],County,[],modern,POINT (116.40304329278604 37.04535351505217),['山东省'],['德州市'],['平原县'],47.29866895,0.990627929,0.0,
217,141.0,富昌县,内蒙古自治区准格尔旗,['内蒙古自治区准格尔旗'],,"[['内蒙古', '准格尔旗']]",[{'county': 150622}],County,[],modern,POINT (110.86678954140831 39.802110284004044),['内蒙古自治区'],['鄂尔多斯市'],['准格尔旗'],119.5357604,0.976314394,1.0,﻿富昌
218,142.0,武平,赵县,['赵县'],,[['赵']],[{'county': 130133}],County,[],modern,POINT (114.84986570556961 37.7772686779257),['河北省'],['石家庄市'],['赵县'],40.5970445,0.991955833,0.0,﻿武平
219,142.0,赵国,河北省文安县北,['河北省文安县北'],北,"[['河北', '文安']]",[{'county': 131026}],County,[],modern,POINT (116.5031976717793 38.97044642638492),['河北省'],['廊坊市'],['文安县'],46.94317953,0.990698368,0.0,
220,144.0,三年徐（令）,南轮城,['南轮城'],,"[['城'], ['南']]","[{'county': 140302}, {'county': 370202}]",County,['Multiple Matches'],modern,POINT (116.96252258663543 36.9556050867579),"['山东省', '山西省']","['阳泉市', '青岛市']","['城区', '市南区']",11.21288178,0.997778205,0.0,
221,144.0,商城,商平,['商平'],,[['商']],[{'county': 611002}],County,[],modern,POINT (109.9172640670168 33.91256989641228),['陕西省'],['商洛市'],['商州区'],69.68325714,0.986192498,0.0,
222,144.0,中阳,阳化,['阳化'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
223,144.0,阳丘,阳邑,['阳邑'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
224,144.0,武安,西都,['西都'],,[['西']],[{'county': 530829}],County,[],modern,POINT (99.50836955615424 22.68596839337485),['云南省'],['普洱市'],['西盟佤族自治县'],53.16703367,0.989465132,0.0,
225,144.0,平周,平州,['平州'],,[['']],[{'county': 150102}],County,[],modern,POINT (111.87654376409023 40.96160713329657),['内蒙古自治区'],['呼和浩特市'],['新城区'],40.159592,0.992042513,0.0,
